"9.262,44 €",1986-07-14T16:39:13,Europe/Istanbul,Amerikanisch-Ozeanien,Bild.bmp,38:a0:35:9e:fb:44,Stroh Stiftung & Co. KGaA,srv-06.ritter.com,-157.239177,22:22:31,Schwabmünchen,3
"4.674,36 €",1974-10-26T05:26:19,Asia/Yerevan,Philippinen,gar.css,3a:ef:50:27:b4:fb,Ring AG,laptop-49.rogge.org,-171.432939,06:23:34,Konstanz,45819810
"432,52 €",1993-03-16T06:26:28,Asia/Rangoon,Schweiz,wie.json,0f:26:d8:8d:7a:6c,Linke AG & Co. KG,laptop-04.girschner.com,116.296462,16:39:34,Wolfratshausen,53
"9,19 €",1970-05-31T20:13:30,Europe/Dublin,Mikronesien,Minute.mp3,ae:49:46:6b:37:36,Pieper,web-44.gerlach.org,-135.334377,10:50:44,Waren,7497
"6,02 €",2002-12-19T12:09:55,Asia/Dubai,Kasachstan,schlecht.flac,f0:37:0f:0c:55:22,Textor AG & Co. KG,email-38.mans.de,-113.161869,23:50:02,Leipziger Land,159609
"3.692,44 €",1986-01-06T13:26:54,Africa/Kigali,Niederlande,mit.tiff,38:26:07:1c:e4:86,Misicher,email-33.hande.de,160.719641,02:32:17,Freital,438
"4,29 €",2013-06-18T14:46:35,America/Jamaica,Nordmazedonien,vorbei.csv,2a:80:61:15:53:dc,Margraf Fritsch AG,email-99.hofmann.de,102.831013,01:44:07,Strasburg,261
"19.181,31 €",2000-08-29T18:56:34,Asia/Dili,Lesotho,Woche.bmp,3e:28:bf:52:e9:94,Jacob GmbH,db-63.scholl.com,-169.775832,22:52:12,Döbeln,227
"0,63 €",1979-01-19T05:02:44,Africa/Casablanca,Vatikanstadt,ich.ppt,43:39:c0:65:a1:47,Seip Zahn AG,web-75.eberhardt.de,12.836216,12:20:49,Crailsheim,4974
"623,75 €",1974-02-21T02:09:03,Indian/Comoro,Irak,müde.txt,46:5b:e2:73:79:66,Siering Bähr GmbH,srv-58.jaentsch.de,-101.197186,17:55:12,Marienberg,1232805
"6.584,42 €",1990-02-20T10:46:20,Asia/Thimphu,Kokosinseln,Stein.ods,2b:0a:34:91:69:7b,Ritter,desktop-68.foerster.com,12.418523,11:25:42,Miesbach,6945323
"5.869,02 €",1982-08-28T17:40:35,Europe/Budapest,Nepal,gab.mp4,17:8d:a0:21:a2:8f,Jähn Grein Groth AG & Co. KG,email-84.hornig.de,-177.217187,12:33:09,Miltenberg,568
"1,69 €",2003-10-26T06:50:54,Africa/Monrovia,Vatikanstadt,Ding.pdf,5a:d8:4f:07:83:74,Schweitzer,email-69.lorch.com,-86.068904,08:22:44,Recklinghausen,208526065
"58.086,17 €",2003-09-29T04:27:58,Asia/Taipei,China,Papa.css,6c:a2:e3:4d:c4:93,Bärer KG,laptop-75.gotthard.net,-167.230896,03:26:22,Böblingen,6060
"80,84 €",1992-02-11T21:29:40,Europe/Stockholm,Guernsey,drehen.mp4,99:6b:4d:38:61:89,Lindner Bloch KGaA,laptop-50.schlosser.net,-92.874115,16:08:49,Oschatz,193
"63.032,88 €",2016-11-10T22:54:11,Europe/Riga,Grönland,Mann.flac,9d:58:78:e2:09:13,Jessel Werner GmbH & Co. KG,lt-27.seifert.de,84.566835,08:04:39,Eckernförde,5
"8,64 €",1992-05-13T15:05:08,Africa/Maseru,Sonderverwaltungszone Hongkong,einigen.css,65:d8:b9:3b:52:a8,Riehl,db-98.gnatz.de,177.960160,00:48:46,Grimmen,40
"3.320,49 €",1978-10-01T03:32:58,America/Santo_Domingo,Ungarn,darin.numbers,9c:39:6c:0a:61:aa,Holt,laptop-99.schaefer.com,108.070520,17:19:27,Lemgo,4988362
"5,10 €",1991-07-13T00:37:16,Africa/Djibouti,Guatemala,reich.jpg,c3:b0:2f:c6:83:e5,Döring,email-11.haenel.com,-78.799261,14:11:13,Genthin,3690775
"20.208,91 €",2002-06-23T08:27:25,Asia/Damascus,Türkei,etwas.pdf,cb:a3:08:80:86:9b,Döhn,lt-41.hahn.net,11.068846,10:33:56,Kemnath,9511291
"22,79 €",1992-07-16T20:46:24,America/Sao_Paulo,Estland,lieb.mp3,4b:9a:68:e5:f8:08,Steckel GmbH & Co. KG,email-29.schenk.org,-61.067365,12:47:27,Viersen,1
"13.467,17 €",2011-10-31T06:36:34,Africa/Brazzaville,Singapur,alt.mp3,1b:f7:2a:6d:8e:9e,Harloff KG,lt-36.nette.de,143.298231,05:25:21,Schwabmünchen,6159291
"467,17 €",1978-10-20T07:09:32,Asia/Bahrain,Andorra,Spiel.jpeg,34:29:25:1b:8a:a2,Walter Bähr Stiftung & Co. KGaA,desktop-20.schleich.org,81.275301,19:00:34,Bad Liebenwerda,3
"97.227,82 €",2006-07-18T12:10:26,Europe/Luxembourg,Wallis und Futuna,unten.ppt,87:fd:c2:4b:60:6b,Kostolzin,web-70.mitschke.net,-55.826708,07:18:43,Seelow,479902008
"3.478,18 €",2007-03-12T23:49:00,Africa/Nouakchott,Luxemburg,dazu.html,ff:e7:73:7f:74:6b,Weller GmbH,email-42.koehler.de,-84.864355,11:59:18,Böblingen,23
"86.783,79 €",2011-02-22T05:20:17,Asia/Manila,Bangladesch,zehn.mp3,23:0f:1f:7b:08:c4,Ackermann Nette GbR,lt-28.bluemel.de,41.917588,19:05:34,Hohenmölsen,810873
"26.511,95 €",2022-12-15T11:21:50,Africa/Abidjan,Deutschland,gefährlich.tiff,2a:15:06:6b:c9:ef,Eberhardt Hettner GbR,laptop-66.preiss.net,-138.494720,06:34:25,Wittstock,23
"3,69 €",1986-11-16T13:03:52,Pacific/Chatham,Äußeres Ozeanien,davon.jpg,19:5c:20:f5:7d:40,Heuser KG,lt-50.juettner.de,98.437755,04:22:47,Bitterfeld,840777057
"98.801,06 €",2018-11-22T00:57:12,America/St_Vincent,Belize,kein.txt,75:fe:81:ec:d7:c0,Drub Gude GmbH & Co. KGaA,lt-27.stiebitz.de,149.211328,10:05:42,Luckau,104922895
"620,83 €",1979-01-18T19:13:40,Asia/Baku,Réunion,Stunde.bmp,ee:82:17:2d:c1:91,Hornig,lt-78.zaenker.de,52.949843,16:58:16,Nauen,6791081
"42.881,01 €",1971-12-29T21:50:18,America/Panama,Norwegen,Arbeit.js,42:7f:8e:1e:3e:b5,Girschner Neureuther AG,email-64.kade.com,148.031509,03:23:21,Mellrichstadt,0
"182,75 €",2020-04-15T19:30:36,Europe/London,Italien,man.wav,ea:fb:a4:fa:f0:9b,Rogge AG,desktop-39.paertzelt.de,49.033161,07:08:29,Apolda,489028709
"951,91 €",1994-03-18T07:41:34,Europe/Malta,Norwegen,Klasse.odp,ac:93:05:90:47:66,Koch II,email-55.berger.org,54.054438,18:26:49,Soltau,8176
"518,35 €",2013-02-27T02:43:20,Asia/Hebron,Guinea-Bissau,Tier.flac,be:52:49:3f:6f:04,Mosemann,db-15.weiss.de,110.094130,18:41:18,Querfurt,293
"97,04 €",1973-01-21T21:15:20,Africa/Nairobi,Bouvetinsel,Wiese.wav,cc:b1:cd:a8:b1:42,Röhricht,lt-43.klemt.com,-29.603459,08:52:26,Sternberg,38176
"1.898,19 €",1974-09-07T14:21:06,Europe/San_Marino,Guinea-Bissau,öffnen.css,c7:80:1a:82:4f:9b,Kruschwitz,desktop-33.bien.de,134.524151,05:21:41,Iserlohn,71
"533,39 €",2014-02-18T07:38:10,America/Santiago,Antarktis,lernen.gif,9f:f5:d7:1e:7a:4a,Rose,db-09.killer.net,-79.701932,23:12:28,Burgdorf,9262
"32,99 €",2004-04-20T10:54:15,Europe/Zurich,Ungarn,glücklich.jpeg,44:82:8f:2f:41:32,Trapp Reising AG & Co. KG,desktop-50.biggen.com,-29.074586,15:31:02,Karlsruhe,7
"6,67 €",1988-01-24T11:16:02,Atlantic/Azores,Montenegro,hinter.odt,8a:dc:6d:41:c4:0c,Dippel Seip KG,web-59.cichorius.com,129.859324,08:16:49,Flöha,1
"2,60 €",2011-01-29T18:11:56,Europe/Istanbul,Slowakei,fressen.xlsx,bb:7b:0b:c6:b6:04,Benthin GbR,srv-30.stahr.com,151.018401,04:08:06,Kitzingen,849
"544,39 €",1983-07-20T02:48:26,Asia/Kabul,Lettland,kennen.bmp,b1:6f:2d:1d:af:98,Löchel,desktop-36.sorgatz.net,48.756432,23:02:24,Starnberg,380932147
"95.918,55 €",2015-02-25T03:48:25,America/St_Vincent,Luxemburg,er.wav,63:d3:ff:7e:33:9d,Binner,laptop-78.jockel.com,143.297014,19:08:05,Plauen,7
"5.372,19 €",1997-05-02T22:32:57,Indian/Mauritius,Australien,Spaß.js,c6:88:bf:f7:c7:a3,Scholl GmbH,email-04.klingelhoefer.de,-145.299199,02:28:31,Olpe,158
"1.377,95 €",1970-04-14T21:12:52,Europe/Vaduz,Oman,wohnen.mp4,06:fa:16:13:7f:45,Eigenwillig AG,db-84.krein.com,91.679854,08:35:27,Koblenz,99594
"8.026,62 €",1974-02-06T14:22:30,America/Paramaribo,Färöer,hinein.avi,fb:da:f2:e4:d0:7d,Seifert GbR,laptop-03.geisel.com,-122.075816,09:49:44,Oschatz,1615
"51,36 €",2012-03-07T00:41:31,Europe/Warsaw,Mosambik,Schluss.mp3,55:36:93:eb:a7:d6,Ernst AG,db-50.schleich.de,100.687999,00:29:28,Eggenfelden,569244950
"9,06 €",1972-07-25T08:06:11,Asia/Jayapura,Zentralafrikanische Republik,Geburtstag.mp3,10:41:a1:5c:cb:a4,Döhn GmbH,desktop-15.gerlach.de,-121.251449,13:18:22,Königs Wusterhausen,847448
"79,41 €",2002-12-10T23:20:29,Pacific/Easter,Guyana,wenig.bmp,d4:21:35:09:9e:27,Walter,desktop-05.bruder.de,-106.541166,20:44:58,Guben,310139287
"27.430,80 €",2009-07-19T00:15:17,America/Argentina/Buenos_Aires,Aserbaidschan,Monat.flac,9c:76:8e:e6:e7:9e,Fischer,email-53.ehlert.com,148.692663,19:36:27,Halberstadt,3292
"16.732,42 €",2005-11-04T08:52:54,Asia/Riyadh,Kuba,werfen.wav,10:bb:36:d1:2a:08,Kuhl Schulz GmbH & Co. KGaA,srv-49.hartmann.de,102.834927,07:00:08,Nördlingen,728011824
"43,95 €",1981-10-24T21:46:06,Europe/Budapest,Alandinseln,fallen.css,76:27:f7:7a:59:ee,Oestrovsky,srv-71.gierschner.com,-167.165806,03:07:53,Schrobenhausen,3813523
"4.155,93 €",1975-08-08T12:50:21,America/Tegucigalpa,Ecuador,Schüler.bmp,20:8e:23:c0:0c:5b,Drub,db-18.sorgatz.de,55.021203,22:31:41,Beilngries,500391
"1,78 €",1996-01-24T10:31:29,Asia/Colombo,Neukaledonien,zwei.key,a8:32:c3:e0:29:fc,Scholz,web-19.eberth.com,-142.442829,06:53:17,Northeim,1
"863,05 €",2002-09-22T12:26:52,Asia/Manila,Nicaragua,öffnen.json,57:c1:c4:59:94:e2,Täsche GmbH & Co. KGaA,email-64.scheuermann.de,-1.124332,14:44:31,Fallingbostel,415357151
"709,27 €",1988-04-08T13:40:43,America/Panama,Myanmar,Haus.json,b5:ba:29:7b:47:33,Killer Geisel KG,laptop-79.schuster.org,73.621255,22:52:57,Siegen,843267
"53,99 €",1989-08-05T04:22:50,Asia/Beirut,Albanien,krank.ods,21:bf:7d:5b:59:d8,Linke,web-90.weitzel.com,131.787589,22:31:44,Hohenstein-Ernstthal,4
"8.733,03 €",1975-07-27T00:41:05,Asia/Saigon,Island,traurig.avi,dc:5c:17:1d:83:98,Kruschwitz GbR,db-21.waehner.org,-178.477180,00:29:11,Artern,3550
"6.263,03 €",1990-01-16T10:07:21,Indian/Maldives,Costa Rica,Schnee.bmp,98:72:b2:59:04:45,Bonbach GbR,email-78.butte.com,-134.900543,23:59:42,Ludwigsburg,80712
"584,35 €",2001-09-08T21:25:55,Europe/Stockholm,Martinique,schlagen.pdf,9a:2c:d7:4b:35:07,Beer AG,laptop-84.vogt.com,-70.552921,01:43:27,Ravensburg,3266
"670,76 €",2012-07-07T04:37:37,Europe/Kiev,Türkei,Lehrer.tiff,5e:30:84:ff:01:e4,Döring GmbH,laptop-27.tintzmann.de,-169.093883,21:07:26,Garmisch-Partenkirchen,568
"59.014,98 €",1985-06-18T21:12:04,Asia/Vientiane,Barbados,sehr.csv,fb:7c:78:cc:8e:7d,Reising,email-69.heser.de,86.977698,08:22:18,Beilngries,549
"3.467,05 €",2017-04-23T08:49:29,Europe/Warsaw,El Salvador,Eltern.numbers,d5:37:93:d8:4a:8f,Rust,lt-89.gutknecht.de,9.737211,16:49:56,Zeulenroda,3865
"32.752,84 €",1975-01-01T17:41:28,Europe/Prague,Saudi-Arabien,Wiese.pptx,55:72:57:a3:3e:f1,Sorgatz Stiftung & Co. KG,lt-09.eberth.com,-109.501892,08:50:29,Recklinghausen,54
"4.998,22 €",2018-04-25T07:43:45,Pacific/Port_Moresby,Sonderverwaltungszone Macao,fliegen.json,29:25:b3:81:e8:31,Textor,laptop-88.klemm.net,-130.078928,17:43:59,Brand,7124
"2.013,48 €",1985-05-28T07:10:43,America/Nassau,Estland,Apfel.mp3,12:9d:80:4f:fa:14,Ritter GmbH,db-80.schwital.com,-166.429538,04:02:45,Warendorf,724
"249,89 €",1992-03-10T21:39:10,Pacific/Apia,Grenada,Woche.mov,92:46:ea:18:09:47,Schlosser Kobelt e.G.,email-02.trommler.com,-57.652986,16:21:34,Regen,749865165
"159,51 €",1993-04-20T01:27:06,Europe/Oslo,Burkina Faso,reiten.flac,08:74:99:77:bd:95,Riehl KG,lt-00.gertz.com,-67.430318,18:38:56,Güstrow,7009
"8.406,05 €",1978-07-24T11:44:08,Asia/Jakarta,Chile,zusammen.css,1e:23:c2:b2:2a:90,Käster Junitz Stiftung & Co. KGaA,web-42.buchholz.de,-130.792460,16:50:06,Bersenbrück,15965021
"85,57 €",1977-11-17T11:47:20,Africa/Tunis,Mexiko,dabei.json,bd:6e:f2:d8:f6:89,Wulf KGaA,laptop-73.baum.org,47.817714,03:39:02,Rosenheim,26
"4,77 €",1975-06-03T20:24:59,Asia/Thimphu,Peru,Junge.xls,ab:63:15:a3:16:d1,Meyer OHG mbH,laptop-51.kallert.com,142.687953,08:49:26,Dieburg,1
"66.427,75 €",1982-05-29T22:43:23,Pacific/Honolulu,Malta,gewinnen.avi,6f:8e:3b:3f:df:2f,Zobel Dörr e.V.,srv-53.mitschke.com,-59.591181,18:26:42,Rothenburg ob der Tauber,128317
"747,81 €",1994-08-15T14:38:38,Africa/Sao_Tome,Amerikanisch-Ozeanien,Haus.wav,36:25:a5:59:1f:c4,Bärer KG,srv-00.scheel.de,129.488666,21:16:37,Erbisdorf,262
"4.225,89 €",1984-12-03T03:36:39,Europe/Brussels,Vereinigte Staaten,auf.webm,4e:33:ef:81:03:0e,Jessel KG,lt-61.fliegner.com,-123.650930,03:38:48,Pinneberg,4
"804,95 €",1980-03-24T07:57:16,America/Managua,Nordmazedonien,waschen.mp3,48:a1:8d:50:28:bb,Plath GmbH,web-69.mude.de,-146.811718,14:02:58,Cuxhaven,84072956
"977,89 €",2009-08-04T21:37:12,Europe/London,Saudi-Arabien,Nacht.mp3,05:ed:b6:e4:3a:11,Birnbaum Salz GmbH & Co. KGaA,desktop-59.luebs.de,-27.617351,06:58:31,Gütersloh,6446
"8,90 €",2002-03-04T23:15:33,Atlantic/Reykjavik,Westsahara,Wort.gif,d8:2a:70:31:8b:5b,Niemeier,srv-82.zaenker.com,72.080176,02:00:47,Paderborn,22
"528,48 €",1994-03-05T09:51:08,Asia/Dhaka,Lettland,sitzen.key,c7:a5:0f:77:4f:3b,Gunpf,laptop-42.trub.org,166.214363,06:21:05,Bremervörde,17805277
"796,66 €",1982-09-17T12:50:09,Asia/Taipei,Ukraine,hinter.mp4,1d:5c:28:97:03:ae,Carsten GmbH & Co. KG,desktop-89.junk.de,103.067563,09:04:27,Geithain,7110362
"43,59 €",2001-06-13T17:05:07,America/St_Vincent,Guernsey,schnell.gif,e8:8f:46:43:bb:51,Weinhage AG & Co. OHG,email-39.stumpf.com,44.580858,04:58:21,Nordhausen,3419284
"978,03 €",1994-08-17T13:05:10,Africa/Nouakchott,Antarktis,frei.csv,07:e3:11:14:41:9a,Trapp Schäfer e.G.,laptop-84.bruder.net,-94.770848,16:44:22,Garmisch-Partenkirchen,8067
"88.637,15 €",1990-04-20T15:17:31,Africa/Luanda,Bangladesch,Ball.mp3,d5:95:c9:1a:00:e9,Pärtzelt,srv-57.paertzelt.de,-117.568708,04:43:56,Wolfach,3
"98.591,87 €",1997-02-20T09:26:29,Asia/Karachi,Albanien,Mutter.html,ea:7e:99:dd:44:8a,Berger Adolph AG & Co. KG,db-08.rosemann.de,20.747550,02:45:46,Viechtach,983923
"1,14 €",1974-04-06T12:55:35,America/Barbados,Marokko,er.avi,9b:c7:3f:a3:74:46,Bruder,srv-81.mude.net,65.688522,23:22:53,Hünfeld,98
"628,27 €",2007-05-27T09:26:53,Europe/Brussels,Äquatorialguinea,werfen.flac,31:ed:fe:d5:f2:75,Putz Schomber AG & Co. KG,laptop-70.haering.com,-9.319088,06:37:20,Meppen,26
"961,01 €",2006-01-12T09:31:16,America/Caracas,Nicaragua,weiß.mov,d4:ab:d2:2b:da:06,Ziegert GmbH,srv-05.cichorius.com,82.714564,06:19:21,Kemnath,29975
"9.125,19 €",2002-03-02T06:33:17,Asia/Singapore,Marokko,Arbeit.ods,43:c0:8d:4b:59:10,Trapp e.V.,db-72.krause.org,6.986850,00:28:00,Stade,917578
"7.507,99 €",1990-07-15T14:04:45,Africa/Maseru,Bouvetinsel,halbe.mp4,84:f7:e5:63:b6:ef,Scholtz AG & Co. KG,laptop-71.krause.com,139.721964,04:16:35,Konstanz,715643182
"72.083,71 €",1985-05-11T17:05:18,America/Nassau,Benin,böse.ods,e2:c7:8f:95:d8:d1,Henck Harloff KGaA,desktop-17.doering.de,-163.244036,14:43:53,Ebermannstadt,8
"48,95 €",1989-12-27T12:20:56,Pacific/Port_Moresby,Kanada,will.js,b2:2a:53:ba:87:22,Davids,email-58.jaentsch.de,-52.296400,20:07:09,Bischofswerda,799065
"6.503,98 €",1992-11-11T22:08:38,Europe/San_Marino,Japan,über.jpeg,90:de:2a:82:68:a3,Tlustek Lübs KGaA,db-07.schweitzer.de,66.892348,16:52:39,Nürtingen,126
"9,83 €",1975-04-14T06:14:35,Europe/Kiev,Estland,nennen.mov,43:32:86:19:54:67,Metz,lt-46.albers.de,153.615532,15:43:20,Strausberg,308796
"6.702,77 €",2007-04-01T03:04:15,Europe/Stockholm,Somalia,sonst.pdf,ea:f4:a1:c3:90:da,Dussen van AG & Co. OHG,db-31.dippel.com,-174.216849,19:26:43,Weißwasser,4275953
"804,80 €",1971-08-07T12:51:50,America/Monterrey,Mikronesien,hören.txt,02:23:e7:50:87:8d,Vogt,srv-26.trommler.com,-77.672855,05:22:36,Berlin,34355706
"265,89 €",1980-05-17T03:55:11,Europe/Amsterdam,Litauen,um.flac,2b:2d:7b:c5:bc:1d,Hörle,desktop-36.holzapfel.com,34.159958,00:15:40,Fürstenwalde,3449
"915,29 €",2001-03-24T14:22:16,Asia/Karachi,Westsahara,heraus.mp4,b7:28:ff:a9:1f:52,Barkholz Gehringer e.V.,db-79.junken.com,-80.681162,13:36:23,Kassel,566
"7.109,98 €",2017-04-03T22:04:08,Asia/Muscat,Mauretanien,Mann.xlsx,df:ec:96:d4:90:97,Bonbach GmbH & Co. KGaA,lt-77.lehmann.com,140.668626,19:58:58,Siegen,8046292
"3,13 €",2018-01-31T00:16:29,Pacific/Funafuti,Iran,Schuh.mp3,7a:a1:7e:fb:33:02,Misicher,lt-80.doerr.org,38.115198,05:04:19,Bersenbrück,5
"126,61 €",2001-08-27T10:47:13,Europe/Sarajevo,Neukaledonien,Mann.mp3,4a:74:bc:7d:f4:b1,Textor Wirth AG & Co. KGaA,web-10.eigenwillig.com,-30.429572,14:07:35,Tecklenburg,266
"5,50 €",2014-09-11T00:31:28,Africa/Windhoek,Laos,Essen.json,d9:6b:49:3f:d8:a8,Fechner AG,laptop-64.hofmann.org,-154.407209,00:41:05,Böblingen,0
"238,44 €",1990-02-14T08:49:13,America/Panama,El Salvador,blau.flac,d7:6d:5d:1c:9f:01,Hande Kruschwitz AG,db-48.cichorius.net,-5.221161,06:37:57,Meiningen,1831732
"8,79 €",2007-11-28T16:57:28,America/Argentina/Mendoza,Samoa,durch.mp4,d4:53:c9:d2:03:12,Zirme KG,db-86.roehricht.net,-162.353067,16:14:53,Vilsbiburg,45063756
"6,86 €",1970-06-21T18:12:03,Atlantic/Reykjavik,Weihnachtsinsel,sofort.pdf,1b:51:9a:b4:c3:b7,Köster,web-57.meyer.com,119.396564,08:48:52,Mallersdorf,38125247
