bank_country,hostname,latitude,country,time,longitude,language_name,language_code,random_number,iso8601,company,file_name,city,date,pricetag,mac_address
CH,srv-79.weber-giger.info,-86.9638495,Iran,14:13:45,-156.830342,English,uk,75456,1977-10-31T10:17:40,"Ackermann, Meier and Jost",mollitia.csv,Kloten,2009-12-13,$22.04,33:e5:ff:bb:97:95
CH,srv-15.zingg-berger.com,20.752457,Kazakhstan,08:41:01,-66.742376,Limburgan,lt,95,2005-10-12T03:12:47,Bieri PLC,earum.flac,Küsnacht,1994-01-20,$0.69,97:06:00:e8:54:36
CH,db-93.geiger-sutter.com,-16.6295425,United Arab Emirates,21:11:45,-14.145487,Albanian,kw,5,1981-09-11T16:50:19,Stalder-Gerber,ipsa.mp3,Lenzburg,1970-02-12,"$2,399.10",5d:8a:85:f2:3a:6f
CH,desktop-06.bar.biz,49.4920515,Libya,23:16:41,112.573029,Vietnamese,kl,6692,2003-06-18T04:50:25,Blaser-Portmann,similique.pages,Kriens,2003-04-18,$474.65,09:3b:66:4c:50:e3
CH,email-36.herzog.com,-62.6028475,Saint Lucia,10:25:45,93.414327,Mongolian,bho,8,1993-12-20T02:28:48,Michel-Roth,reiciendis.html,Glarus,1988-03-12,$168.23,d4:58:08:d3:9e:81
CH,web-75.hoffmann.biz,-54.977068,Trinidad and Tobago,01:05:42,-56.115927,Welsh,mn,508568853,2009-04-14T05:12:29,Kuhn PLC,distinctio.mp3,Vevey,1972-07-08,$80.93,3d:6a:ab:48:71:d9
CH,email-66.kagi.org,15.180652,Zambia,21:16:46,86.546376,Belarusian,kn,3812,2003-01-24T04:09:18,Wenger-Bättig,omnis.mp4,Brugg,1982-09-03,"$7,443.56",61:83:82:0d:8d:59
CH,srv-54.geiger.com,-37.3177575,Palau,04:19:25,-93.921500,Javanese,gu,391,1997-09-27T11:38:14,Koch Group,consequuntur.mp3,Lyss,2017-12-16,"$8,879.34",e8:47:89:f4:82:98
CH,db-32.graf.com,60.7240055,Republic of the Congo,10:30:10,-12.019554,Luxembourgish,aa,3905,1976-04-07T21:39:28,Jäggi PLC,ipsa.avi,Siders,1988-12-19,$86.85,23:eb:e3:d0:a9:58
CH,db-31.hartmann.org,-60.8153785,Andorra,13:26:10,12.997363,Interlingue,fr,4495047,2014-02-23T15:13:34,"Stauffer, Hasler and Lüscher",eligendi.mov,Burgdorf,1979-07-02,"$6,002.33",be:b9:6f:87:a7:3a
CH,db-00.schweizer.biz,83.744213,Estonia,18:45:07,53.754774,Sundanese,ne,66770399,2006-04-29T11:29:24,Stöckli-Hauser,perferendis.jpg,Altstätten,1980-09-09,$62.06,9f:d5:47:e6:d7:e6
CH,lt-08.muller-arnold.org,11.623665,North Macedonia,07:19:48,169.612214,Romansh,ha,756766301,1993-09-12T03:26:19,Kunz Inc,iure.wav,Vernier,1973-03-04,$84.61,89:2b:d3:93:97:01
CH,web-64.staub.com,-88.0835285,Tanzania,07:08:25,25.126727,Telugu,fy,4882535,2015-06-13T08:45:14,"Leunberger, Schweizer and Bättig",doloremque.jpg,Lausanne,1999-09-05,"$1,036.05",e3:91:a6:88:3d:1a
CH,desktop-05.meili-walter.com,-7.9521895,Saint Vincent and the Grenadines,03:12:04,160.156038,Portuguese,aa,324,1994-01-28T03:10:59,"Kessler, Schäfer and Bianchi",rem.png,Brugg,2010-03-17,$14.60,de:ec:f8:f2:ff:f4
CH,web-65.schneider-ruegg.com,12.990897,Samoa,03:14:41,-25.558509,Norwegian,vi,33636443,2018-05-22T07:35:02,Hofmann-Schweizer,assumenda.wav,Liestal,2019-03-05,$1.61,a4:55:92:c5:c6:53
CH,web-96.baumann.com,25.7300005,Tanzania,02:42:22,-166.255476,Marathi,cv,8379,2018-06-04T08:03:37,"Berger, Eichenberger and Bosshard",magni.ppt,Männedorf,1998-08-07,"$8,981.09",81:f7:01:49:7c:77
CH,srv-79.zollinger-hauser.com,-36.873902,Malta,15:57:27,-57.871430,Church Slavic,lg,105305,2004-09-26T12:07:53,Hofmann and Sons,hic.webm,Onex,1974-09-23,$746.17,f4:05:36:a9:88:87
CH,laptop-52.zingg.com,31.9345095,Gabon,05:15:49,17.965363,Avestan,tg,6546436,2018-06-10T12:50:46,Braun-Flückiger,perferendis.flac,Oftringen,1971-09-05,$2.52,89:8b:20:94:e9:dd
CH,srv-43.jost.com,-19.3009735,Honduras,04:11:24,-78.552205,Norwegian Nynorsk,cy,42,2017-03-20T06:04:14,"Hug, Beck and Schaller",atque.xlsx,Küsnacht,1972-05-18,$168.61,dc:08:55:e9:e0:6f
CH,srv-51.hermann.biz,85.720815,Japan,08:35:05,-61.479960,Kongo,sa,46561,2022-10-29T13:19:10,Felder-Schaub,iste.mp3,Birsfelden,1992-01-18,$33.94,68:2f:a7:53:40:99
CH,email-12.meier.com,-9.562829,Libya,08:30:24,-134.782972,Ganda,sd,58652112,1976-10-06T09:00:03,Steffen and Sons,maxime.json,Payerne,2018-12-28,"$82,539.26",2f:d4:f9:c0:2e:6e
CH,srv-55.forster.com,72.9361765,Uruguay,02:34:19,129.472651,Swahili,the,7219195,1975-06-12T11:01:48,"Wegmann, Leunberger and Brunner",similique.wav,Bellinzona,2009-12-07,$809.96,64:aa:f2:7e:a5:33
CH,email-58.benz-bachmann.com,70.194228,Nauru,17:13:31,-80.994874,Lingala,st,81,2023-01-25T11:43:21,Hodel Group,commodi.pages,Steffisburg,1972-09-25,$415.96,71:fb:51:7c:21:31
CH,email-18.schurch-schneider.com,-3.0517825,Central African Republic,14:20:47,125.359136,Interlingue,shs,77289,1972-06-10T04:41:33,"Ritter, Frey and Bauer",ratione.gif,Freienbach,2000-12-05,"$8,028.06",2e:cc:81:ce:5e:76
CH,desktop-52.buhler.info,-2.2519785,Saint Vincent and the Grenadines,17:15:30,-76.541019,Oromo,yi,25082497,2006-08-28T02:27:14,"Spörri, Ritter and Bader",sit.txt,Regensdorf,1994-02-04,$983.27,eb:0e:5d:71:d9:8f
CH,web-55.felber.com,13.7146585,Rwanda,17:43:06,60.629022,Turkish,sq,71,2004-10-15T10:53:09,"Jost, Sigrist and Lang",quas.avi,Sursee,1987-03-26,$41.91,91:77:4d:ab:0d:1e
CH,lt-14.hofmann.com,-5.8088845,Papua New Guinea,22:45:18,-173.062963,Cornish,sl,33945024,2007-12-02T20:08:06,Kaiser-Wegmann,harum.txt,Siders,1986-12-26,$1.68,52:0e:d2:74:1b:30
CH,lt-27.battig.com,36.5943755,Senegal,13:51:42,-150.637071,Sardinian,lij,6,1981-04-15T08:10:34,Aebi-Gloor,fuga.mp3,Meyrin,1992-05-01,$9.04,0a:22:2a:a9:9b:97
CH,lt-01.ernst.com,-51.218910,Tonga,14:49:24,7.840095,Kikuyu,es,70,1980-08-16T18:29:41,Wirz-Friedli,maxime.css,Münchenstein,1991-10-23,"$68,641.39",f4:ef:ca:1a:85:53
CH,laptop-59.iten.net,-63.223419,Chile,07:45:40,-103.250291,Yoruba,xh,3766002,1986-02-12T12:46:15,Roth Group,eos.webm,Binningen,2009-07-12,$3.10,41:5f:52:30:49:27
CH,lt-75.hafner.com,52.699675,Bosnia and Herzegovina,17:10:03,-48.638117,Navajo,mai,747,2000-08-03T21:14:02,Hotz-Schaller,quis.css,Veyrier,1997-05-06,$6.84,3b:93:67:4e:e4:21
CH,desktop-99.hurlimann.com,43.3521965,Angola,11:50:32,-41.835949,Pushto,tt,87019731,1982-01-03T17:51:56,Eugster Inc,similique.png,Spiez,1981-02-21,"$95,885.81",0c:8c:5b:ab:c5:81
CH,email-45.baur.info,-18.383194,Eritrea,05:07:43,-19.605225,Tibetan,lv,4005,1990-01-18T16:27:34,"Hess, Hoffmann and Betschart",dolores.wav,Nyon,1975-05-12,"$88,625.26",22:0b:88:5c:8f:39
CH,lt-58.schnyder.com,-51.882810,Greece,20:30:57,-70.047426,Armenian,kok,82774813,1994-12-19T22:01:07,"Schmidt, Meier and Furrer",nesciunt.wav,Ittigen,1970-11-29,$64.00,05:1a:cd:ac:c5:1a
CH,email-87.kern-schweizer.com,-62.0858665,Spain,11:27:49,-29.024417,Luxembourgish,km,2,2016-11-18T14:01:31,"Ammann, Hofmann and Furrer",animi.csv,Kriens,1981-05-08,$7.52,c2:bf:5b:f1:25:ef
CH,laptop-75.sporri-fuchs.com,-48.6403045,Mali,07:34:43,-166.244432,Uzbek,nhn,46,1981-04-20T16:19:31,"Hirt, Wegmann and Baumann",ratione.txt,Steinhausen,1979-01-09,"$53,018.53",63:4f:eb:05:a9:99
CH,laptop-05.buhlmann.com,13.9154105,Papua New Guinea,20:56:27,155.365528,Walloon,cv,521732059,2022-12-10T06:22:03,"Näf, Hofstetter and Graf",enim.html,Neuenburg,2016-09-24,$46.92,cd:b7:0f:ad:75:1f
CH,lt-15.blum-hunziker.com,15.806726,Czech Republic,07:42:06,-8.307117,Welsh,nb,449492,2004-06-25T09:45:12,Felder-Senn,ducimus.json,Stäfa,1977-03-06,$29.22,cc:4f:8e:0f:4f:fd
CH,db-82.luthi-portmann.biz,-49.163892,Vanuatu,21:59:07,-121.663557,Swahili,lv,84,1983-01-05T18:51:38,"Meyer, Stocker and Stauffer",perferendis.mp4,Adliswil,2000-12-10,$597.77,ca:a8:0f:64:b9:eb
CH,lt-59.gfeller-probst.net,2.702157,Nepal,08:20:38,-125.718907,Afrikaans,dv,72939,2015-04-08T21:25:16,Hirt Inc,magni.jpg,Burgdorf,1970-04-04,"$8,308.57",9f:7d:4f:72:ba:66
CH,db-61.hofer.com,-51.811414,Senegal,02:43:28,-20.264706,Cornish,iu,123511,1988-02-17T19:33:28,Grob LLC,ipsa.json,Basel,1984-11-10,"$9,888.69",a4:63:b4:e7:1a:36
CH,web-52.meyer-lutz.biz,-69.541772,Azerbaijan,14:19:11,154.959478,Yoruba,sc,4661,1993-03-25T13:02:45,Stalder-Sidler,officiis.csv,Liestal,2011-09-25,"$9,051.95",40:eb:65:bf:68:cb
CH,lt-60.lehmann-schumacher.com,36.4768035,Brazil,03:49:46,-75.762236,Sundanese,ug,4275,1981-05-12T06:12:55,Roth-Eugster,id.wav,Birsfelden,2002-08-10,$5.89,d2:3a:7c:ba:71:71
CH,desktop-52.kern.biz,-58.120256,Ecuador,02:12:54,-74.903486,Italian,niu,584350,2011-10-05T04:39:13,"Frey, Vogt and Hofstetter",accusamus.flac,Thônex,2017-12-13,$4.76,56:cb:ae:ac:29:50
CH,desktop-92.stocker.org,-8.8615555,Somalia,17:10:32,122.329536,Romansh,ayc,5,1972-05-11T09:36:10,Rey and Sons,quis.mp3,Zofingen,1999-07-01,$7.18,3c:79:73:c2:e2:a1
CH,laptop-56.wehrli-beck.com,-42.969611,Kiribati,23:10:40,-43.753241,Lingala,te,1,1974-12-09T06:22:22,"Scherrer, Felber and Flückiger",iste.mp4,Delsberg,1974-02-04,$44.27,f4:40:3c:8d:0f:6e
CH,web-30.kagi.com,17.2027015,Spain,20:49:15,-140.495523,Macedonian,cy,840641762,1994-08-12T09:25:16,Hodel-Hoffmann,magnam.numbers,Meilen,2020-02-19,$4.41,80:ae:bb:16:db:54
CH,desktop-24.bianchi.biz,16.4165675,Kazakhstan,21:53:14,36.493534,Sanskrit,mr,7,2017-07-24T02:06:38,Wagner and Sons,quo.js,Schwyz,2020-09-17,$740.46,06:a6:a4:0e:6d:75
CH,web-56.gasser.com,6.4589345,Malta,14:13:45,92.016162,Kashmiri,ta,3,2004-10-29T22:14:30,Weibel-Egger,quas.bmp,Birsfelden,2009-12-25,"$11,989.75",ae:57:b5:c4:f9:fe
CH,db-87.betschart.com,13.6183465,Belgium,01:51:50,-30.173839,Afar,csb,914,2022-05-13T05:15:23,Martin Inc,quo.csv,Wallisellen,1972-02-04,$3.33,53:2c:0a:30:26:10
CH,srv-61.kunz.com,-17.9996935,Paraguay,12:09:00,68.132733,Ido,fr,718,2020-11-02T20:19:16,"Lutz, Kälin and Stadelmann",corrupti.wav,Spreitenbach,2014-06-04,$396.83,09:ed:6c:35:78:fd
CH,desktop-05.hofstetter.com,3.6836935,Chile,10:54:44,-46.950407,Cornish,os,46747,1985-10-26T09:59:30,"Bühler, Gfeller and Jäggi",autem.tiff,Villars-sur-Glâne,1997-07-23,"$7,406.81",99:56:83:0e:c0:f6
CH,desktop-55.beck-lanz.biz,46.271473,Palau,03:38:13,-139.787055,Uzbek,sc,334,2016-07-19T02:51:30,Ammann-Baumann,recusandae.png,La Chaux-de-Fonds,2012-02-07,$347.70,8e:84:f8:f5:f0:92
CH,srv-02.iten.com,-80.0565125,CÃ´te d'Ivoire,03:10:56,71.169754,Tajik,kn,62,2022-10-06T18:03:36,"Ritter, Martin and Ammann",reiciendis.txt,Oftringen,1974-10-13,$85.32,8f:ff:13:32:a8:1e
CH,db-84.bieri-steiger.org,-66.641670,Republic of the Congo,05:38:22,-144.739883,French,gd,5844,2011-07-04T08:48:10,Hug Group,quis.avi,Pratteln,2006-01-09,$214.85,ed:7b:d4:36:40:36
CH,srv-83.jaggi.com,-42.557482,Brazil,01:53:49,19.979232,Turkmen,ber,96255235,2005-11-13T05:04:05,Walder Inc,id.pages,Buchs,1981-06-20,"$38,428.71",fe:7e:46:49:0a:67
CH,db-50.beck.com,85.294075,Malta,15:28:01,-136.225881,Finnish,nn,8,2009-10-05T05:48:36,Gut-Spörri,explicabo.pages,Prilly,1987-01-08,$91.62,2b:11:fd:9e:4a:b7
CH,desktop-87.arnold.org,-57.0961325,Chad,15:21:18,68.804322,Swedish,cs,570,2001-01-15T07:12:43,"Wenger, Schürch and Hofer",optio.json,Allschwil,1977-01-14,"$35,177.45",d8:56:42:01:88:84
CH,email-79.lehmann.com,47.694731,Serbia,23:35:42,70.730227,Sango,es,84942085,1983-04-18T00:32:04,Wagner PLC,eligendi.avi,Horgen,1973-08-03,$77.45,c7:9d:38:2a:e1:5f
CH,desktop-27.eichenberger.com,75.3684775,Vatican City,21:41:24,-87.539974,Bihari languages,mn,7929632,1978-06-18T11:46:57,Winkler Group,amet.jpeg,Adliswil,1980-11-04,"$67,416.72",13:94:66:08:b4:83
CH,desktop-40.luthi.com,-54.4937355,Hungary,05:18:54,-95.254343,Kurdish,or,4176551,1984-06-29T11:29:30,"Stalder, Steiner and Arnold",magni.mov,Weinfelden,1988-06-19,"$7,464.01",dc:59:c6:ff:8b:67
CH,email-54.stocker-giger.com,73.077220,Kiribati,06:18:49,-135.787926,Limburgan,eu,3865,1972-12-03T22:36:43,Gfeller and Sons,dolorem.mp3,Adliswil,1997-12-24,$630.87,01:0b:b9:0c:62:2f
CH,lt-87.kern.net,14.664221,Zambia,19:59:31,-28.623737,Hausa,be,49007,2015-09-12T15:45:58,Stutz Group,veritatis.mov,Ostermundigen,1983-03-02,$493.38,e2:57:c1:b7:cf:7d
CH,laptop-74.hess.com,-53.511009,Albania,17:34:40,85.387089,Kalaallisut,ne,798362,1993-03-31T06:09:31,"Stalder, Steiger and Meier",nobis.avi,Muri,2014-01-27,"$5,122.74",81:e9:24:fe:79:c7
CH,db-45.sporri.biz,71.182866,Burundi,21:44:28,61.825568,Avestan,kk,65966932,2023-03-24T19:05:01,Jost-Huber,reprehenderit.avi,Möhlin,1989-11-30,$1.74,0d:45:88:85:90:03
CH,email-06.roth.com,-1.8081225,Kazakhstan,00:46:17,-22.354581,Swedish,mai,378126462,1987-04-14T10:27:36,Aebi and Sons,earum.avi,Langenthal,2022-08-03,$4.63,3d:2f:2a:32:8e:66
CH,db-23.roth.info,-51.4497755,Belgium,21:18:49,-160.691623,Walloon,gv,34847093,2001-11-30T00:07:05,"Walder, Lanz and Frey",omnis.tiff,Aigle,2013-04-04,$87.20,bf:62:d5:37:25:9b
CH,laptop-45.baumann.com,-44.6778005,Vanuatu,11:45:04,-148.427340,Swedish,az,600714002,1979-04-02T06:29:24,Wettstein Ltd,fuga.wav,Küssnacht,2001-12-23,$797.96,26:93:87:0a:08:fb
CH,email-21.knecht.com,33.903165,Canada,04:17:02,-21.707193,Tagalog,sd,820,1999-10-17T19:02:06,Jäggi-Roth,adipisci.odp,Langenthal,1982-09-08,$40.07,cf:0e:cf:fc:2d:9f
CH,email-97.gut-moser.com,86.2690355,Chile,01:31:33,-63.796791,Chuvash,kk,770,2021-05-11T07:27:29,"Iten, Zürcher and Blum",qui.mp4,Birsfelden,1976-06-23,"$79,801.08",10:a4:39:41:c8:6e
