"9.664,72 €",20:10:48,laptop-17.heintze.de,475,Vereinigte Arabische Emirate,Rudolph,kw,Bremen,Wolof
"247,28 €",11:48:37,web-76.jacobi.com,924,Gibraltar,Schmiedt Meister AG,nb,Sankt Goarshausen,Indonesian
"75.713,67 €",14:51:15,lt-07.wieloch.org,419468319,Albanien,Kohl Schaaf KG,doi,Wittenberg,Sango
"54.301,62 €",02:13:40,srv-54.sauer.de,7,Russische Föderation,Wagenknecht van der Dussen GmbH,ht,Bad Liebenwerda,Fulah
"6.964,85 €",03:29:37,web-75.finke.net,335841,Südafrika,Bauer Rörricht GmbH,ht,Cloppenburg,Ganda
"534,90 €",18:23:12,lt-83.zobel.net,81252883,Philippinen,Roht,sat,Geldern,Hebrew
"24.973,21 €",21:37:36,lt-69.stadelmann.de,6117758,Palau,Grein Groth,is,Wurzen,Divehi
"51.024,90 €",04:14:08,srv-86.jacob.de,58642484,Turkmenistan,Drubin Lehmann AG & Co. OHG,af,Aurich,Lao
"8,59 €",12:32:39,desktop-03.haenel.com,653267,Algerien,Hermann e.G.,om,Beilngries,Korean
"69.680,04 €",15:03:02,desktop-48.gehringer.com,475,Liberia,Rosenow Birnbaum GmbH,ig,Düren,Xhosa
"882,09 €",20:56:01,lt-21.flantz.org,8118,St. Pierre und Miquelon,Bauer Speer AG,ber,Passau,Oromo
"9,31 €",17:54:14,laptop-73.cichorius.com,4388,Malaysia,Stadelmann AG,pl,Bautzen,Interlingue
"20,39 €",12:27:01,laptop-23.saeuberlich.de,198769,Palästinensische Gebiete,Hövel GmbH,tl,Crailsheim,Western Frisian
"7,59 €",12:04:50,email-89.hartmann.de,1,Nördliche Marianen,Pärtzelt AG,mn,Norden,Portuguese
"30,19 €",20:39:19,db-72.rohleder.com,8,Taiwan,Eckbauer Buchholz GmbH & Co. KG,ur,Schwäbisch Hall,Bulgarian
"90.230,30 €",02:55:35,desktop-24.vogt.de,5,Nepal,Hecker AG & Co. KG,nr,Heiligenstadt,Swahili
"0,66 €",20:06:38,desktop-83.huebel.de,920048,Turks- und Caicosinseln,Junitz,the,Hainichen,German
"4.680,53 €",10:50:28,srv-89.bloch.de,76555,Singapur,Lachmann,yi,Werdau,Romanian
"6,34 €",20:50:04,srv-30.gude.com,71991,Afghanistan,Stey GmbH,pl,Reutlingen,Swedish
"17,91 €",18:40:24,srv-44.ritter.com,7542357,Madagaskar,van der Dussen,ru,Bayreuth,Greek
"91,54 €",07:49:25,desktop-57.gorlitz.com,7,Pitcairn,Tröst,sq,Berchtesgaden,Belarusian
"97,08 €",19:04:57,web-89.schlosser.org,343,Ukraine,Bachmann,wo,Lemgo,Guarani
"4.656,53 €",22:08:06,email-12.dobes.com,82,Togo,Ackermann,fr,Magdeburg,Hungarian
"516,86 €",11:50:22,laptop-08.zobel.de,94534,Dänemark,Segebahn KG,he,Sigmaringen,Bosnian
"31,66 €",16:48:49,db-68.drubin.org,366988831,Marshallinseln,Kallert Stadelmann GmbH,ia,Sondershausen,Kalaallisut
"3.258,87 €",10:19:50,lt-79.segebahn.com,1605,Kiribati,Segebahn KGaA,sr,Düren,Abkhazian
"8.954,62 €",19:24:53,web-83.muelichen.com,6019,Turks- und Caicosinseln,Mohaupt e.G.,os,Bad Kissingen,Sinhala
"85.308,68 €",17:50:39,web-15.kreusel.com,3,Frankreich,Siering KG,sa,Neustadt am Rübenberge,Swedish
"7.875,60 €",06:39:53,email-35.haering.de,9706,Haiti,Scholz,tt,Moers,Czech
"4,70 €",23:41:54,desktop-70.speer.net,57153,Eritrea,Henk GmbH & Co. KG,ms,Belzig,Fulah
"8,31 €",05:12:58,web-17.wagner.de,1725032,Nepal,Kreusel,eo,Siegen,Afrikaans
"72.645,38 €",23:23:03,srv-17.junk.com,853421,Kambodscha,Häring Ditschlerin GmbH & Co. OHG,ar,Erbisdorf,Ndonga
"7,93 €",20:39:07,laptop-06.girschner.com,47517,Nordmazedonien,Ernst,bo,Heiligenstadt,Turkish
"4.780,57 €",05:16:22,web-44.naser.com,8,Äquatorialguinea,Blümel Dehmel AG & Co. KG,bg,Cloppenburg,Bengali
"88.757,07 €",16:00:45,email-87.riehl.com,4462582,Vereinigte Arabische Emirate,Mende GmbH,so,Leipziger Land,Lithuanian
"15,29 €",10:51:12,email-41.reuter.com,67204,Äquatorialguinea,Zänker,mk,Aachen,Burmese
"93.951,04 €",22:27:23,db-61.schueler.de,819,Georgien,Ernst GbR,kl,Ravensburg,Cornish
"30.469,18 €",17:56:29,email-71.kranz.de,5064,Ungarn,Nette Jähn GbR,is,Stadtsteinach,Icelandic
"645,99 €",19:35:54,web-74.weihmann.com,279447,Samoa,Rosemann GbR,or,Freising,Yiddish
"905,03 €",19:51:42,desktop-73.cichorius.de,96332,Ruanda,Wulff,bs,Kyritz,Kashmiri
"71,95 €",05:16:43,laptop-55.vollbrecht.org,789770,Côte d’Ivoire,Häring KG,nb,Paderborn,Esperanto
"1.300,52 €",23:16:39,web-11.sorgatz.de,5167295,Tunesien,Benthin GmbH,crh,Ebermannstadt,Zulu
"755,20 €",20:02:46,desktop-53.henck.com,9218934,Nepal,Stolze,rw,Deggendorf,Luba-Katanga
"59.942,22 €",00:27:11,web-36.matthaei.org,146185,Martinique,Kraushaar KG,yue,Schrobenhausen,Spanish
"2.769,51 €",05:51:41,email-24.meyer.com,501140,Amerikanisch-Samoa,Textor GmbH,niu,Göttingen,German
"943,60 €",00:51:39,laptop-40.scholtz.net,973,Réunion,Döring OHG mbH,wae,Güstrow,Tahitian
"762,08 €",02:15:31,laptop-21.scheibe.de,1483,Tonga,Hornig Peukert GmbH & Co. KG,yue,Rudolstadt,Western Frisian
"9.126,62 €",04:24:46,lt-62.lindau.com,9353987,Burkina Faso,Hecker,kw,Ueckermünde,Zhuang
"69,21 €",03:10:10,email-72.liebelt.de,88538021,Malaysia,Franke Junck GmbH & Co. KG,dz,Bayreuth,Akan
"87.197,59 €",13:52:48,laptop-87.beer.com,35876,Nördliche Marianen,Sontag,ig,Rochlitz,Hebrew
"550,26 €",03:43:21,db-67.jacobi.org,284,Mauritius,Söding,cs,Kötzting,Swahili
"7.767,68 €",03:44:10,laptop-38.huebel.com,246153647,Republik Moldau,Pölitz,pa,Auerbach,Norwegian
"5.482,16 €",12:16:20,laptop-76.kuhl.net,25517600,St. Vincent und die Grenadinen,Bonbach Mude GmbH,mag,Hannover,Slovenian
"26.894,24 €",06:57:33,web-09.rohleder.com,2,Italien,Gerlach,bs,Oschatz,Church Slavic
"1.306,28 €",19:15:56,srv-64.muelichen.de,40,Kokosinseln,Stiebitz Ehlert KG,ro,Heiligenstadt,Uzbek
"3.024,06 €",07:52:13,desktop-25.fechner.com,799,St. Kitts und Nevis,Gumprich Klemt KG,ky,Sondershausen,German
"6,32 €",15:11:48,lt-43.heinrich.de,979853238,Simbabwe,Beier,fa,Uelzen,Macedonian
"869,30 €",07:19:57,srv-99.scheel.com,411765,Tschad,Kobelt KGaA,the,Eberswalde,Galician
"6.204,65 €",03:30:23,laptop-47.sorgatz.com,0,Mauretanien,Mohaupt,nb,Jüterbog,Afrikaans
"189,58 €",20:41:50,desktop-58.klemt.com,393201931,Britische Jungferninseln,Mühle Jäkel OHG mbH,is,Parsberg,Catalan
"55,27 €",00:21:36,db-93.huebel.org,8267,Guadeloupe,Müller Schmiedecke GmbH,nr,Sulzbach-Rosenberg,Slovak
"12.240,92 €",14:14:26,web-81.zirme.net,448,Falklandinseln,Blümel AG & Co. KGaA,brx,Wolmirstedt,Wolof
"46,45 €",22:47:14,web-34.van.com,673,Kanada,Schulz Nohlmans GmbH,zu,Sebnitz,Occitan
"142,02 €",17:44:40,email-98.karz.com,6,Südafrika,Ritter Kruschwitz KG,sq,Hoyerswerda,Turkmen
"1,22 €",17:23:31,lt-75.schmidtke.org,93,Färöer,Hethur,fo,Fallingbostel,Indonesian
"0,13 €",19:05:19,laptop-79.rogge.org,5,Mongolei,Schmidt KG,nl,Angermünde,Hebrew
"24,28 €",08:35:30,web-77.hendriks.com,89495074,Syrien,Eigenwillig GmbH & Co. KG,ta,Kleve,Afrikaans
"689,42 €",20:40:46,web-17.klemt.de,801,San Marino,Schäfer Tlustek GmbH,kn,Forst,Western Frisian
"0,66 €",05:39:33,email-51.hendriks.com,226,Haiti,Mangold,ak,Berlin,Interlingua
"4.947,90 €",10:37:36,lt-00.schinke.com,7,Panama,Beyer e.V.,ve,Pößneck,Wolof
"1,43 €",20:14:01,laptop-95.loeffler.de,82175718,Benin,Schwital Junken GbR,uz,Oschatz,Maori
"1,83 €",07:37:13,srv-65.bloch.com,768,Niger,Etzler Eimer AG,sq,Lemgo,Inuktitut
"3.460,15 €",13:21:59,web-26.henck.com,69929,St. Lucia,Dörschner,gez,Backnang,Italian
"3.364,01 €",16:53:45,laptop-81.koehler.net,25,Indonesien,Stoll,ff,Rudolstadt,Cree
"8.974,73 €",12:43:41,email-10.wesack.de,8,Bahamas,Roht GmbH,ky,Ebersberg,Albanian
"58,97 €",04:29:04,web-37.albers.com,308418,Demokratische Volksrepublik Korea,Steinberg Schlosser GmbH,tk,Tuttlingen,Chuvash
"54.619,92 €",19:43:31,srv-47.stahr.de,135,Estland,Johann GmbH & Co. KG,zu,Senftenberg,Bosnian
"18,67 €",06:13:57,lt-31.putz.com,234353998,Armenien,Matthäi,da,Altentreptow,Sinhala
"78,12 €",04:18:43,email-39.naser.de,383363542,Libyen,Oestrovsky,he,Dessau,Welsh
"375,46 €",04:00:51,lt-34.stumpf.com,32,Vatikanstadt,Gnatz AG & Co. KGaA,lv,Moers,Gujarati
"258,15 €",03:17:57,srv-56.kraushaar.de,553,Antarktis,Putz AG,fa,Finsterwalde,Quechua
"414,41 €",14:42:56,srv-59.bohnbach.de,502,Antarktis,Rohleder,om,Schwerin,"Sotho, Southern"
"0,42 €",21:26:16,laptop-45.patberg.com,6,Libanon,Matthäi Stiftung & Co. KG,ja,Kötzting,Japanese
"804,54 €",15:02:18,laptop-25.hesse.org,7113021,Antarktis,Warmer Juncken GmbH & Co. OHG,ak,Güstrow,Twi
"7,92 €",11:00:18,laptop-96.aumann.de,25599178,Slowenien,Juncken Hartung e.G.,yo,Bad Kreuznach,"Sotho, Southern"
"937,99 €",23:42:53,lt-17.weinhage.org,61571,Heard- und McDonald-Inseln,Sölzer,es,Freudenstadt,Finnish
"9,07 €",19:53:03,lt-60.reising.com,9463,St. Vincent und die Grenadinen,Kusch Beer Stiftung & Co. KGaA,ff,Wolfratshausen,Armenian
"47.303,15 €",14:35:42,email-95.mielcarek.org,4729446,Ukraine,Trub Schüler AG,bho,Marienberg,Quechua
"875,79 €",10:10:45,laptop-61.bolander.org,9,Libyen,Biggen Mende e.G.,mag,Erding,Korean
"7.999,33 €",06:55:34,lt-39.caspar.com,769455,St. Barthélemy,Gierschner GmbH,uk,Miltenberg,Kirghiz
"4.245,79 €",16:31:05,email-71.giess.org,80902,Puerto Rico,Kostolzin Heuser KG,sc,Plauen,Albanian
"18,40 €",23:46:32,srv-93.wohlgemut.org,87,Montserrat,Carsten AG,hu,Ansbach,Persian
"713,17 €",03:51:30,srv-48.kuhl.com,186,Kaimaninseln,Häring,bn,Freudenstadt,Church Slavic
"9.829,77 €",13:53:02,email-73.hoffmann.de,46322,Italien,Ullrich Kohl GmbH,wo,Wolfratshausen,Sardinian
"7,05 €",10:32:10,web-01.kranz.de,89257,Kap Verde,Liebelt Krein AG,apn,Sondershausen,Bosnian
"652,18 €",16:28:20,web-82.boucsein.org,41,Aserbaidschan,Heintze Etzler GmbH,lt,Gera,Chechen
"55.915,03 €",13:40:40,web-74.pergande.de,47504,Seychellen,Ackermann,tcy,Mühlhausen,Sundanese
"71.464,82 €",15:27:58,lt-38.bloch.com,36705,Heard- und McDonald-Inseln,Preiß Hesse GmbH,eu,Kötzting,Tigrinya
"3.254,80 €",18:40:06,email-38.buchholz.de,31229,Französisch-Polynesien,Otto Fritsch GmbH,mhr,Aue,Ido
"72,45 €",01:22:00,email-85.radisch.de,216727,Vereinigte Arabische Emirate,Bauer Hethur GmbH & Co. KG,fi,Calau,Tamil
"14.990,71 €",18:45:30,lt-18.ortmann.de,38943,Ghana,Trubin,bho,Neu-Ulm,Bengali
"599,77 €",11:55:00,srv-08.thies.org,904046,Liberia,Gnatz,dz,Passau,Panjabi
"917,66 €",02:34:21,db-26.stadelmann.org,98629,Ungarn,Ring KG,ar,Geithain,Bulgarian
"4.654,96 €",19:01:35,laptop-41.kambs.net,2482,Gabun,Winkler Krebs GmbH,sq,Apolda,Sichuan Yi
"631,84 €",22:45:23,email-38.herrmann.com,62362,Niue,Ziegert Ackermann KGaA,lij,Grevenbroich,Norwegian
"91.489,20 €",14:15:30,desktop-39.roskoth.org,691344530,Martinique,Langern Schleich e.G.,kw,Bad Liebenwerda,Afar
"86,36 €",05:34:13,srv-11.heser.de,8945,Sudan,Schulz Schmidt GmbH,an,Grafenau,Hebrew
"500,62 €",17:18:44,laptop-61.tschentscher.de,8,Syrien,Hartmann,shs,Stollberg,Navajo
"437,05 €",06:42:31,email-84.boerner.org,251904765,Kap Verde,Noack GmbH & Co. OHG,eo,Soltau,Rundi
"8.067,54 €",05:45:02,db-54.bluemel.com,412298,Jemen,Lorch GmbH & Co. KG,mn,Dinslaken,English
"61,77 €",21:04:33,laptop-66.taesche.org,67,Somalia,Hauffer,raj,Gransee,Kanuri
"4,29 €",02:47:48,web-85.groettner.de,67231237,Tonga,Hentschel,fil,Strasburg,Bulgarian
"363,15 €",11:24:55,srv-24.lindau.com,506,Singapur,Henck AG,hi,Steinfurt,Albanian
"1.126,03 €",12:33:06,laptop-34.jessel.net,79519010,Tonga,Jessel KG,doi,Göttingen,"Sotho, Southern"
"47.186,88 €",12:43:59,web-37.klemm.com,6,Honduras,Mälzer KG,uk,Peine,Herero
"355,93 €",23:33:48,db-62.beier.de,9328719,Portugal,Etzler,af,Schwandorf,Somali
"8,70 €",06:14:41,web-94.mueller.de,37,Kanada,Meister,ik,Badoberan,Azerbaijani
"7.991,76 €",19:38:48,web-47.doerschner.org,63914,Singapur,Schmidt GmbH & Co. KGaA,so,München,Georgian
"113,48 €",03:10:40,email-47.kaester.net,9,Kap Verde,Hecker Wesack GbR,quz,Gelnhausen,Divehi
"89.986,31 €",16:31:36,srv-70.neureuther.com,283955048,China,Bolnbach Stey KG,nr,Weißenfels,Tsonga
"4,84 €",15:58:49,db-14.dussen.com,49854,Dominikanische Republik,Schüler,lt,Kyritz,Slovenian
"6.147,19 €",23:41:16,srv-11.koehler.com,90921,Marokko,Hering,rw,Jülich,Hebrew
"262,26 €",18:38:39,srv-35.tlustek.de,327,Barbados,Otto KG,wal,Arnstadt,Central Khmer
"1.534,80 €",23:46:47,srv-73.suessebier.com,25,Vatikanstadt,Lindau Kuhl GmbH,bem,Ravensburg,Chechen
"974,60 €",15:45:10,db-46.baehr.de,758,Swasiland,Trüb e.G.,ti,Borken,Walloon
"7.051,30 €",09:20:50,web-75.ullmann.de,84006083,Algerien,Tintzmann,gv,Stendal,Aragonese
"7,92 €",13:59:14,email-74.paertzelt.de,9,Jamaika,Jüttner e.G.,ru,Lichtenfels,Uzbek
"6.144,54 €",17:36:48,email-06.soelzer.de,906245,Martinique,Koch II AG,tig,Wunsiedel,Tatar
"74.184,56 €",04:36:51,laptop-60.ladeck.org,694,Eritrea,Hofmann,bho,Erbisdorf,Abkhazian
"8.592,78 €",02:27:19,srv-39.wiek.org,60,Tokelau,Trüb Rosenow KG,hak,Chemnitz,Burmese
"2,87 €",09:48:07,desktop-32.hartung.net,477485,Portugal,Trubin,da,Goslar,Ganda
"1,20 €",14:46:24,web-33.pechel.com,4476,Serbien und Montenegro,Hendriks GmbH & Co. KG,zh,Ebern,Quechua
"12,93 €",06:04:39,db-17.ullrich.net,464,Deutschland,Langern Fritsch KG,sc,Meppen,Limburgan
"25,42 €",11:28:35,desktop-03.bolander.de,11367,Katar,Bolander AG & Co. KGaA,ln,Lippstadt,Bosnian
"96.128,17 €",14:00:50,web-03.heintze.org,207,Litauen,Kambs GbR,tt,Meppen,Telugu
"6,04 €",07:16:48,lt-79.stadelmann.de,61,Ägypten,Oderwald Zänker AG,nb,Iserlohn,Inuktitut
"3,49 €",06:05:52,lt-34.hornich.net,6,Nigeria,Schulz,fur,Malchin,Aymara
"7.275,72 €",03:55:23,srv-32.juettner.org,194123,Vanuatu,Stadelmann,kok,Rehau,Tonga
"2,26 €",19:39:33,web-40.holzapfel.de,23416,Usbekistan,Hermann Heinz GmbH,uz,Bergzabern,Ossetian
"9.583,64 €",09:20:14,laptop-22.klapp.com,1207948,Jemen,Schwital AG & Co. KGaA,am,Mallersdorf,Occitan
"69.975,21 €",23:18:53,srv-40.schottin.org,45793969,Nicaragua,Ziegert GmbH,he,Gelnhausen,Tatar
"61,85 €",12:54:21,lt-07.hettner.org,305604267,Zypern,Gunpf Täsche KG,hsb,Herzberg,Kashmiri
"50,96 €",11:08:01,db-24.winkler.com,2,Jamaika,Trub,tcy,Hersbruck,Tswana
"82.508,88 €",15:26:50,email-55.baehr.de,4000139,Usbekistan,Schäfer Schacht e.V.,es,Eberswalde,Tswana
"834,54 €",12:37:05,db-59.jaekel.de,766142,Barbados,Schmiedecke,sl,Neuruppin,Uzbek
"48,12 €",13:56:18,web-53.drewes.com,298,Alandinseln,Wirth Harloff AG,csb,Pegnitz,Slovak
"24,77 €",10:23:33,srv-70.raedel.de,22352345,Slowenien,Rosenow,wae,Nordhausen,North Ndebele
"70,42 €",17:49:44,lt-62.fischer.net,365944089,Neuseeland,Kruschwitz Weller AG,sk,Hannoversch Münden,Bambara
"973,45 €",08:44:37,lt-98.bluemel.org,5282882,Papua-Neuguinea,Hiller GbR,cv,Iserlohn,Latvian
"2.816,35 €",03:20:25,web-91.loechel.com,0,Venezuela,Lindau,ia,Hohenstein-Ernstthal,Inuktitut
"8,73 €",16:40:58,db-18.eigenwillig.com,96,Mosambik,Kranz Jäntsch e.V.,ff,Neuruppin,Norwegian Nynorsk
"3.737,14 €",20:28:38,desktop-96.gute.de,5490,Bahrain,Lübs GmbH & Co. KGaA,he,Badibling,Ewe
"7,98 €",06:15:17,db-50.rogner.de,763010,Gambia,Zimmer Lübs KGaA,fo,Beilngries,Albanian
"36.723,52 €",02:53:29,email-01.kabus.de,81,Ungarn,Becker,ia,Suhl,Sinhala
"434,82 €",22:05:45,laptop-35.trueb.de,493187,Jemen,Trommler Dietz KGaA,bhb,Brand,Faroese
"3.563,30 €",17:59:35,srv-25.beier.org,5221376,Katar,Steckel Schinke GmbH & Co. KGaA,gl,Lüdenscheid,Kirghiz
"92.132,54 €",01:29:43,srv-57.fischer.de,6899466,Tokelau,Krebs GmbH & Co. KGaA,ja,Beilngries,Limburgan
"73.268,75 €",22:11:25,db-69.wagner.org,3724984,Gabun,Römer GmbH & Co. KGaA,aa,Beeskow,Ndonga
"32,41 €",08:19:55,web-13.geissler.com,1143956,Sudan,Davids Jungfer GmbH,lzh,Luckenwalde,Belarusian
"31.428,24 €",12:27:01,web-38.weihmann.com,791029950,Kirgisistan,Mitschke GbR,ru,Euskirchen,Tahitian
"74,64 €",11:41:37,lt-16.hamann.com,9597692,Kamerun,Kallert,ayc,Uelzen,Shona
"5,99 €",13:36:15,lt-10.ritter.de,34034111,Lesotho,Scheel Gude GmbH & Co. KG,fur,Amberg,Sardinian
"74.429,10 €",03:37:45,srv-70.atzler.de,7854,Turkmenistan,Gnatz Anders AG,bho,Freital,Dutch
