time,longitude,latitude,random_number,mac_address,pricetag,company,file_name,city,bank_country,language_name,date,hostname,country,date_time,timezone
11:40:21,48.413213,13.3812255,127,21:78:d0:9c:31:08,"$8,020.55",Johnson-Graham,sequi.mov,Lukefort,GB,German,2002-06-13,laptop-73.bishop.info,Barbados,1981-11-11 23:47:12,America/Paramaribo
14:35:16,-82.243886,66.8017565,9361935,b7:00:fc:09:58:68,"$63,333.32","Patel, Allen and King",ipsa.png,West Hollie,GB,Kikuyu,1987-07-19,laptop-06.russell.com,Kazakhstan,2012-08-05 02:42:54,Indian/Mauritius
03:17:53,172.931835,-45.3284085,180,ba:4e:03:30:39:fe,$8.07,Owen Group,delectus.numbers,Carrside,GB,Mongolian,1973-05-13,db-36.adams-mellor.com,Nauru,2022-05-20 09:15:42,Asia/Baku
17:43:11,165.244630,-13.9907245,332,42:de:60:8d:58:2f,"$97,906.69",Walker and Sons,adipisci.mov,South Mauricemouth,GB,Nauru,2017-02-14,desktop-60.tyler.org,Kiribati,1977-01-03 22:30:41,Africa/Accra
16:45:14,-10.453189,-2.432867,78398,00:7c:a5:95:18:f3,$96.38,Johnson Ltd,cum.css,North Helenberg,GB,Panjabi,2014-02-01,db-38.pearce.com,Angola,1981-12-27 21:20:13,Africa/Algiers
18:25:44,47.446647,-57.185037,713,6f:da:01:6c:62:c7,$2.47,"O'Brien, Lewis and Matthews",temporibus.gif,Sheilaland,GB,Chechen,2023-03-09,web-82.robinson.com,Azerbaijan,1986-11-18 01:41:43,Africa/Blantyre
04:36:58,-126.596872,-70.238503,7281065,42:76:fa:b7:72:2b,"$91,764.03",Stokes-Jones,minima.tiff,New Barbarahaven,GB,Tagalog,1970-06-24,email-25.begum.info,Vietnam,1995-09-22 13:59:19,Europe/Berlin
17:10:29,-22.730348,-37.3455075,62,5f:a7:01:c2:91:33,$48.25,Tyler Group,nam.bmp,Paulborough,GB,Luba-Katanga,1974-03-10,web-67.burton.com,Indonesia,2022-04-16 15:33:27,Pacific/Kosrae
21:52:01,157.514519,72.272919,83245296,c0:2a:99:07:48:05,$16.36,Mitchell-West,voluptate.jpeg,Marilynview,GB,Hiri Motu,1995-08-22,lt-40.wood.org,Dominican Republic,1973-11-10 16:36:30,Africa/Banjul
22:36:18,-89.616140,36.057413,285,ba:8e:b3:3f:14:c5,$1.71,Shepherd-Wright,illo.pages,Louisefurt,GB,Haitian,1970-09-23,db-03.matthews.com,Togo,1991-06-13 06:40:17,Asia/Kabul
18:40:41,11.976611,79.113797,3,2d:3f:c2:ef:09:cf,"$9,281.13","Jenkins, Clark and Murphy",voluptatum.png,Woodshire,GB,Tonga,1994-10-24,email-19.singh.org,Turkey,2022-10-23 23:20:12,Africa/Freetown
20:43:41,-9.628246,43.607609,25811868,3f:78:80:09:af:e0,$43.37,"Nicholls, Harrison and Warner",sint.odp,Cliveton,GB,German,1985-01-01,web-33.gibson.co.uk,Mauritius,1983-09-08 12:11:51,Asia/Seoul
03:46:50,-118.238129,-30.010400,3,6e:60:d7:e5:89:8d,$1.76,"Atkinson, Collier and Smith",ipsum.flac,North Charlene,GB,Bislama,1984-11-11,laptop-70.white.com,Cape Verde,1973-06-23 07:33:37,Africa/Brazzaville
23:28:36,89.213367,48.157581,87485,a8:06:1f:c1:a3:e8,$822.07,"Lewis, Parker and Austin",totam.js,Lake Geraldinechester,GB,Irish,1990-05-05,laptop-89.pollard.com,Ghana,2000-09-21 11:41:23,Europe/Budapest
16:54:31,110.701665,-63.2287925,264284796,16:3a:bc:25:2a:5a,"$6,752.63",Barker-Taylor,laudantium.json,Lake Helen,GB,Western Frisian,1973-09-09,srv-43.taylor-collins.com,Bolivia,2017-05-05 15:48:50,Asia/Ashgabat
17:18:56,91.514559,10.556341,496395,b5:33:35:f6:24:55,"$85,192.93",Pearson Group,fuga.css,East Eleanor,GB,Romanian,1979-03-22,email-77.wright.co.uk,Brazil,1972-11-29 10:28:19,Africa/Luanda
17:51:58,-67.173418,70.4032805,4093,ed:65:43:e1:5a:e2,"$53,680.44",Perkins-Atkinson,nisi.csv,West Sylviaview,GB,Turkish,2023-04-23,email-44.daniels.com,Antigua and Barbuda,1973-06-19 00:52:02,Indian/Antananarivo
04:34:55,-33.912611,57.545236,997549,fe:62:05:67:1f:47,"$55,286.57",Matthews-Berry,fuga.js,South Lorraine,GB,Lithuanian,2014-09-25,lt-19.holden.net,Ghana,1975-12-27 21:14:47,America/Havana
06:06:14,121.382124,-64.4298035,61,e5:7a:35:56:30:8f,"$8,282.63",Parkes and Sons,perferendis.txt,Williamsburgh,GB,Arabic,2018-02-25,db-15.law-davies.com,Senegal,1985-04-11 03:07:19,Asia/Calcutta
03:14:13,-37.086589,-51.466402,95643,32:c6:86:b4:40:69,$47.77,Lee-Jones,expedita.pptx,Dylanland,GB,Kannada,1973-10-16,db-74.morgan.info,Portugal,2016-03-19 07:46:40,Europe/Berlin
20:07:32,7.608091,-62.659260,3546,05:8d:3f:30:eb:d5,"$2,340.80","Jackson, Chambers and Austin",alias.mp3,New Christine,GB,Lithuanian,1994-03-27,db-79.smith-rose.com,Lesotho,1989-07-05 07:08:24,Asia/Tehran
05:20:21,130.972608,56.096530,809,20:55:9c:0b:6f:22,$382.85,"Robinson, Begum and Page",voluptates.png,Lake Dawnfurt,GB,Maori,1988-02-23,email-64.brennan-simmons.com,Albania,2004-09-06 07:10:37,Asia/Tehran
17:12:43,-1.296331,50.7541075,61450866,73:b0:f5:ae:3f:13,$4.73,Warner LLC,natus.tiff,West Jeremy,GB,Kanuri,2019-10-07,lt-25.smith-knight.biz,Tuvalu,2009-02-03 00:03:21,Europe/Madrid
03:54:02,-116.667342,41.4923845,8532,60:e5:97:9d:64:5b,$22.01,Hope Ltd,quae.mp3,Stanleymouth,GB,Latvian,1977-04-30,laptop-70.cole.com,Costa Rica,1984-03-02 03:29:03,Asia/Vientiane
20:34:32,-20.432772,2.200482,75279475,90:eb:52:71:e5:f5,$48.55,Cooper-Simpson,veritatis.css,East Billytown,GB,Telugu,1997-02-13,db-80.brown.info,Latvia,1977-06-19 22:39:10,Pacific/Tongatapu
09:55:27,-22.590667,33.629804,770005,ec:1b:25:6d:10:a4,"$4,262.74","Clayton, Thomas and Heath",assumenda.mp4,Bethanyland,GB,Galician,2004-01-18,db-31.williams.com,Greenland,1991-03-08 23:28:47,Europe/Monaco
03:27:59,41.463329,-80.2548235,973,2a:4f:af:a9:d0:e3,$5.62,"Thomas, Brown and Wright",impedit.xls,East Sharonfort,GB,Samoan,1976-02-16,db-68.fry.co.uk,Niger,1988-03-06 05:13:16,Africa/Nairobi
21:22:09,-158.838236,22.352957,77391619,c4:ed:20:51:86:e1,$187.24,"Hughes, Reid and Stephenson",expedita.mp4,Victoriaside,GB,Korean,1999-08-03,email-94.kent.org,Greece,1981-07-27 16:39:01,Asia/Taipei
09:22:18,-177.969672,29.157865,4754,a9:2a:f0:1e:d3:40,$5.45,Warren LLC,ab.js,South Gerald,GB,Azerbaijani,1971-02-10,desktop-00.moss.com,El Salvador,1990-04-28 02:49:26,Africa/Kigali
17:35:02,-116.268664,73.875145,1,fc:5d:ff:de:10:30,$7.56,Brown-Hudson,ipsam.wav,East Amyton,GB,Hausa,1989-12-19,laptop-15.patel.biz,Saint Pierre and Miquelon,2000-08-28 08:10:44,Europe/Prague
13:34:08,-156.502962,-68.1450705,40573987,83:c3:ff:7c:b2:72,$4.61,Walker and Sons,et.odp,North Denisetown,GB,Kikuyu,2004-04-05,lt-70.brown-edwards.co.uk,Togo,1985-09-10 15:38:52,Asia/Seoul
01:34:05,-53.064353,10.0760295,4232680,bc:fe:a7:c3:bc:08,"$7,948.00","Francis, Cameron and Wood",adipisci.flac,Mossburgh,GB,Western Frisian,1979-02-13,srv-28.green.net,Macao,1987-12-31 14:32:16,Africa/Tunis
22:54:20,-70.123890,47.3868205,8,a5:17:22:50:7d:3f,$7.67,"Morris, Pollard and Bibi",fugiat.gif,Thomasstad,GB,Irish,2014-09-05,desktop-05.atkins.com,Luxembourg,2015-01-03 12:24:27,Asia/Riyadh
17:51:32,7.658562,60.912466,6,fe:0e:15:f4:b9:e5,$366.62,Patel Inc,natus.odt,Powellburgh,GB,Lithuanian,1974-10-28,srv-34.hart.org,Burkina Faso,1998-05-11 03:58:07,America/St_Lucia
11:13:44,51.082126,63.256744,0,0f:44:93:d9:b5:3f,$222.33,"Blake, Lyons and Bradley",voluptate.webm,West Gracebury,GB,Basque,1989-08-18,srv-14.hurst.com,Kyrgyz Republic,2005-08-22 09:49:29,Asia/Baku
14:02:09,13.669432,78.4578795,369347,ef:5b:ae:8d:02:1e,"$7,527.73",Jackson Inc,deserunt.pdf,Morganfurt,GB,Sardinian,1994-02-02,db-41.wright.biz,United States Virgin Islands,1983-07-11 10:53:47,Europe/London
11:00:55,-59.615819,74.889520,31,3b:1c:85:39:bd:78,"$95,177.39",Simpson and Sons,at.mov,Lake Leon,GB,Chuvash,1971-04-04,email-67.thompson.com,Belize,1992-07-02 21:01:31,America/North_Dakota/New_Salem
11:57:45,122.757752,9.9715625,41323,b1:49:df:71:34:2a,$8.79,Taylor LLC,placeat.numbers,Bradleyville,GB,Uzbek,1984-10-25,db-48.walker.com,Bahrain,1999-04-02 04:54:03,Indian/Mauritius
14:54:57,-102.593746,-35.8969285,73,49:2e:22:68:7d:c0,$23.24,"Carter, Rose and Atkins",dolorem.png,North Elliotland,GB,Avestan,2020-06-17,web-62.wilson.info,Ecuador,1984-08-22 18:36:53,Africa/Nouakchott
04:59:15,143.282981,24.0667965,54773,61:81:4d:99:39:8b,"$2,373.91",Glover-Jackson,nihil.mp4,New Zoeton,GB,Pali,2004-03-04,email-74.patterson.com,Gambia,2003-11-19 22:12:09,Africa/Sao_Tome
01:51:25,122.742437,87.489534,110185,de:83:79:f9:8a:80,$8.81,"Law, Roberts and Reid",veniam.mp3,Wilsontown,GB,Malayalam,1983-07-07,srv-61.bell.com,Anguilla,2008-06-15 13:17:14,Africa/Bissau
10:45:57,-18.760325,-53.0660285,99336482,54:4b:fe:02:18:2c,"$7,526.29","Smith, Howard and Lamb",architecto.odp,Johnsonmouth,GB,Chechen,2012-04-03,laptop-18.ross-martin.com,Georgia,1979-01-12 08:21:00,Pacific/Majuro
19:06:23,121.283456,77.4042595,6442,be:f6:b8:05:17:a9,$34.19,"Hussain, Sanderson and Read",dignissimos.wav,North Christophershire,GB,North Ndebele,2009-01-09,web-31.rahman.org,Bouvet Island (Bouvetoya),2022-04-14 23:45:07,Atlantic/Cape_Verde
01:20:03,161.322606,43.350320,287775,6e:94:55:5f:8b:56,$747.13,Watts-Murray,quisquam.avi,Peacockshire,GB,Yoruba,1976-04-01,laptop-89.armstrong.com,Lesotho,2014-10-18 08:56:32,Africa/Johannesburg
19:27:53,81.819001,13.219674,4,ea:f3:7e:b0:71:54,"$2,229.13",Nash PLC,ipsa.gif,Schofieldville,GB,Slovak,2002-03-24,web-46.hall.com,Thailand,1997-10-13 18:12:13,Africa/Abidjan
06:00:55,-42.622066,-51.1193215,479352,e5:05:d3:d8:40:93,$1.14,"Matthews, Davies and Hall",incidunt.mov,South Raymond,GB,Javanese,1989-03-07,srv-13.baxter.com,Western Sahara,2019-12-04 21:43:01,Indian/Antananarivo
20:24:35,155.420614,46.9901815,78342,ba:77:21:01:dc:24,"$7,923.74","Atkins, Wood and Porter",beatae.mov,Charlottemouth,GB,Greek,1999-01-24,email-80.jones.com,Romania,2012-11-11 21:56:07,America/Belize
19:14:46,119.420328,25.8557595,1730,77:21:bd:e3:64:fc,$81.77,Lee PLC,assumenda.wav,Bondstad,GB,Ojibwa,1994-08-31,srv-04.wallace.com,Western Sahara,1974-04-07 15:05:15,America/Tijuana
23:56:21,-161.859101,-58.6981295,49475983,9c:a8:c9:00:10:9b,$933.67,Owen Ltd,veniam.html,North Vincentborough,GB,Church Slavic,1975-04-18,laptop-25.doyle-bond.org,Dominica,1998-09-05 04:48:58,America/Jamaica
00:26:21,-34.927271,31.568961,4155,5f:ec:1a:4e:14:51,$563.42,Austin Inc,iusto.html,McCarthyberg,GB,Tajik,2017-12-27,lt-34.freeman.com,Australia,2022-04-03 09:03:02,Africa/Brazzaville
08:37:51,99.234378,61.838683,877,95:13:55:44:ac:01,$6.00,"Cooper, Hughes and Smith",occaecati.odp,Jayview,GB,Norwegian Nynorsk,2010-11-16,srv-54.brooks.net,Kyrgyz Republic,1990-04-24 16:45:11,Europe/Vilnius
03:06:42,-140.159747,-53.2231335,1,bb:86:93:09:84:b0,"$79,699.98","Townsend, Garner and Lees",reprehenderit.pptx,Mandymouth,GB,Armenian,2013-01-28,desktop-25.cole-martin.com,Russian Federation,1972-08-15 08:16:07,Europe/Bucharest
23:21:28,-169.558527,-66.0044745,10482,d7:ec:f9:8b:8d:59,$7.44,"Robertson, Thornton and Shaw",neque.avi,Carrchester,GB,Guarani,2022-09-15,srv-77.palmer.biz,Japan,2006-07-18 09:41:11,America/Nassau
11:45:17,101.291269,89.4893655,3059046,2d:5c:10:c4:e6:69,$16.23,"Burton, Davis and Wright",ea.wav,West Lesley,GB,Ido,1981-03-31,laptop-84.edwards-ali.co.uk,Chad,1983-07-20 15:00:07,Asia/Rangoon
22:07:17,87.215501,86.9282195,352859,28:15:a5:41:c6:ef,"$8,496.92",Scott-Harris,itaque.pages,Normanland,GB,Shona,1988-03-31,lt-75.griffin.com,Tunisia,2015-08-10 04:48:53,America/Santo_Domingo
05:44:50,-35.292725,-25.958217,133154077,3e:11:22:d2:d6:19,$939.12,"Davies, Williams and Freeman",distinctio.html,Cookbury,GB,Wolof,2022-02-08,laptop-96.knight.com,Bosnia and Herzegovina,2016-11-01 12:36:11,Africa/Accra
17:02:58,-81.233910,27.358231,83047145,b2:ec:46:03:72:f1,"$13,798.18",Robinson Group,voluptatibus.js,Annetteton,GB,Kinyarwanda,1976-10-24,web-94.clarke.biz,Cyprus,1973-09-15 10:35:52,Indian/Antananarivo
08:48:14,-33.014598,57.161693,14565,3f:f5:9c:c8:1c:58,"$7,684.67",Young LLC,tenetur.csv,North Hazel,GB,Swedish,1992-04-11,srv-68.nicholson.com,Isle of Man,2007-03-22 07:29:32,America/Guatemala
22:50:40,116.788268,51.601491,7267,ad:bf:3e:20:dd:a2,$38.07,Lambert Ltd,a.pdf,Jamiefurt,GB,Western Frisian,1998-05-11,email-29.miah.com,Macao,2014-08-27 12:21:31,Africa/Addis_Ababa
16:47:40,-112.857864,-5.724584,294028970,4c:29:28:4f:20:57,$37.75,Hayes-Hutchinson,aliquid.bmp,Port Lynn,GB,Marshallese,1984-05-11,lt-40.miller.info,Zambia,1989-03-10 06:35:50,Africa/Tripoli
18:46:35,119.727942,-54.3440315,5,ba:d5:82:bd:70:b6,$245.33,"Lees, Taylor and King",architecto.xlsx,Lake Yvonne,GB,Tatar,1978-05-20,lt-49.jones.co.uk,Palau,1981-06-23 18:36:44,Europe/Riga
20:14:57,-55.181616,-50.9244435,21909362,e5:f8:c9:cd:e9:af,$60.29,Hodgson-Payne,molestiae.mov,New Conorburgh,GB,Tagalog,1990-04-01,srv-44.hill.org,Jordan,2007-07-15 09:21:25,Europe/Kiev
08:44:18,111.929542,10.815361,98,13:d8:8f:46:a3:58,"$87,616.91",Burns-Smith,corrupti.flac,Cherylhaven,GB,Malayalam,1984-03-07,email-59.payne.com,Malta,2010-09-02 15:11:23,Asia/Bahrain
07:59:37,163.571522,-70.7170265,13566,bc:c3:1b:c9:9a:13,$85.65,"Poole, Pearson and Morris",sed.js,Dylanburgh,GB,Interlingua,1972-06-19,lt-55.wilkinson.co.uk,Austria,1993-09-16 11:42:41,America/St_Vincent
02:47:27,132.278636,-48.304926,528,cb:26:41:eb:31:3b,"$57,920.29",Thomas LLC,incidunt.json,East Gemma,GB,Ndonga,2013-02-17,email-55.jones.com,Christmas Island,1992-12-09 11:36:01,Europe/Vaduz
19:39:39,-56.227557,22.8181045,8808,92:6a:19:25:57:9d,$8.65,Murray-Ford,quaerat.webm,South Natasha,GB,Turkmen,2000-03-18,laptop-58.davison.com,French Polynesia,1972-10-04 04:00:23,Africa/Tunis
04:38:27,177.450067,-33.008326,6471246,16:9f:16:b9:90:a6,"$30,476.76","Wallace, Cartwright and Anderson",ad.mp3,Port Shirleyfurt,GB,Hausa,1980-02-01,email-24.lewis.com,Uruguay,1989-10-06 14:11:13,America/Paramaribo
14:13:51,60.196545,-27.2771815,27,2d:83:77:6a:80:1f,"$17,814.93","Hudson, Patterson and Bryan",consequuntur.gif,Janiceport,GB,Avaric,2016-10-29,desktop-28.dobson.info,Saudi Arabia,1982-01-30 18:50:33,Europe/Oslo
05:47:27,98.616171,64.9731005,4550483,52:45:d4:af:87:51,$12.67,"McLean, Wall and Greenwood",excepturi.js,Fionaside,GB,Tahitian,2007-01-23,srv-33.moore.info,Myanmar,1985-08-15 18:37:44,Africa/Luanda
08:39:14,-93.916338,-27.524002,2728,ec:c8:43:a9:d0:04,"$79,668.57",Richardson Inc,pariatur.xlsx,Lake Ross,GB,Hausa,2022-11-02,laptop-02.doherty-sutton.com,Northern Mariana Islands,1998-02-24 16:51:29,America/Belize
20:33:30,86.507539,-30.6229255,975,21:0d:05:2c:75:49,$20.93,Robinson-Atkinson,debitis.flac,West Meganchester,GB,Navajo,2002-05-28,web-46.andrews.com,Turkey,1979-03-31 10:37:37,America/Barbados
11:54:21,-158.218246,0.9066605,0,17:6f:22:73:88:33,$193.08,King PLC,voluptates.wav,New Jack,GB,Sanskrit,1974-12-14,srv-18.murphy.com,Nicaragua,2023-05-03 17:14:51,Europe/Belgrade
07:41:25,-123.435868,75.760768,31390724,71:4c:36:00:19:c6,$46.03,"Patel, Bradley and Bailey",dicta.webm,Donnamouth,GB,Armenian,2017-07-10,srv-08.reeves.org,Morocco,1971-09-23 16:53:40,Europe/Paris
