latitude,city,timezone,date,mac_address,language_code,bank_country,file_name,company,pricetag
57.322217,Düren,Asia/Aden,2023-06-29,2d:05:9f:a4:9d:7d,ug,DE,holen.js,Riehl,"930,41 €"
25.057351,Cottbus,Atlantic/Cape_Verde,2015-10-01,45:c9:51:57:ab:92,uk,DE,Arzt.webm,Jopich,"776,66 €"
64.3358135,Ilmenau,America/Santo_Domingo,2007-07-05,17:a7:50:c1:5a:19,mi,DE,sieben.mp4,Mentzel Christoph AG & Co. KGaA,"16,67 €"
-76.6320175,Beeskow,Europe/Ljubljana,2003-04-28,35:bf:89:5e:c7:63,se,DE,brauchen.xls,Misicher Karz AG & Co. OHG,"50,81 €"
-55.173213,Mittweida,Europe/Copenhagen,1974-11-05,48:04:7d:d5:63:46,hr,DE,wahr.json,Aumann Käster AG,"2.311,60 €"
43.454132,Oschatz,Asia/Baku,1970-01-26,26:3c:ce:4e:b3:23,tk,DE,nächste.doc,Löwer e.G.,"8.918,42 €"
-21.4499505,Mühldorf am Inn,Africa/Banjul,1989-02-01,02:fd:79:7f:49:a0,zh,DE,braun.html,Reichmann Jessel GmbH & Co. KG,"2,31 €"
22.9770765,Gadebusch,Asia/Aden,2012-06-10,5d:9f:a2:3a:ea:91,sv,DE,nass.wav,Jacobi Jäckel KG,"456,07 €"
11.7817735,Waldmünchen,Asia/Aqtau,1989-07-09,e5:9b:73:99:41:22,fr,DE,Himmel.bmp,Henschel Rörricht e.V.,"8.062,00 €"
69.152538,Marktheidenfeld,America/Grenada,1999-11-29,d4:be:98:1f:ff:b5,zh,DE,nein.js,Höfig KG,"26.893,94 €"
-37.893344,Anklam,Asia/Katmandu,1972-04-25,7e:99:3e:18:9b:6c,da,DE,Berg.csv,Pergande GmbH & Co. KG,"2,67 €"
-34.6260465,Uelzen,Asia/Manila,2019-09-20,39:da:b0:e7:4b:ed,gez,DE,Monat.tiff,Bolander Döring e.G.,"58.937,92 €"
-66.589880,Griesbach Rottal,Asia/Phnom_Penh,1970-08-24,af:d1:6c:08:e9:52,ne,DE,Wiese.mp4,Fröhlich AG,"8.856,35 €"
67.7097575,Euskirchen,America/Lima,2008-01-18,f8:30:74:46:a8:34,niu,DE,Wetter.css,Kroker Eckbauer KG,"536,05 €"
69.893315,Auerbach,America/Tegucigalpa,1983-01-29,c0:a0:60:cf:43:b8,cv,DE,kaufen.mp4,Schmiedt AG,"686,56 €"
-15.9579335,Erkelenz,America/St_Vincent,2016-04-02,96:4a:5d:17:c9:3a,li,DE,müde.js,Bärer AG,"89.594,26 €"
15.6596195,Ribnitz-Damgarten,Pacific/Port_Moresby,1980-10-17,9d:2b:2e:7b:98:df,mk,DE,finden.tiff,Neuschäfer AG & Co. KGaA,"8.844,82 €"
14.849117,Gadebusch,America/Guyana,1993-07-22,25:89:be:c3:11:b3,ca,DE,lernen.ods,Warmer,"43,94 €"
-14.658912,Tuttlingen,Africa/Cairo,2011-06-23,66:ef:6e:b7:7e:69,tk,DE,wohnen.js,Nette GmbH & Co. OHG,"40,00 €"
-46.8682415,Regensburg,Africa/Bissau,2015-02-16,ac:c0:61:37:92:57,mg,DE,Mädchen.js,Klingelhöfer AG & Co. KGaA,"5,64 €"
8.624464,Griesbach Rottal,Asia/Urumqi,1982-01-15,ad:f5:91:f0:14:7f,kok,DE,hier.jpeg,Schleich,"1,25 €"
-57.241365,Magdeburg,Africa/Bamako,1986-03-05,22:28:1c:47:80:6a,ja,DE,tragen.js,Hering AG,"3.107,24 €"
25.056813,Stade,Asia/Bishkek,1997-06-12,be:61:50:0c:e0:d0,xh,DE,Nase.mov,Roskoth AG & Co. KGaA,"7.007,94 €"
-81.619350,Ludwigslust,Africa/Blantyre,2007-09-13,13:e9:1d:9b:ac:82,th,DE,packen.pages,Trupp,"25.705,41 €"
-85.826699,Karlsruhe,Africa/Lusaka,1996-09-25,67:a4:ef:48:8f:67,hsb,DE,bis.avi,Döring,"71,65 €"
-29.6990725,Amberg,Asia/Calcutta,1974-09-22,76:6c:0f:85:72:b1,bho,DE,doch.mov,Hoffmann,"300,58 €"
71.798331,Tirschenreuth,Europe/Podgorica,2008-01-17,55:f4:d7:e1:9c:cb,brx,DE,Polizei.gif,Tintzmann AG & Co. KG,"8.053,63 €"
9.1497765,Crailsheim,Europe/Sofia,1988-09-06,95:e6:6c:79:d1:63,gv,DE,draußen.mp4,Fechner,"6.329,67 €"
35.606177,Sigmaringen,Asia/Jerusalem,1997-08-25,c3:a7:1d:93:76:e9,uz,DE,am.mp4,Segebahn Dobes GmbH,"16,21 €"
-31.798337,Luckenwalde,America/Guatemala,2004-12-28,09:4e:bd:80:b3:7f,rw,DE,Erde.gif,Mühle,"396,34 €"
4.130455,Wanzleben,Africa/Dakar,2014-09-07,81:a9:c3:5b:9c:a9,mhr,DE,Jahr.odp,Scholz,"5.223,88 €"
16.665234,Regensburg,Europe/Berlin,1983-08-25,9f:a3:79:2b:59:ac,ayc,DE,baden.mov,Gude Holsten GmbH & Co. KG,"73,44 €"
54.914611,Rockenhausen,Europe/Prague,1972-07-06,1f:bd:c8:e1:62:b1,ne,DE,Schüler.txt,Roht,"90.652,77 €"
1.956502,Deggendorf,America/Asuncion,1986-09-04,00:01:21:32:40:44,cv,DE,Seite.webm,Davids AG & Co. KG,"1,25 €"
-56.8701155,Soltau,Asia/Dushanbe,2022-03-14,d2:ea:52:f2:55:31,es,DE,wissen.ppt,Gutknecht,"83,38 €"
-31.6397735,Zschopau,Asia/Dili,1992-09-09,a6:55:22:88:dd:14,he,DE,Sohn.avi,van der Dussen Weihmann KG,"12.841,65 €"
-49.0483745,Ravensburg,Europe/Belgrade,2023-02-13,46:0f:fe:c2:51:3e,mn,DE,drehen.wav,Kusch,"26,32 €"
33.8287725,Neubrandenburg,Europe/Athens,2010-07-31,8f:d1:38:5b:99:33,ber,DE,Straße.js,Gertz AG & Co. OHG,"4,78 €"
-54.3580935,Sebnitz,Pacific/Chatham,1978-09-30,e7:21:2d:3b:31:64,ia,DE,ihr.txt,Lachmann Juncken GbR,"921,90 €"
22.039134,Neuruppin,Pacific/Auckland,2018-12-22,7a:bd:9f:41:00:fa,the,DE,kaufen.json,Hein,"511,90 €"
68.0961085,Rathenow,Pacific/Palau,1971-06-24,cc:dc:3a:a3:60:e5,ff,DE,Nase.jpeg,Zimmer,"8.302,38 €"
59.3331895,Tübingen,Europe/Berlin,1974-04-24,62:79:de:93:53:c9,gl,DE,zeigen.ppt,Hornig Schmiedecke GmbH & Co. KG,"12.946,05 €"
89.9114405,Tübingen,Africa/Monrovia,2014-11-15,f4:7a:34:63:90:4f,ce,DE,fährt.webm,Fritsch AG & Co. KG,"5.946,83 €"
88.050601,Badalzungen,Asia/Qyzylorda,2019-01-27,39:41:d0:aa:63:94,el,DE,Nase.mp3,Wilms e.G.,"0,88 €"
-33.499948,Schwäbisch Gmünd,Europe/Sofia,2009-01-08,d1:6c:6d:7c:27:bc,ne,DE,Land.txt,Löffler KGaA,"96,92 €"
-31.371981,Garmisch-Partenkirchen,Europe/Budapest,2004-06-13,5e:4d:0e:91:46:57,sl,DE,drei.ods,Dussen van,"5.667,83 €"
15.0465725,Soest,Atlantic/Cape_Verde,2021-05-15,35:d2:86:87:a5:c5,tr,DE,weil.json,Ehlert,"22.260,03 €"
-63.3484775,Ludwigslust,Asia/Rangoon,1982-04-12,b9:b5:32:1f:fd:2d,ml,DE,Schnee.png,Wilmsen,"91.712,89 €"
20.8416095,Aurich,Africa/Bujumbura,1985-12-04,77:fe:42:a5:b0:de,kw,DE,waschen.bmp,Kaul AG & Co. KGaA,"5,78 €"
35.4192565,Gera,Asia/Seoul,1991-03-28,eb:6f:22:59:a6:3c,tl,DE,waschen.ods,Mude,"8,22 €"
-24.8383575,Heinsberg,Atlantic/Cape_Verde,2015-05-20,a1:b7:63:12:95:57,uz,DE,Lehrerin.mp3,Hentschel KG,"85.449,50 €"
-1.940129,Geldern,Asia/Muscat,2005-09-26,7c:aa:f0:12:82:04,ur,DE,Zug.jpg,Steinberg,"25,64 €"
-23.0787285,Staßfurt,Asia/Kuwait,2006-01-08,c3:35:4e:fa:dc:b3,nhn,DE,Opa.webm,Becker Bohnbach GmbH,"88,01 €"
-2.569641,Monschau,Asia/Rangoon,1972-09-22,2b:12:f9:fb:75:16,nds,DE,von.flac,Kühnert,"7,81 €"
87.472861,Bad Freienwalde,Europe/Minsk,1979-07-22,71:20:0c:06:1e:6a,dz,DE,Wort.csv,Austermühle,"3.663,40 €"
63.026890,Wesel,Europe/Sarajevo,2004-08-11,dc:bd:f3:96:48:98,sa,DE,hängen.mp4,Gröttner Nerger KGaA,"1,52 €"
-2.9879525,Ebermannstadt,Africa/Bamako,1982-04-08,da:78:48:88:79:d9,apn,DE,Geld.mp3,Mans,"5,46 €"
-18.018901,Eggenfelden,Europe/Sofia,2003-01-28,d6:24:c7:2a:a7:ac,sl,DE,wir.wav,Kraushaar,"38.597,83 €"
-23.138411,Jena,Asia/Bahrain,2010-06-12,ed:1b:19:08:b6:05,hi,DE,zurück.webm,Hauffer,"6.822,01 €"
72.017213,Guben,Asia/Taipei,1978-06-24,7d:03:ce:c7:72:31,wa,DE,schicken.wav,Mangold,"85,90 €"
13.492142,Düren,America/Managua,2010-06-24,84:c3:8f:1b:e8:3a,wo,DE,krank.html,Drewes e.G.,"8.668,66 €"
46.034601,Erbisdorf,Europe/Sarajevo,1974-07-22,36:02:c7:35:a8:61,ku,DE,packen.wav,Rohleder GmbH & Co. OHG,"918,15 €"
-28.3367185,Norden,Asia/Beirut,1972-11-27,cd:c3:53:a8:67:0d,gv,DE,Geschichte.flac,Johann e.G.,"97,36 €"
23.4256525,Gransee,Africa/Niamey,1976-06-22,0b:6d:61:1d:78:70,ta,DE,jeder.mp3,Flantz,"44,84 €"
-69.6451875,Bayreuth,Europe/Stockholm,2017-07-20,30:63:2e:2b:9b:39,nn,DE,baden.js,Koch,"4,37 €"
-60.876721,Biedenkopf,Asia/Makassar,2023-02-20,94:f0:85:b1:b5:62,csb,DE,Loch.odt,Wirth AG,"14.612,91 €"
-34.419757,Badibling,Europe/Helsinki,1987-07-20,6d:9d:16:d5:f1:2a,be,DE,dick.jpg,Sontag,"12,01 €"
-49.469194,Mainburg,Europe/Budapest,1992-07-26,4e:88:ea:97:61:21,lzh,DE,Teller.mp3,Drewes OHG mbH,"94,00 €"
-80.1263155,Backnang,Pacific/Truk,1990-10-23,15:28:8b:6e:ea:34,niu,DE,beim.gif,Cichorius GbR,"8.460,58 €"
56.038310,Eggenfelden,Asia/Damascus,1993-05-12,43:57:70:29:39:5e,mni,DE,Arzt.jpg,Finke,"5,89 €"
-77.7407005,Peine,Asia/Seoul,2022-07-28,a1:55:81:ad:d2:5b,ht,DE,Onkel.flac,Röhrdanz Stolze AG,"1.269,88 €"
10.0983325,Erbisdorf,Asia/Seoul,1988-09-27,52:03:83:39:a9:7d,nr,DE,plötzlich.key,Dehmel,"554,78 €"
-64.4783555,Vilsbiburg,America/St_Lucia,2000-06-15,11:99:b5:79:cd:0b,sc,DE,man.png,Söding,"9,41 €"
50.780114,Delitzsch,Indian/Mauritius,2020-04-13,17:11:cb:c7:4a:e4,tt,DE,Mutter.mov,Karge,"7.587,41 €"
67.848682,Havelberg,Europe/Zaporozhye,2000-02-06,2d:f5:ae:4d:37:e2,kw,DE,Sohn.pages,Zahn Kambs GmbH,"77,70 €"
-12.8854555,Böblingen,Indian/Maldives,2012-10-19,9a:4b:df:87:eb:21,ia,DE,Hand.json,Gumprich Vogt GmbH & Co. KG,"70.544,11 €"
-84.0505475,Greiz,Asia/Dhaka,2012-11-28,48:a0:da:74:3f:65,fil,DE,Katze.bmp,Tlustek,"83.933,04 €"
46.3075795,Recklinghausen,Pacific/Efate,1971-06-08,08:90:6d:b7:51:4f,ka,DE,wer.mov,Scholtz AG,"60,56 €"
57.972242,Viersen,Africa/Tunis,2003-07-17,2b:17:f1:cc:08:6c,ia,DE,spät.pptx,Fliegner Schottin KGaA,"172,06 €"
-72.1136265,Kassel,Africa/Dar_es_Salaam,2018-09-28,c4:a3:79:c4:5e:c1,mr,DE,weil.flac,Beer Stadelmann e.G.,"11.429,85 €"
-62.270941,Schwarzenberg,Europe/Zaporozhye,2008-10-30,56:84:10:4a:43:a5,ru,DE,damit.json,Jessel Blümel KG,"30,91 €"
-22.2709155,Bad Kissingen,Africa/Ndjamena,1974-10-03,5a:75:97:e7:f8:9f,ru,DE,kann.jpg,Klapp Etzold AG,"11.176,25 €"
36.299364,Steinfurt,Europe/Athens,2018-09-28,02:97:f5:43:11:df,dz,DE,suchen.png,Warmer,"6.846,33 €"
-43.0963095,Calau,Europe/San_Marino,1980-12-16,60:72:4c:4c:36:ca,ber,DE,langsam.png,Peukert Förster e.V.,"475,48 €"
37.3634405,Döbeln,Europe/Athens,1986-10-09,b0:8e:bf:11:f9:31,unm,DE,Mama.mov,Budig,"60,45 €"
78.819313,Feuchtwangen,Europe/Berlin,1978-10-03,36:b7:1a:c2:7c:51,dz,DE,antworten.mp3,Beyer Barth AG & Co. KGaA,"25,63 €"
48.205853,Schweinfurt,Africa/Asmera,2013-07-11,9f:7f:f3:e9:e2:9f,gl,DE,an.png,Kuhl KGaA,"50.402,22 €"
46.027308,Cloppenburg,Asia/Kabul,1970-11-18,78:fe:dd:93:42:5e,zh,DE,Milch.webm,Margraf Metz AG & Co. KGaA,"5.785,32 €"
-24.6274095,Viersen,America/El_Salvador,2015-01-11,25:02:8c:76:e6:ca,uz,DE,Ball.webm,Löwer Oestrovsky GmbH & Co. KGaA,"729,63 €"
-86.8957935,Badoberan,Africa/Dakar,2010-09-06,d6:18:d4:12:53:d6,st,DE,Mama.key,Geißler AG,"99.470,50 €"
-52.8503475,Eichstätt,Asia/Novosibirsk,1996-08-18,51:74:45:32:a0:43,hy,DE,gerade.json,Wulf Hethur e.V.,"26,84 €"
-78.8540355,Wurzen,Africa/Ndjamena,2015-02-02,e5:2c:ea:b3:1a:88,uk,DE,halten.jpeg,Preiß Anders AG & Co. KG,"58.826,15 €"
13.5356985,Vohenstrauß,Indian/Mahe,1975-01-23,70:8d:59:ac:62:45,tt,DE,für.mov,Bien Schleich AG,"39,58 €"
11.1759975,Bad Freienwalde,Asia/Nicosia,1987-07-02,91:72:10:d5:92:9b,shs,DE,wer.flac,Schmiedt Ullmann OHG mbH,"6.812,36 €"
-55.358260,Sebnitz,Africa/Lusaka,2009-05-21,03:ca:30:76:d3:05,sl,DE,Geschenk.csv,Hethur GbR,"7,27 €"
27.9439315,Kulmbach,Africa/Addis_Ababa,1991-08-15,60:98:0e:be:13:66,brx,DE,viel.html,Scholtz Dowerg KG,"5.124,44 €"
-25.3472005,Euskirchen,Asia/Thimphu,1971-07-04,5b:43:6d:46:e0:0d,af,DE,geben.flac,Nerger KG,"3.195,27 €"
-68.6330075,Bogen,Asia/Qatar,1977-03-09,b1:df:cb:c7:a5:97,byn,DE,bringen.mov,Fiebig Jähn GmbH & Co. KG,"835,80 €"
-73.900315,Tirschenreuth,Africa/Dakar,1977-02-25,a1:8c:2b:d3:7d:3c,mr,DE,drehen.avi,Linke,"7,46 €"
-15.4382105,Fallingbostel,Europe/Budapest,1976-07-17,3e:93:95:65:61:da,ug,DE,sich.mp4,Bolnbach,"553,90 €"
-78.1467415,Genthin,Europe/Malta,2010-03-05,01:8b:f3:a4:26:c1,bhb,DE,Himmel.gif,Gieß,"824,14 €"
12.2233195,Havelberg,Pacific/Majuro,2014-11-27,2e:6e:f5:a2:82:00,ne,DE,nächste.xls,Klapp Fliegner GmbH,"456,83 €"
-26.618273,Göppingen,Africa/Porto-Novo,1992-06-14,bf:7c:a7:f8:37:c5,eu,DE,überall.webm,Huhn GmbH & Co. KG,"4,80 €"
46.3211455,Olpe,Europe/Sofia,1997-03-22,5f:ec:46:43:6a:a1,uz,DE,gern.xlsx,Schleich Schmiedt GmbH,"7,35 €"
-21.730762,Kehl,Africa/Ceuta,1990-06-12,24:c5:3c:f7:cf:df,ja,DE,Flasche.tiff,Karge GmbH & Co. KG,"1,12 €"
-48.106042,Saulgau,Asia/Singapore,1997-10-14,8f:b3:58:2a:80:c5,ca,DE,Pferd.pdf,Eimer GmbH & Co. KG,"7.692,50 €"
23.126227,Bogen,Europe/Berlin,2020-10-12,ca:fe:f3:69:b3:4e,fil,DE,Opa.numbers,Schaaf GmbH,"595,59 €"
77.0943645,Kleve,Asia/Pyongyang,2021-10-30,4a:be:62:12:50:8a,cs,DE,lernen.png,Wähner Junk GbR,"41,33 €"
-12.430546,Nördlingen,Europe/Vienna,1983-03-03,2c:f8:88:a2:bd:33,mai,DE,Familie.flac,Mosemann,"61.645,69 €"
6.5717955,Wittmund,Africa/Cairo,1988-11-23,ce:37:3f:f2:50:95,my,DE,überall.wav,van der Dussen Bohlander Stiftung & Co. KGaA,"6,75 €"
60.1319645,Schweinfurt,Africa/Bissau,2006-11-18,74:b3:0f:5a:2d:62,ve,DE,mal.json,Segebahn GmbH & Co. KG,"7.323,93 €"
-30.8569375,Erbisdorf,Asia/Ulaanbaatar,1996-08-25,a5:13:9b:f5:79:99,gu,DE,selbst.avi,Neureuther,"91,74 €"
-40.087557,Hünfeld,Africa/Monrovia,2019-07-01,8b:90:d3:6e:f5:65,bg,DE,dauern.xls,Geißler Scheuermann GmbH & Co. KG,"79,26 €"
-54.9413595,Saarlouis,Asia/Brunei,2018-03-22,13:03:4a:d7:78:d0,zu,DE,vor.webm,Boucsein Klotz e.G.,"57,89 €"
79.182013,Oberviechtach,Africa/Douala,2003-12-14,67:0c:7b:ae:78:a0,raj,DE,Erde.wav,Striebitz AG,"44.854,19 €"
-79.305535,Wismar,Europe/Amsterdam,2008-12-30,8b:8e:1c:e5:b0:1d,pap,DE,dazu.png,Klingelhöfer,"76.150,23 €"
52.7015535,Hildesheim,America/Guatemala,2004-07-29,6e:97:5e:2a:30:bb,sl,DE,Mutter.json,Seifert KG,"609,69 €"
64.139297,Roth,Asia/Bishkek,1988-10-29,f2:95:16:9a:47:d6,ur,DE,draußen.wav,Biggen,"24.037,23 €"
-89.398036,Diepholz,Africa/Mogadishu,1992-08-05,37:1e:f1:2e:5a:a9,mi,DE,wie.mov,Beier Ring GbR,"6.822,82 €"
-37.601354,Eutin,Europe/Andorra,2001-03-07,23:95:00:75:6a:ff,ka,DE,nicht.css,Geisel OHG mbH,"221,29 €"
81.4675235,Hettstedt,Asia/Phnom_Penh,2000-01-24,e7:0b:dd:fb:c2:db,fy,DE,einmal.avi,Hörle AG & Co. KGaA,"564,47 €"
-2.632169,Schwarzenberg,Asia/Dubai,2010-07-15,8b:ea:4e:b0:60:f7,ht,DE,dort.xlsx,Briemer GmbH,"109,95 €"
63.311662,Erfurt,Africa/Nouakchott,2013-08-09,74:91:dc:62:d3:4d,iw,DE,bin.mov,Ritter GbR,"214,72 €"
-80.0668195,Füssen,America/Iqaluit,2004-03-05,f7:51:c5:0f:df:59,sk,DE,tot.mp3,Stolze KGaA,"8.038,46 €"
-55.722885,Bautzen,Africa/Nairobi,1994-12-29,36:77:d5:a6:79:32,eu,DE,kam.wav,Briemer GbR,"8,69 €"
-18.723990,Eisenhüttenstadt,Asia/Dili,2020-05-14,5d:56:f9:bf:d1:29,ff,DE,Beispiel.webm,Heintze GmbH,"77,88 €"
-17.6165085,Wittmund,Asia/Saigon,2015-02-18,dc:95:c0:f6:46:d7,bo,DE,Bild.flac,Schleich AG,"1.187,26 €"
8.9633425,Scheinfeld,Africa/Conakry,1985-05-22,ec:2d:c7:58:02:e0,ta,DE,können.jpg,Steckel Stiftung & Co. KGaA,"68.372,61 €"
22.031442,Kronach,Europe/Zurich,2022-05-03,bc:3e:ef:ab:bf:df,fy,DE,merken.docx,Junken,"76.640,09 €"
-62.2468055,Brandenburg,America/Bogota,1971-06-17,3b:d4:34:df:d6:38,yue,DE,Fahrrad.jpg,Hartmann e.G.,"4.727,58 €"
7.8465545,Meißen,Europe/Vaduz,1980-12-03,f2:6b:06:07:d8:a1,se,DE,schwer.json,Kühnert Ullrich KG,"90.377,48 €"
-81.460938,Klötze,America/Bogota,2008-02-17,8a:8d:eb:f4:79:16,is,DE,Welt.png,Wilmsen,"9,33 €"
-55.745130,Böblingen,Africa/Windhoek,1989-06-03,9e:3a:41:78:f1:70,li,DE,merken.csv,Ernst,"95.769,82 €"
-79.2762645,Oranienburg,America/Tegucigalpa,2009-02-11,53:9e:8d:b5:a2:fe,lij,DE,fehlen.flac,Hermann,"357,68 €"
73.741274,Kusel,Asia/Karachi,1999-06-10,7a:fb:99:c7:50:d2,ko,DE,Bett.flac,Margraf Sager KG,"543,71 €"
-57.6957605,Biedenkopf,Africa/Bamako,2017-04-20,bf:6d:dd:83:8c:57,as,DE,Glück.odp,Niemeier Meister GmbH & Co. KGaA,"35,69 €"
89.3159385,Mayen,Asia/Aden,1986-05-26,57:94:e2:b2:9c:38,nan,DE,wo.odp,Hering AG,"752,69 €"
-3.8064105,Nördlingen,America/Nassau,2021-01-03,15:a9:8c:da:eb:7a,hy,DE,Schluss.flac,Zirme AG,"521,31 €"
-65.035971,Rudolstadt,Europe/Luxembourg,1997-12-21,06:7f:8c:01:ca:b5,ka,DE,fahren.doc,Juncken,"5.875,58 €"
58.808547,Wittenberg,Asia/Beirut,1992-10-20,30:8f:23:80:39:fd,yo,DE,offen.jpeg,Schmiedt KG,"7.384,38 €"
62.3783015,Sonneberg,Europe/Budapest,2001-12-04,e6:b3:47:55:bf:ab,uz,DE,darauf.mp3,Hande,"8.358,97 €"
-72.3791055,Meppen,Pacific/Tongatapu,1973-07-14,cf:08:35:87:f3:3b,apn,DE,gewinnen.webm,Renner GmbH,"993,80 €"
44.7053255,Hansestadttralsund,Africa/Addis_Ababa,1981-07-12,6d:fb:b8:30:39:14,my,DE,Wasser.mp4,Beier Neuschäfer GmbH & Co. KG,"8,51 €"
21.940035,Wanzleben,Africa/Mogadishu,2016-08-18,8d:23:8d:95:4a:c6,te,DE,überall.pages,Heinz Faust Stiftung & Co. KG,"0,51 €"
21.861925,Calau,Africa/Banjul,2004-02-29,f5:0b:84:f4:b9:86,ti,DE,Uhr.doc,Linke GbR,"32.330,82 €"
-1.123680,Sigmaringen,Africa/Lusaka,2019-07-16,e6:8a:34:ae:5c:e7,nds,DE,grün.jpg,Schwital,"9,03 €"
-8.187870,Flöha,America/Jamaica,2023-08-01,16:76:f5:4e:78:3f,hak,DE,baden.wav,Spieß,"3,07 €"
-83.113567,Neu-Ulm,Europe/Luxembourg,1984-12-19,d6:5e:55:12:bc:b0,fil,DE,kann.wav,Hein Salz GmbH & Co. KG,"973,37 €"
-56.053449,Osterburg,Europe/Warsaw,2010-07-12,c5:f9:c0:db:eb:e2,kok,DE,Hilfe.js,Anders,"9,53 €"
-50.094499,Büsingen am Hochrhein,Europe/Vienna,1991-03-03,2e:01:17:bb:8e:9b,mni,DE,vielleicht.gif,Fröhlich Jäkel AG,"25.455,98 €"
-41.515832,Merseburg,Asia/Dili,1991-12-29,fe:c1:48:53:ff:4e,sv,DE,her.png,Ditschlerin,"734,74 €"
-49.3179925,Schwäbisch Gmünd,Asia/Bahrain,1992-03-26,6d:24:18:d9:7d:c0,ps,DE,rufen.xlsx,Paffrath Stey e.G.,"12.593,20 €"
-79.862212,Bad Kissingen,America/Argentina/La_Rioja,2003-04-20,83:09:e9:ce:f0:1a,ha,DE,lustig.mp4,Scheuermann GmbH,"89.099,89 €"
-73.1589855,Dresden,Africa/Dar_es_Salaam,1999-03-16,2f:f9:9a:f4:c5:e9,pt,DE,an.txt,Hiller AG & Co. KGaA,"81,89 €"
49.0619495,Badoberan,Asia/Baghdad,1988-06-16,50:16:23:f9:72:eb,mai,DE,im.wav,Karz AG,"7,12 €"
67.736151,Freising,Africa/Gaborone,2015-11-18,84:5b:b2:7f:9d:0a,ss,DE,bis.gif,Kabus AG & Co. OHG,"670,17 €"
