iso8601,random_number,latitude,language_name,language_code,time,date_time,bank_country,hostname,file_name,city,company,longitude,country
2016-06-19T05:21:18,334048,-2.512357,English,dz,13:32:56,1999-12-28 08:02:09,CH,desktop-69.egger.com,temporibus.txt,Lutry,Sutter and Sons,-70.783485,Grenada
2011-02-23T23:52:32,95669,65.7314335,Zulu,ru,01:58:01,1972-06-15 19:55:41,CH,srv-90.schmidt.com,nam.flac,Brig-Glis,Leu-Grob,-68.651113,Zimbabwe
1976-07-04T18:44:11,71374,-49.446944,Romansh,lzh,18:55:06,2012-09-03 05:00:13,CH,desktop-02.stadelmann.com,totam.html,Burgdorf,"Hofmann, Felder and Meier",144.800926,Colombia
2015-02-24T20:59:17,820460,20.8253905,Irish,vi,05:33:46,1976-09-05 19:37:46,CH,web-54.meyer.com,architecto.pages,Lutry,"Kunz, Zingg and Keller",19.827652,Palestine
1987-07-04T12:21:29,37668335,-15.749205,Japanese,tn,17:29:30,2022-08-19 23:09:36,CH,email-46.bosshard-forster.com,numquam.mov,Freienbach,Bieri LLC,-66.323132,Guinea-Bissau
2007-05-31T03:36:22,94678,-51.6021915,Basque,hne,18:27:57,1990-12-11 13:19:57,CH,email-54.schwab.com,qui.flac,Horgen,Kern PLC,173.861561,Republic of the Congo
1982-08-15T08:06:58,26166,84.503358,Swedish,hak,04:49:43,2015-04-06 19:56:32,CH,desktop-88.roos.org,maxime.ods,La Tour-de-Peilz,"Weibel, Walter and Meyer",-49.310083,Germany
1977-12-13T13:58:39,64450391,-60.6349125,Kuanyama,ky,06:06:34,1987-05-21 15:04:48,CH,laptop-14.gasser-schmid.net,vero.js,Worb,Gross Inc,36.369262,Tonga
2023-08-18T20:05:54,633706130,-78.697108,Belarusian,unm,20:23:06,2023-01-16 00:28:47,CH,desktop-65.tobler-bianchi.com,minus.gif,Lyss,Kohler Group,51.815481,Oman
2015-09-08T21:20:56,132958190,32.4650915,Amharic,an,14:46:17,2000-04-27 19:12:13,CH,lt-44.stocker-hoffmann.info,et.avi,Gland,Eugster Inc,-18.172634,Romania
1996-03-23T01:43:58,8896105,59.439979,Korean,se,10:31:00,1996-03-22 05:56:51,CH,srv-91.christen.com,ab.gif,Bern,"Felder, Egli and Leunberger",103.110002,Namibia
2004-10-17T14:36:50,54080307,-60.8614705,Hindi,os,10:06:37,1995-05-07 02:22:15,CH,laptop-06.herzog.com,veniam.mp3,Gossau,"Fischer, Frei and Frey",47.695285,Cameroon
2006-07-24T12:42:49,9,-6.1281705,Azerbaijani,sd,17:11:44,2021-11-23 09:16:39,CH,srv-31.erni-bader.com,provident.jpg,Winterthur,"Fehr, Schärer and Baur",-142.708289,Malaysia
2013-03-12T23:48:44,48,-71.113752,Portuguese,sr,01:52:49,2009-03-25 16:24:27,CH,laptop-58.zbinden-wirz.info,recusandae.wav,Freiburg,Fehr-Bättig,88.498962,El Salvador
2001-09-07T04:21:10,7,13.345758,Akan,bhb,23:27:39,2020-01-19 14:10:35,CH,email-08.bianchi.com,dolorem.tiff,Nyon,"Favre, Hotz and Ernst",43.782232,CÃ´te d'Ivoire
1972-08-23T13:29:15,896925899,-27.272603,Telugu,ky,08:31:50,1979-06-15 08:40:23,CH,email-94.jost.com,excepturi.flac,Bellinzona,"Scherrer, Winkler and Wolf",-49.370413,Saint Kitts and Nevis
2022-01-29T05:32:58,8239383,0.1694855,Tagalog,ckb,21:50:12,2001-10-02 11:10:33,CH,db-73.hermann.com,inventore.odt,Naters,Kohler-Baumgartner,-43.514028,Turkmenistan
1992-09-04T03:40:21,405827275,-23.2964225,Slovak,nso,17:41:34,1982-07-03 22:00:15,CH,db-43.naf.com,distinctio.avi,Belp,Roth-Hofstetter,100.853967,Argentina
2010-07-21T21:25:43,94,-23.8015985,Divehi,sl,16:57:05,1973-11-01 02:54:30,CH,desktop-93.schaller-walder.com,soluta.gif,Ecublens,Hartmann-Gerber,-38.015482,Armenia
1991-12-16T20:16:02,51,-49.3992035,Navajo,zu,20:59:02,2011-04-01 14:27:36,CH,email-47.felber.com,assumenda.odp,Regensdorf,"Kohler, Wirth and Hafner",-86.004472,Spain
1997-04-23T22:33:45,82,52.895037,Sindhi,ka,15:07:07,1995-10-18 18:48:09,CH,email-38.hauser-bianchi.com,labore.avi,Belp,"Baumann, Widmer and Scheidegger",113.164280,Cape Verde
1998-12-21T10:31:44,1497939,73.548641,Tonga,se,23:03:04,1986-12-04 01:40:46,CH,email-84.steiner-stocker.com,ipsum.mp3,Spreitenbach,"Kaufmann, Lustenberger and Maurer",84.294474,Jordan
2004-06-28T09:42:46,470431,-54.516812,Macedonian,ve,11:58:05,2009-04-14 09:10:49,CH,email-86.martin.com,vel.doc,Freienbach,Maurer Ltd,117.912817,Papua New Guinea
2002-06-14T23:25:56,698546169,-53.256208,Serbian,tig,13:40:49,2000-05-22 07:17:48,CH,web-46.hofstetter.com,ipsam.flac,Gossau,"Walter, Beck and Sutter",-96.919115,Grenada
1987-02-15T00:11:25,531,-57.8794355,Igbo,ia,10:28:06,1976-12-12 12:36:48,CH,desktop-74.roos.com,impedit.xls,Opfikon,"Schwab, Berger and Zürcher",-155.353082,Algeria
2013-03-31T23:39:59,52295949,-34.772166,Latvian,sd,10:22:38,2021-06-21 09:49:09,CH,email-57.schoch.com,voluptates.wav,Glarus,Müller-Gfeller,-148.992082,Democratic Republic of the Congo
1970-05-21T04:49:22,8,-44.588554,Komi,tg,05:40:34,1985-12-25 10:29:20,CH,email-71.wenger.com,quaerat.avi,Bülach,Schmidt-Christen,55.221145,Egypt
1977-05-13T05:49:17,893211,74.5599375,Uzbek,ln,01:22:36,1973-02-09 07:37:49,CH,email-98.furrer-herzog.com,dolores.tiff,Burgdorf,Hermann-Gasser,-102.063136,Kazakhstan
1975-09-02T19:19:04,85651,40.5242635,Nepali,br,10:46:13,1994-07-10 09:56:47,CH,desktop-50.zehnder.com,quo.jpeg,Belp,"Bosshard, Marti and Schürch",71.575980,Russia
2002-09-14T05:17:37,38,-29.5821165,Nepali,bho,21:07:05,2005-09-30 12:19:59,CH,lt-05.bucher-gut.biz,eaque.json,La Tour-de-Peilz,"Hafner, Friedli and Hofstetter",82.070707,Andorra
1970-09-21T11:29:45,64566997,40.875134,Maori,uk,16:00:49,1998-10-10 02:39:12,CH,srv-71.schwab-senn.com,voluptates.css,Pfäffikon,"Pfister, Hofstetter and Baur",-73.888273,Serbia
2010-02-10T03:00:04,0,-63.9264385,Gujarati,br,16:23:55,2016-12-09 19:06:24,CH,email-91.marti.com,odio.csv,Küssnacht,Schärer Group,-142.438364,Ukraine
2020-11-08T14:02:12,5366481,-39.6014785,Croatian,ast,12:21:22,1997-07-20 16:50:20,CH,db-08.hirt-kagi.com,enim.avi,Baar,"Hunziker, Hirt and Baumann",-54.434384,Norway
1988-03-07T06:32:37,13547,25.1364895,Arabic,kk,12:07:44,2015-02-10 08:14:55,CH,srv-81.walder.com,dolorum.avi,Rapperswil-Jona,"Lustenberger, Friedli and Weibel",-86.716632,Egypt
1972-08-20T03:15:13,53508235,-1.151577,Polish,the,16:52:00,2008-07-05 17:11:07,CH,laptop-38.hartmann.info,aliquid.xls,Münchenstein,"Schaller, Tanner and Hofer",-176.547258,Iceland
2000-03-17T21:52:27,19789998,65.946801,Zulu,ber,20:21:52,2013-01-16 02:36:15,CH,email-20.herzog-gloor.com,enim.pdf,Lutry,Mettler-Schoch,0.188878,Palau
1996-12-24T20:16:40,978030654,7.0889215,Guarani,bo,16:29:15,1993-03-04 09:33:10,CH,db-43.aebi.com,voluptatum.mp4,Basel,Eugster-Suter,-134.537683,Cameroon
2006-10-12T12:44:36,524073,-22.417013,Bosnian,ti,01:30:29,2018-06-13 19:58:42,CH,desktop-23.wettstein.com,consectetur.txt,Dietikon,Kägi-Imhof,-78.125566,Kenya
2014-06-06T19:59:15,541797049,57.813335,Bashkir,om,23:18:54,1978-08-24 08:05:04,CH,db-87.berger.biz,sapiente.bmp,Oberwil,Koch LLC,-85.199243,India
1976-02-16T16:27:34,505728,-4.958708,Chamorro,ha,02:29:40,2016-07-30 17:09:33,CH,srv-28.stettler.info,nihil.flac,Schwyz,Zbinden-Sutter,-84.772538,Equatorial Guinea
1993-10-10T14:56:20,59567,47.1587605,Inupiaq,iw,23:06:21,2022-10-22 22:49:09,CH,desktop-71.benz.com,natus.bmp,Kloten,Bühler-Stocker,74.150502,Panama
1982-06-12T03:20:46,38471904,51.2835915,Russian,iu,20:05:49,1986-07-15 22:03:27,CH,db-77.schurch.info,dolores.jpg,Spreitenbach,"Zehnder, Wegmann and Rey",-133.098038,Lithuania
1980-04-12T23:09:58,697601277,-49.9848575,South Ndebele,bem,07:16:53,2000-11-07 02:31:30,CH,laptop-87.studer.com,atque.doc,Einsiedeln,"Hofstetter, Schmidt and Kuhn",-40.555082,Morocco
2014-01-24T11:33:58,569641,57.3183255,Uighur,es,16:50:27,1976-09-21 20:57:04,CH,email-49.hofstetter-frei.com,temporibus.wav,Möhlin,Walter PLC,55.792065,Saudi Arabia
2004-01-20T02:28:07,791794355,-7.231275,Sanskrit,or,09:55:21,1991-08-05 19:35:55,CH,email-98.erni.com,expedita.jpeg,Regensdorf,Amrein Ltd,-179.259584,Jamaica
1973-03-15T12:58:01,35,-34.563604,Lao,ve,09:25:51,1998-10-15 18:26:29,CH,web-01.schaller.biz,hic.bmp,Dübendorf,Stöckli-Friedli,-122.830829,Cameroon
2006-03-15T22:23:40,4,-1.7058455,Kannada,kok,15:16:22,1991-10-07 19:57:32,CH,web-56.schneider.net,sapiente.docx,Morges,Hess and Sons,-109.924651,Iceland
2007-10-27T15:32:37,91583,83.368395,Cree,nl,23:15:59,2016-05-10 15:53:00,CH,db-64.albrecht.com,pariatur.ppt,Siders,Stalder-Gfeller,150.149209,Ukraine
2016-12-05T07:51:26,975100768,85.869404,Nauru,gv,02:07:51,2000-07-31 09:17:49,CH,web-06.schoch-hotz.com,amet.avi,Plan-les-Ouates,Häfliger-Braun,-117.827704,Saint Lucia
2015-03-06T08:51:18,20408074,5.3682485,Zhuang,ts,07:24:15,2000-02-17 09:00:54,CH,desktop-11.wettstein-kaiser.com,fugit.tiff,Meilen,Zollinger and Sons,86.131713,Somalia
2012-07-13T09:24:04,5318,-81.7828265,Kalaallisut,mi,00:22:02,2014-10-15 09:06:51,CH,email-17.senn.com,quasi.mp3,Schlieren,Bauer-Stauffer,-122.470934,Austria
2002-04-01T23:57:46,63944,-88.8442135,Kannada,cy,17:52:48,1983-11-25 18:25:19,CH,lt-09.lehmann.com,accusantium.gif,Reinach,"Stalder, Eugster and Stöckli",-164.392749,Colombia
1975-02-22T18:54:13,674376845,47.0842735,Tsonga,xh,23:17:55,1998-03-21 05:34:19,CH,laptop-76.amrein.biz,beatae.webm,Biel/Bienne,Bianchi-Jost,-138.105449,Guyana
1998-06-07T05:25:26,46,-60.3764175,Maltese,mag,17:02:30,1983-11-16 23:44:54,CH,web-31.felber.com,iure.jpg,Birsfelden,Fankhauser-Giger,172.465672,Tonga
2010-02-18T09:22:25,2,33.8772495,Uzbek,mag,12:16:58,1970-08-21 20:29:56,CH,db-84.geiger-giger.com,ipsam.mp3,Lancy,"Suter, Brunner and Frey",17.747414,Ecuador
1976-04-28T10:56:39,91,-82.7281125,Amharic,te,04:46:07,2007-02-04 07:35:14,CH,desktop-37.brunner.com,itaque.xlsx,Wettingen,"Gerber, Hirt and Meyer",-106.922804,Guyana
2019-11-30T22:37:36,0,-86.4285925,Romansh,eo,20:18:55,1970-04-11 01:01:04,CH,desktop-12.braun.com,nesciunt.odt,Oberwil,Baumgartner-Hürlimann,-94.783588,Venezuela
2009-11-28T11:02:29,4,-33.614599,Vietnamese,vi,01:23:52,1977-05-14 23:32:23,CH,web-51.vogel.biz,velit.csv,Wetzikon,Flückiger-Hunziker,135.786216,Bangladesh
1972-08-03T03:32:55,3195280,-25.623960,Aymara,bn,20:34:29,2023-05-16 18:09:55,CH,web-88.benz-favre.com,eius.flac,Aigle,Fankhauser-Bernasconi,-85.164244,Romania
2009-04-14T20:59:00,44599249,88.022386,"Sotho, Southern",tig,00:59:23,1991-10-26 05:42:40,CH,laptop-24.stutz.com,quod.flac,Zollikofen,"Wegmann, Marti and Jost",-153.323881,Liberia
2002-04-16T13:12:49,40,-27.488991,Luba-Katanga,gu,15:27:38,2006-03-29 08:58:24,CH,web-61.fankhauser.com,velit.flac,Wädenswil,"Steinmann, Erni and Frei",-17.640758,Togo
2016-03-19T17:51:49,906765835,-28.198937,Fulah,rw,17:50:17,2013-07-15 14:45:21,CH,web-36.stocker.info,sequi.key,Rheinfelden,Gross and Sons,52.136373,Zimbabwe
1988-04-17T21:09:12,609750,10.0209635,Somali,ik,21:46:13,1972-08-26 16:31:08,CH,lt-69.mettler.com,deserunt.wav,Horw,"Fehr, Knecht and Hodel",35.688268,Kyrgyzstan
1993-11-30T09:03:44,7733077,57.328253,Urdu,et,09:46:20,2012-07-05 03:15:27,CH,srv-79.senn.com,laborum.mov,Sarnen,"Frei, Wenger and Rüegg",99.223317,Tuvalu
2010-10-28T20:19:43,5,20.814617,Bengali,szl,13:05:03,1995-02-17 19:09:10,CH,desktop-08.kaser.info,incidunt.odp,Baar,Hofmann-Bühlmann,-87.341321,Sweden
2015-01-13T18:49:23,8549387,-14.1080245,Ido,eo,06:51:04,1998-11-17 13:28:29,CH,desktop-69.hunziker.org,non.css,Aarau,Baumann Ltd,32.285698,Austria
1975-08-31T19:58:24,53,83.9158595,Sango,sl,11:41:25,2011-12-20 19:21:28,CH,lt-65.felber.info,nesciunt.jpg,Risch,Isler LLC,17.400939,Bahrain
1993-05-08T15:44:25,16228,-78.0932295,Wolof,az,04:54:35,2010-09-07 00:28:44,CH,srv-79.zurcher.com,maxime.mov,Dietikon,Felber-Favre,168.414544,Sudan
2001-01-25T09:59:29,5032,44.650031,Swedish,lg,12:53:43,1995-01-19 17:47:51,CH,lt-77.ammann.biz,exercitationem.webm,Martigny,Merz-Hasler,-13.104392,Bosnia and Herzegovina
2015-06-06T11:26:08,121666914,60.8159125,Bulgarian,tt,17:19:56,1971-06-10 13:29:37,CH,db-47.lustenberger.com,dolor.webm,Solothurn,Suter-Suter,-15.600211,Dominica
2016-03-14T15:26:05,810,-57.441331,Chichewa,or,04:12:00,1996-11-11 03:47:09,CH,lt-65.erni.com,facilis.docx,Lausanne,"Jenni, Rey and Graf",15.314740,Slovakia
2015-05-28T21:07:45,8700714,25.346474,Latvian,nb,23:15:46,1996-04-22 19:18:48,CH,laptop-06.kunz-hug.biz,sapiente.html,Urdorf,Häfliger-Schaller,-136.398347,Jordan
2018-12-13T03:12:21,43,-63.419874,Tibetan,ka,18:25:20,2017-08-27 07:58:11,CH,lt-78.frey-ammann.com,dolorum.docx,Steffisburg,"Stöckli, Zbinden and Hess",-2.145062,North Korea
2002-09-30T05:51:54,5,-26.068878,Bambara,mai,02:28:31,1985-11-16 23:12:20,CH,email-48.koch-walder.org,explicabo.mp4,Wallisellen,"Baur, Studer and Schäfer",-177.905861,Jamaica
1998-03-15T12:20:40,735411232,50.333015,Tigrinya,az,23:40:15,2014-08-03 16:18:25,CH,srv-80.frick.com,dolore.flac,Chur,Eichenberger Ltd,23.655823,Guinea
1973-02-13T06:00:24,572925150,-42.339893,Luba-Katanga,fa,11:43:29,2008-03-10 15:45:57,CH,web-22.schmidt.com,quam.html,Risch,"Isler, Baur and Scherrer",-132.522289,South Korea
2016-06-01T12:26:06,68,47.367797,South Ndebele,bs,06:52:02,1984-05-18 22:53:55,CH,srv-36.friedli.com,autem.pages,Lutry,Staub Ltd,-140.690079,Georgia
2008-01-31T10:53:35,477071542,61.7693335,Cree,rw,07:33:05,1973-11-23 12:14:13,CH,srv-02.bernasconi.com,illo.pdf,Brugg,Wehrli-Staub,-14.437501,Lesotho
1985-04-03T15:13:09,888520848,79.673232,Portuguese,hr,12:13:08,2010-07-27 14:09:22,CH,desktop-00.zingg.com,quaerat.png,Riehen,Giger-Fankhauser,-95.725805,Malta
1981-03-20T05:13:41,82393,37.9785395,Chuvash,sq,09:08:29,1987-09-14 06:39:23,CH,desktop-96.buhlmann.com,omnis.xlsx,Spiez,"Ammann, Meister and Hofstetter",-109.034382,Cape Verde
2014-07-08T17:07:50,46423815,55.678867,Hungarian,az,10:39:46,1996-10-30 02:53:57,CH,laptop-81.kohler.com,aliquid.mov,Nyon,"Bättig, Fuchs and Braun",66.509506,Nicaragua
2008-05-05T12:02:53,962991,83.004103,Wolof,iu,04:19:42,2010-01-05 00:16:03,CH,web-50.kuhn.com,ducimus.jpg,Freiburg,Betschart Inc,95.994298,Namibia
1994-02-15T17:49:12,74470335,49.9092645,Tagalog,ce,13:27:52,1974-10-04 01:54:21,CH,web-12.jost.com,illo.wav,Lugano,Flückiger PLC,29.345475,Bulgaria
2018-01-14T20:03:48,520,66.2512725,Aragonese,xh,03:59:10,1999-02-22 13:49:14,CH,desktop-34.beck.biz,deserunt.wav,Thalwil,Gasser Group,-76.063357,Tuvalu
1994-02-22T13:57:50,92024004,-49.136756,Haitian,uz,07:43:15,1982-09-25 19:07:15,CH,desktop-95.walder-sidler.biz,aliquid.gif,Lausanne,Meier PLC,-29.739616,Indonesia
2013-10-31T15:36:55,405,-58.3326505,Hungarian,the,07:50:32,1997-12-06 06:49:10,CH,web-79.jost.com,magnam.mov,Thun,Hofer-Felber,-14.753820,Bhutan
1993-11-19T04:52:02,84687701,-13.8246425,Chechen,om,21:11:04,1994-09-28 10:19:44,CH,desktop-57.frick.info,quidem.mp3,Winterthur,Lanz PLC,179.095439,Slovakia
2002-11-28T13:01:21,599926357,-54.9493685,Kongo,am,19:33:59,1998-09-04 06:50:12,CH,db-97.herzog.com,ea.pages,Schwyz,"Koch, Kaiser and Peter",162.251290,Kazakhstan
1980-10-10T08:11:14,1,4.9651725,Malay,nn,06:21:06,1980-06-16 21:25:13,CH,lt-92.roos.com,officia.flac,Küssnacht,Müller-Lutz,-27.437003,Saint Vincent and the Grenadines
1974-07-06T14:32:29,693016703,-16.3570685,Serbian,ve,09:04:43,1986-09-05 21:27:42,CH,desktop-10.eugster.net,inventore.pptx,Bern,Knecht PLC,-169.821105,Iran
2009-06-21T13:47:03,246243492,87.4782205,Samoan,wa,01:56:46,1979-05-22 02:44:07,CH,srv-39.siegrist.com,placeat.tiff,Herisau,"Zingg, Hürlimann and Schnyder",158.974995,Nicaragua
1977-01-25T09:37:50,12878083,-2.980920,Corsican,ar,10:30:31,2006-04-12 04:24:41,CH,laptop-24.frey-brun.com,expedita.png,Brig-Glis,Stadelmann-Flückiger,-31.145711,Belgium
1979-09-15T20:57:32,6381437,-87.8746975,Tamil,kok,19:37:22,2010-01-23 17:55:19,CH,web-38.huber.biz,alias.pptx,Risch,"Christen, Herzog and Blaser",158.618566,Nigeria
2013-05-27T21:44:39,6,-80.8570655,Guarani,sr,12:42:19,1996-02-01 12:04:43,CH,email-72.zollinger.biz,nesciunt.xlsx,Martigny,Stettler-Hodel,12.523991,Guinea-Bissau
1985-11-01T22:42:07,7,50.927788,Tahitian,ti,17:08:57,1987-07-02 03:36:33,CH,srv-32.buhlmann.biz,nulla.doc,Genf,Beck-Zbinden,73.230512,Saudi Arabia
2008-01-26T02:33:36,629495821,-59.9660255,Kongo,tcy,07:14:25,2009-05-19 19:55:25,CH,web-45.brun.com,dolorem.jpg,Volketswil,Lüscher and Sons,-37.786279,Central African Republic
2000-10-04T17:51:12,89365,-61.474459,Turkish,dz,10:57:35,1996-03-25 19:54:21,CH,lt-77.frei.net,sunt.webm,Affoltern,Bosshard PLC,51.136939,Guinea-Bissau
2018-10-09T22:54:27,5683,-62.653994,Kashmiri,tl,07:00:37,1970-08-03 14:49:53,CH,lt-00.baur.com,sequi.js,Pully,"Seiler, Tanner and Bättig",119.134070,Djibouti
1999-04-15T18:54:44,739111013,49.6960035,Mongolian,nso,15:56:17,1973-04-15 08:48:07,CH,lt-64.kaiser.info,iusto.xlsx,Ittigen,Keller Inc,38.358048,Angola
2015-11-18T12:18:22,42579,67.0455175,Maori,gu,21:50:11,1981-05-15 18:10:23,CH,desktop-30.zollinger-sporri.org,totam.css,Muri,Herzog-Lehmann,-141.704684,Italy
1973-03-15T23:06:08,901410493,-31.164959,Finnish,nds,03:48:20,2003-05-13 16:31:54,CH,laptop-32.ferrari.com,placeat.wav,Yverdon-les-Bains,Bernasconi-Schürch,13.360335,Iran
2023-03-03T23:00:24,7806902,13.779184,Tibetan,bg,05:51:02,1975-04-18 06:19:06,CH,db-30.frey.biz,voluptas.jpeg,Biel/Bienne,Probst Inc,-102.179559,Uganda
2018-03-11T14:37:14,50086,-73.125570,Icelandic,ur,03:18:57,2005-11-16 15:15:46,CH,laptop-07.hunziker.com,perspiciatis.gif,Volketswil,Scherrer Inc,6.059015,Iraq
2011-10-29T23:58:30,994520236,-31.0697075,Danish,ckb,21:56:36,1975-01-16 19:20:23,CH,desktop-91.tobler.com,laudantium.flac,Bern,"Hoffmann, Bühler and Lang",113.550793,Bolivia
2005-07-14T21:28:52,89687,-3.767710,Samoan,ce,23:24:46,1997-12-25 03:49:32,CH,srv-23.hodel.com,nemo.jpeg,Weinfelden,Felber-Baur,170.125613,Slovakia
2000-01-06T15:15:28,3,57.4238345,Chinese,wa,11:51:10,2012-01-29 00:56:55,CH,laptop-07.lanz.com,adipisci.mp3,Lausanne,"Blum, Maurer and Wenger",-119.046957,Italy
1994-02-02T17:44:16,2354,63.243937,Dutch,ff,13:57:09,2013-12-06 10:14:20,CH,email-57.koch.net,esse.webm,Baar,"Brun, Widmer and Gloor",39.458854,Kyrgyzstan
2008-06-01T05:22:33,27925374,28.2082615,Chamorro,nn,08:03:03,1988-08-02 01:14:09,CH,db-50.buhlmann.net,laudantium.csv,Bassersdorf,Steiger Group,-143.043247,Grenada
2011-08-13T00:53:30,21934069,53.7045965,Walloon,ks,16:15:25,1984-08-14 23:55:10,CH,srv-34.stutz-brunner.com,expedita.mp3,Winterthur,Schäfer Inc,-12.800238,Slovakia
2016-11-01T15:21:26,7844487,17.967618,Bashkir,xh,00:31:58,2021-03-14 21:06:20,CH,db-25.arnold.com,vel.flac,Einsiedeln,Friedli-Isler,-93.902030,Togo
1989-11-10T03:15:57,41,-81.823219,Norwegian Nynorsk,sd,12:48:41,1975-06-24 08:28:11,CH,laptop-03.hotz.info,aut.mp3,Opfikon,Huber Ltd,91.001460,Kenya
1972-08-22T13:47:39,525574025,84.512271,Yoruba,mg,11:08:36,1999-08-03 01:00:43,CH,srv-66.kunz.com,modi.csv,Kriens,Steffen LLC,67.870743,Grenada
2009-03-19T23:18:39,2,69.0310495,Somali,gv,09:05:29,1984-06-02 15:31:26,CH,db-54.lehmann.com,perspiciatis.gif,Mendrisio,Frick-Senn,-19.956945,Guinea
2010-03-17T02:45:38,81999,51.4070995,Ojibwa,kl,02:14:37,1989-05-27 02:45:38,CH,web-79.bar.com,illo.flac,Opfikon,Ziegler Inc,-91.736143,Russia
2008-03-18T01:26:36,58315815,-77.1411255,Vietnamese,nl,15:23:33,2000-03-19 11:06:41,CH,desktop-44.schenk-benz.net,id.flac,Dietikon,"Wolf, Stucki and Fuchs",167.526285,Syria
1998-06-28T12:00:21,462230800,42.937201,Dutch,pap,04:43:27,2015-11-30 13:20:58,CH,laptop-10.egger.com,dolore.js,Baden,Winkler-Benz,-22.424165,Bahamas
1996-01-21T22:45:23,3486278,43.164083,English,crh,13:47:57,1991-04-14 17:20:57,CH,lt-03.mayer-schuler.com,enim.numbers,Thalwil,Suter-Lanz,-138.900280,Albania
1989-07-08T08:50:36,56704,86.7535965,Tajik,ik,08:26:29,2002-08-02 06:39:13,CH,lt-32.huber-hug.com,quis.mp4,Volketswil,Frick-Amrein,91.756469,United Arab Emirates
1972-08-12T06:15:08,1,50.0162115,Avestan,wal,05:02:32,2004-07-08 16:22:37,CH,lt-08.egger.com,dolorem.pdf,Risch,Michel and Sons,-88.276337,Belgium
