America/Port_of_Spain,2002-09-11 16:19:04,65:bb:32:6e:06:38,"Stadelmann, Gut and Frei",ps,$5.82,2020-06-16T18:07:27,Emmen,26.552570,-70.427761,United Kingdom,2019-07-04
Asia/Muscat,2018-10-14 11:54:05,83:ee:27:72:00:c1,Brunner-Steiner,the,"$1,192.00",1991-04-15T04:20:16,Martigny,78.572122,-82.8652985,Thailand,1977-12-31
Africa/Lome,1979-06-02 12:31:44,cb:c6:16:4e:04:59,"Hotz, Christen and Suter",ha,"$45,819.95",2021-11-17T16:45:03,Versoix,-121.308815,-65.3982175,Azerbaijan,1990-03-30
America/Barbados,2000-03-04 00:33:18,57:de:6e:45:5b:c5,Kohler Inc,mni,"$3,877.13",1992-03-13T10:42:06,Opfikon,162.466007,-40.799797,Sri Lanka,2023-05-02
Europe/Vienna,1971-07-17 09:32:25,94:ea:76:60:f8:e8,Fankhauser-Hasler,kk,"$4,228.84",1979-11-23T13:13:02,Stäfa,-18.764344,44.8102335,Federated States of Micronesia,2010-05-05
Europe/Istanbul,2016-03-08 06:01:11,0d:06:f2:7e:4b:de,Bianchi and Sons,nso,"$6,781.95",1999-02-08T09:09:03,Männedorf,33.867530,68.9081955,Senegal,2016-09-23
Europe/Warsaw,2015-03-18 21:19:31,6d:9a:3a:2d:b8:35,Bachmann-Lutz,kw,$18.05,1976-08-24T18:32:03,Aarau,76.481797,-6.172631,Burkina Faso,1991-01-02
Indian/Mauritius,1988-07-24 07:57:32,39:e4:5c:57:77:25,Roos-Michel,ga,$82.01,2015-12-02T10:52:27,Wil,161.393617,73.1528815,Senegal,2001-05-09
America/Nassau,2012-12-22 21:32:58,a9:4a:7d:a5:2c:05,"Vogel, Frei and Gfeller",os,"$1,626.48",2010-11-04T02:45:46,St. Gallen,141.416795,46.0953005,Malaysia,1988-05-12
Pacific/Tarawa,2010-09-14 18:09:14,cd:ba:f5:7e:db:1d,Näf and Sons,tg,$0.30,1970-04-30T13:15:14,Ostermundigen,-88.152642,22.1755865,Libya,2012-07-03
America/Paramaribo,1985-03-03 11:21:51,39:80:95:0b:a3:6d,"Hartmann, Scherrer and Lustenberger",bo,$33.95,2011-02-02T10:16:29,Payerne,117.430547,-73.417610,France,2007-12-26
Europe/Budapest,1987-08-25 08:48:49,a7:d7:ca:e9:e5:b7,Ernst-Hermann,sd,$8.40,1978-02-15T03:09:43,Riehen,-158.847856,68.7337345,Jordan,2005-06-08
America/Costa_Rica,1991-09-06 04:00:20,5f:eb:b9:68:b4:ff,Hasler-Kaiser,te,$85.20,2014-03-23T16:36:35,Riehen,-81.156883,-2.577621,Oman,1973-02-28
America/Paramaribo,1977-06-20 17:47:02,bb:e4:09:b4:2f:08,Favre LLC,nl,$69.13,2022-12-17T17:58:39,Thun,-64.978423,-10.318959,Kuwait,1975-04-13
Africa/Nairobi,1977-08-30 23:23:37,b5:3e:22:90:ae:df,"Hess, Maurer and Schärer",ve,"$7,171.42",1995-09-27T15:15:58,Kriens,-25.085861,-62.8445675,South Africa,1994-09-28
America/Bogota,2021-12-16 18:42:19,64:1f:ec:cb:33:d4,Blum LLC,crh,"$98,446.06",1987-09-17T23:50:45,Davos,-78.286582,-84.970199,Liechtenstein,2006-10-13
Africa/Mbabane,1971-10-22 16:19:40,5c:7c:f7:54:c7:70,Hug-Wenger,oc,"$9,744.89",2000-03-09T01:59:18,Meilen,-25.020358,-24.404069,Burundi,2007-09-25
Pacific/Palau,1976-04-03 16:48:50,54:79:cc:b3:e5:65,"Wettstein, Scheidegger and Ott",zu,"$18,794.88",2004-12-25T13:24:23,Bern,-77.467100,-58.331905,Malawi,2010-07-24
America/Detroit,1980-09-08 18:17:24,1f:bb:d9:4d:e4:0c,"Bucher, Suter and Pfister",hak,$276.03,1981-09-07T17:31:03,Riehen,-121.419372,72.2238585,Venezuela,1980-12-04
Europe/Moscow,2018-04-01 10:08:52,1c:e3:28:9c:1f:df,Schoch Inc,fil,$66.36,1986-12-24T20:13:05,Kreuzlingen,159.106275,-20.567175,Nigeria,1994-01-29
Africa/Maseru,1971-01-20 20:33:26,63:3f:1f:a6:51:d8,Jäggi Ltd,bg,$287.97,1976-09-04T14:34:37,Zollikofen,-6.957401,31.303966,Estonia,2020-10-03
Atlantic/Azores,2005-12-18 01:12:01,c9:c8:c0:cb:04:40,"Schuler, Portmann and Meili",ayc,"$15,960.09",1978-02-15T06:42:50,Spreitenbach,-171.882648,-28.842910,Argentina,1982-09-29
Pacific/Majuro,1979-08-03 00:55:58,fe:03:6a:12:75:7f,Berger-Tanner,af,$6.97,1978-08-11T10:31:47,Buchs,-38.045726,29.220312,Haiti,1992-08-19
Africa/Kigali,2008-09-23 22:27:33,2b:ab:f8:d3:4f:a1,Sidler-Vogel,gu,"$66,545.32",1980-12-23T04:14:01,Richterswil,98.189133,-61.851461,Cameroon,2003-10-03
Africa/Banjul,1998-07-14 17:17:24,9c:26:e0:24:1e:5f,Widmer and Sons,sat,"$2,677.57",2003-08-07T23:37:11,Cham,8.250489,-12.7350095,Honduras,1997-12-10
Europe/Istanbul,1984-08-15 08:53:31,8a:e4:71:cd:8b:c5,"Graf, Wolf and Winkler",bo,"$4,077.46",1995-09-24T01:01:20,Winterthur,69.201278,49.1238895,Italy,2019-12-18
America/Asuncion,1977-03-10 02:03:54,25:a9:1a:1c:fc:5b,Egli Group,sat,$850.17,1999-10-16T22:52:40,Ittigen,109.685379,56.626917,Afghanistan,1991-10-08
Atlantic/Reykjavik,1984-01-26 05:37:34,b8:b6:c7:f9:5e:c5,Wehrli Group,et,"$96,966.39",1999-05-10T00:31:28,Muri,-73.222585,27.0951725,Kiribati,1983-01-05
Africa/Bamako,1990-08-18 19:55:00,1c:62:9e:ae:3c:50,"Zürcher, Hoffmann and Kohler",cs,"$61,797.86",2001-08-31T17:11:41,Adliswil,142.100986,76.492547,Mongolia,2000-09-25
Europe/Dublin,1984-08-25 01:11:04,33:14:48:fa:a6:92,Schmid-Peter,sl,$85.39,2000-03-28T05:29:39,Pully,-7.579506,-13.2307455,SÃ£o TomÃ© and PrÃ­ncipe,1996-11-11
Asia/Bangkok,1995-04-01 18:19:37,f0:3a:36:ad:31:ce,"Hodel, Hauser and Bianchi",sc,"$2,023.80",1994-07-28T22:22:06,Herisau,159.148660,61.8314235,Mexico,2017-06-02
Europe/Prague,1995-10-12 09:20:30,6b:53:53:10:ec:77,Betschart and Sons,bg,$474.17,2009-07-26T10:46:20,La Chaux-de-Fonds,-88.172713,-30.0789185,Czech Republic,2007-03-05
Africa/Nairobi,1973-03-09 16:13:26,55:cd:95:ad:32:5f,"Steffen, Martin and Huber",wae,$88.92,1999-02-12T08:57:09,Rheinfelden,-89.120615,-35.3351385,Uzbekistan,1978-06-20
Asia/Katmandu,2006-08-29 05:51:56,a9:9e:a6:e7:9c:1c,Mäder Inc,fa,"$1,499.74",2002-01-13T03:50:18,Bernex,175.431659,-39.4207425,CÃ´te d'Ivoire,2005-06-28
Indian/Mahe,2016-07-25 10:27:28,0b:02:d1:6c:6a:e0,"Tanner, Lehmann and Iten",wal,"$8,464.89",1999-04-11T16:50:39,Renens,-122.352481,-55.2196615,Portugal,2000-09-10
Europe/Amsterdam,1980-06-02 21:15:53,06:a2:04:c6:80:1b,Meier-Leu,hu,$9.36,2005-11-14T00:47:14,Bern,97.258979,-2.560292,Antigua and Barbuda,2005-09-25
Europe/Bratislava,1978-03-27 00:24:48,f7:db:c6:23:d5:1c,Meier Inc,nn,$36.58,1996-06-23T14:26:50,Pully,140.923959,10.279659,The Gambia,2005-05-07
Europe/Zagreb,1973-03-31 14:01:27,f9:03:e5:c2:d4:12,Isler and Sons,hne,"$92,043.48",2018-02-11T22:57:56,Neuhausen,-170.130787,-23.327444,Zimbabwe,2018-08-17
Europe/London,1992-06-30 12:14:15,36:65:ca:bc:fb:bf,Baumann Group,se,"$9,716.51",2001-03-02T12:10:57,Regensdorf,-126.412892,-45.8347825,Indonesia,1986-05-28
Europe/Luxembourg,1974-07-06 02:44:39,57:e5:07:58:6a:b7,Bär Group,da,"$3,936.53",2001-10-07T22:14:05,Thônex,-152.806250,16.6788995,Botswana,2011-09-24
Asia/Ashgabat,1996-02-26 07:42:36,c8:c3:2e:40:35:04,Spörri-Ackermann,gd,$48.53,1999-02-21T17:09:55,Münsingen,-77.401226,-62.8118885,Panama,2005-10-20
Europe/Athens,1983-03-24 12:51:48,4c:10:e4:cf:f8:30,Vogt Group,ar,$91.77,2018-04-14T00:23:10,Schlieren,-131.776832,82.208024,Canada,2004-06-16
Africa/Cairo,1974-08-23 08:39:20,b3:24:35:06:5e:fd,Isler-Müller,fo,"$26,302.19",1999-01-20T15:03:20,Schlieren,-139.188180,-66.8567955,Republic of Ireland,2009-07-26
America/Costa_Rica,2016-03-31 01:30:33,1a:01:08:b0:c5:37,"Zimmermann, Roth and Gloor",ug,$62.17,1993-01-14T21:35:14,Aigle,136.808497,62.4325855,Cyprus,1983-05-31
Africa/Maseru,1975-11-26 14:24:59,61:66:8c:12:f4:23,"Baumann, Kohler and Lanz",uz,$49.86,2018-11-09T07:39:43,Naters,22.584665,37.3489975,Madagascar,1979-05-11
Africa/Bissau,2005-03-26 07:48:06,69:cc:e8:73:bb:2c,Kuhn-Rüegg,brx,"$53,223.71",1984-08-06T01:03:46,Stäfa,-69.046355,15.899158,Senegal,1974-01-15
Indian/Mahe,2001-02-25 14:01:44,26:07:d0:33:9a:e7,Meili Ltd,my,"$4,618.53",2012-05-17T03:21:59,Zollikon,76.390850,60.993895,Paraguay,2023-09-09
Europe/Bratislava,1999-03-28 12:51:12,ad:94:40:05:03:47,Bolliger and Sons,iw,$949.47,1986-11-13T12:59:59,Glarus,161.108132,49.5735875,El Salvador,1978-07-27
Africa/Gaborone,1981-11-26 14:02:18,bf:0e:d9:3c:9a:e8,"Vogel, Hafner and Huber",hak,$4.75,1989-08-14T10:56:08,Worb,40.373272,69.5488225,Afghanistan,1977-03-01
Africa/Abidjan,1993-05-21 21:07:33,ca:6c:10:80:fa:f7,Müller and Sons,crh,"$9,887.08",1993-10-15T14:40:02,Versoix,-68.170993,63.208817,Qatar,2013-03-10
Asia/Shanghai,1985-11-19 04:38:00,06:81:74:f9:dc:48,"Studer, Hofmann and Hofer",kn,$421.75,1970-01-01T20:23:32,Einsiedeln,-106.895020,89.687423,Togo,2017-04-09
Europe/Monaco,1970-11-15 00:17:42,f7:8f:f6:11:84:0d,Giger-Kunz,so,$9.35,2010-06-24T03:03:28,Lutry,61.227833,1.401950,Norway,2013-01-13
Pacific/Port_Moresby,1971-09-10 21:10:44,21:58:f3:8c:98:8b,Bader Ltd,crh,$892.94,2009-02-14T10:55:23,Neuhausen,-154.721096,-56.428621,Uzbekistan,2013-09-08
Africa/Johannesburg,2016-07-11 06:38:46,f5:41:63:90:8b:4f,"Braun, Meyer and Gloor",om,$70.68,1999-09-30T18:54:57,Plan-les-Ouates,-81.418648,61.072281,Iceland,1992-01-19
Asia/Singapore,1989-02-08 23:11:32,cf:ac:45:b3:68:ea,"Geiger, Schwarz and Peter",yi,$236.53,2013-02-19T12:44:57,Payerne,-140.023240,-54.886673,Andorra,2017-01-03
Atlantic/Azores,1985-10-07 06:14:17,08:cb:bf:29:ff:9c,Bianchi-Steinmann,eu,"$89,860.52",1988-04-27T02:14:16,Chêne-Bougeries,-160.999056,19.027120,Germany,2004-06-27
Europe/Sofia,1976-03-15 10:06:51,66:77:79:ef:52:3a,Bachmann Inc,ak,$454.30,1970-07-08T11:56:54,Sarnen,79.499539,43.1427295,Comoros,2014-09-28
Europe/Rome,1983-08-07 12:56:44,4e:22:85:00:b0:a2,"Bühlmann, Suter and Schuler",pl,$791.26,1970-05-12T05:32:33,Illnau-Effretikon,171.653887,-62.3475455,Honduras,2021-04-13
Asia/Aden,2010-10-31 23:53:10,f2:c9:20:a5:1f:6a,"Vogt, Stadelmann and Winkler",mi,$52.05,1998-12-21T15:01:42,Schwyz,175.156707,-24.8996285,Canada,1974-01-01
Africa/Lome,1973-10-11 03:36:44,bf:12:d5:c2:a1:bc,Hasler PLC,cmn,$6.55,2017-10-10T21:09:39,Grenchen,111.564351,59.0875185,Bolivia,2000-11-21
Europe/Kaliningrad,2003-10-11 23:17:44,eb:16:8c:9c:a1:01,"Mettler, Pfister and Zollinger",lv,$34.01,1988-05-25T01:41:08,Monthey,35.218177,53.694222,Uzbekistan,2002-11-25
Asia/Kuala_Lumpur,2020-08-06 13:38:18,d0:1e:20:e5:63:1f,Senn Group,ln,"$2,921.90",1980-11-15T01:19:41,Steinhausen,-35.760724,54.915250,Seychelles,1994-07-20
America/Port_of_Spain,1992-06-24 14:06:34,66:2a:9c:55:e3:80,"Leu, Hürlimann and Hunziker",doi,$182.01,1996-09-06T21:21:27,Volketswil,51.416640,69.694418,Malaysia,2014-07-22
Africa/Conakry,2018-04-17 02:52:26,7f:b0:3d:7b:ae:3d,Moser and Sons,si,$141.36,2002-02-07T05:34:51,Wallisellen,-5.562121,39.2194095,Palau,2016-03-25
Asia/Karachi,2002-01-08 15:57:40,11:d3:b1:9e:2c:53,"Seiler, Weber and Schlatter",fo,$90.17,1972-07-08T12:25:58,Wettingen,-76.818104,-37.617140,Lithuania,2016-12-07
Asia/Pyongyang,2020-12-20 14:42:47,1e:ee:38:9f:22:72,Ammann-Scheidegger,os,"$8,192.83",1990-10-31T15:40:09,Hinwil,99.373003,16.4241375,Kyrgyzstan,2011-01-18
Africa/Lubumbashi,2008-11-10 07:51:08,ac:f3:47:e4:6a:cd,Mettler Inc,mt,"$8,359.34",1978-11-11T09:59:03,Oberwil,125.312971,-10.2937225,Republic of the Congo,1987-11-26
Africa/Douala,2009-04-10 08:27:41,9a:15:b1:ab:b0:6f,Meili-Stauffer,gez,$595.77,1994-08-23T13:37:08,Crans-Montana,114.330673,12.421307,Chile,2005-07-03
Pacific/Kosrae,1987-10-29 21:14:30,4c:02:2e:d2:34:54,"Berger, Wüthrich and Lutz",rw,$24.78,1987-10-04T03:38:18,Wetzikon,60.966256,-59.388957,Croatia,2008-09-14
Europe/Monaco,1976-07-26 03:10:53,7f:19:64:31:2a:9e,Walter Group,nn,$31.28,2017-02-06T14:20:05,Val-de-Travers,109.316818,27.1075245,Thailand,1998-06-18
Europe/Vilnius,2015-02-06 03:23:29,30:b6:8f:e6:92:f5,Bachmann-Brunner,fr,"$3,690.64",2008-06-30T09:27:23,Sarnen,178.105980,-61.5647625,Hungary,2007-08-24
Africa/Accra,1976-01-04 06:11:02,6f:b5:c1:54:12:ae,Müller Ltd,ve,$5.20,1983-02-15T04:32:01,Pully,60.720339,19.2330965,Afghanistan,2020-10-05
Africa/Porto-Novo,2022-06-10 09:14:03,2b:39:d5:f3:7a:f3,Schwarz-Stettler,sq,"$4,897.25",1987-01-03T12:23:36,Rüti,98.894003,-31.247056,Colombia,2001-09-21
Africa/Niamey,2001-03-15 01:26:32,4c:9f:42:98:48:02,Bühler-Wettstein,km,$7.26,2006-01-14T05:16:51,Arbon,-160.247015,-86.3075745,Honduras,1975-02-27
Pacific/Galapagos,1970-01-14 14:09:39,9b:97:10:ad:9d:82,Grob Ltd,fur,"$38,273.45",2011-10-05T07:09:57,Emmen,-156.480192,-32.243833,Montenegro,2013-07-02
Africa/Bamako,1992-10-29 05:44:49,76:17:46:42:04:c3,Favre-Merz,or,"$23,491.13",1993-01-22T01:09:08,Lausanne,105.697716,-56.7235755,Argentina,1995-02-20
America/St_Vincent,1991-07-13 15:03:20,0c:34:cb:b2:25:ed,"Hotz, Mäder and Schaller",ayc,$69.25,1987-07-27T04:03:19,Morges,12.694594,14.464449,Namibia,1994-03-17
Indian/Antananarivo,1976-04-27 22:49:07,bc:9d:8a:30:75:bd,Gasser-Imhof,ps,"$39,619.59",2008-02-23T21:19:46,Bulle,-92.568966,-60.6644165,Grenada,2022-10-05
Africa/Harare,2017-07-11 22:16:00,e3:60:d0:5b:63:4b,Hofmann-Thommen,nl,"$2,495.95",1975-08-18T02:24:21,Sursee,-96.866939,-69.981244,Venezuela,1991-06-27
America/Port_of_Spain,1989-05-21 04:49:19,b0:1c:0d:45:e0:91,Winkler LLC,cv,$3.57,2022-11-01T15:47:26,Lyss,-29.952702,-75.640606,Israel,2007-12-16
Asia/Amman,2012-12-22 15:17:42,11:85:0a:bd:bb:1e,Hofer-Zehnder,bem,$204.93,1997-04-21T06:42:45,Ittigen,19.458168,40.2636865,San Marino,2013-07-21
Indian/Mahe,1989-06-25 02:47:28,b1:e6:5e:45:c2:e7,Graf-Fuchs,wae,"$5,069.96",2002-06-24T17:54:24,La Chaux-de-Fonds,13.020926,46.576546,Finland,1998-01-08
Europe/Malta,2010-05-01 15:04:42,66:0e:2f:82:70:a6,Schneider and Sons,ayc,$20.15,2006-06-03T21:35:12,Binningen,-123.719961,53.360353,Malaysia,2001-03-06
America/Grenada,2006-08-17 22:31:22,ef:6c:1a:61:31:23,Leunberger-Lüscher,eu,$74.04,1990-07-26T21:52:24,Schaffhausen,-110.660188,-9.232477,Federated States of Micronesia,1996-02-05
Asia/Singapore,1978-05-19 17:19:27,c6:f0:df:b5:c0:2f,Gerber and Sons,pl,"$5,746.79",1997-10-11T01:16:05,Zollikon,113.039520,-14.6541405,Afghanistan,1982-01-04
Europe/Sarajevo,2013-10-25 19:50:44,77:15:62:5c:90:ee,"Arnold, Hodel and Schumacher",csb,$51.21,1996-08-06T20:48:24,Baden,-130.191442,-34.867677,Philippines,2001-11-27
Africa/Brazzaville,2014-07-08 20:49:10,00:2e:ae:71:88:b9,Leu Group,tg,$6.17,1987-07-03T12:06:02,Richterswil,-129.564807,-21.9607365,Portugal,1976-05-02
Europe/Paris,2010-06-25 13:34:04,77:1a:14:8c:28:61,Tobler-Kern,hy,"$1,432.92",2008-11-11T22:50:56,Yverdon-les-Bains,106.763235,57.951988,Turkmenistan,2007-07-20
Asia/Seoul,1974-06-18 23:42:06,31:94:cd:8c:fd:1e,Schuler-Küng,an,"$36,188.14",1990-12-27T08:54:09,Renens,168.353395,10.651983,Tuvalu,1977-12-20
Africa/Asmera,1998-07-22 20:02:16,21:10:ae:b9:c1:ca,Gross Group,wa,"$49,245.44",2009-09-08T07:32:56,Arth,-143.761113,-53.135024,Palau,2014-03-05
Africa/Libreville,2016-07-29 02:16:40,e8:27:ee:84:a5:90,Lanz-Wehrli,yi,$973.91,2015-10-12T09:25:43,La Tour-de-Peilz,33.526672,-78.677192,Djibouti,2002-08-22
Europe/Vienna,1988-02-03 02:27:13,2b:e7:bc:01:08:3f,Tobler Group,cmn,$9.56,1995-10-10T16:10:45,Payerne,-134.322654,39.6787155,Romania,1990-04-09
Africa/Nouakchott,2021-11-08 14:17:43,67:f4:d6:1e:1e:ef,Walter Inc,bo,$7.38,1983-11-04T01:32:44,Genf,128.758625,3.840965,United States,1993-12-31
Europe/Uzhgorod,1977-02-21 00:00:00,00:74:d0:b4:07:a6,Wenger-Weber,kk,"$4,755.25",2013-06-16T14:16:03,Mendrisio,-162.529601,87.745983,Latvia,1992-02-29
Africa/Dakar,1988-10-15 14:23:42,c9:b4:f8:ef:ec:8e,"Schaller, Braun and Müller",ve,$58.62,2004-05-13T22:09:53,Amriswil,101.286554,80.7487035,Swaziland,2018-01-04
Asia/Phnom_Penh,2017-10-04 15:54:53,a0:e7:70:b7:4e:1e,"Gut, Käser and Wolf",bo,$969.50,2003-05-16T05:00:40,Küssnacht,-13.293214,58.1217955,Kuwait,2018-09-04
Europe/Chisinau,1990-05-09 17:22:01,27:59:0a:90:fa:a8,Sigrist-Jäggi,lb,"$97,891.84",2007-04-19T15:02:29,Le Grand-Saconnex,97.837202,75.0570335,North Macedonia,1976-12-21
Europe/Zagreb,2015-06-03 20:27:44,01:55:39:38:fa:e5,Felber Inc,el,$3.64,1975-12-12T00:22:27,Zug,-26.329931,-60.5978785,Germany,1984-06-14
Asia/Taipei,2004-09-26 13:04:32,13:a0:7a:3c:6a:59,Wagner-Portmann,id,"$5,836.16",1987-08-17T23:33:37,Freienbach,110.706685,26.299938,Denmark,1973-06-05
Asia/Phnom_Penh,1971-02-07 09:01:26,be:68:77:89:07:78,"Berger, Schmid and Bernasconi",szl,"$94,676.70",2015-07-10T19:03:36,Rüti,26.911301,48.1964855,United Kingdom,1992-05-12
America/Havana,1975-06-27 15:37:20,ec:25:b3:30:3c:ea,Sigrist-Schumacher,zh,"$29,389.59",2016-03-18T16:54:26,Küsnacht,-150.151113,64.605465,Monaco,1999-07-16
Africa/Lagos,1971-10-19 07:50:26,e5:2a:a9:a4:76:30,Ackermann-Staub,os,"$81,455.99",2010-03-19T05:48:06,Rapperswil-Jona,170.432375,87.807550,Sierra Leone,1978-07-25
Indian/Mahe,2004-12-12 18:55:16,e3:1a:f1:b8:c3:c9,"Gut, Schenk and Frick",raj,$960.37,2004-10-30T06:31:35,Uster,-178.124062,74.495955,Denmark,1992-02-18
Africa/Freetown,1976-01-24 12:09:16,6e:d6:22:6c:dd:d8,Roos-Zollinger,ik,$291.33,2003-01-27T04:36:42,Maur,-30.052608,86.0331245,Mongolia,2012-05-19
Europe/San_Marino,1975-09-09 00:25:37,38:d9:67:5e:4b:e7,"Kälin, Stalder and Felder",tig,$179.53,2021-11-24T20:50:38,Sursee,-43.281901,49.076271,Suriname,2000-06-30
America/Paramaribo,1994-10-20 07:29:19,8a:42:7c:db:09:4e,Schaub-Steffen,ca,"$6,313.18",2001-03-10T23:58:05,Uster,-145.270798,78.6440205,Bolivia,1987-01-31
Europe/Sarajevo,1992-05-15 12:06:27,9d:e2:5a:4c:7d:69,Stocker-Stutz,hr,$6.32,1982-02-06T23:05:20,Nyon,61.391698,83.9824395,Jordan,1981-09-03
America/La_Paz,2015-08-04 06:52:56,de:65:bb:89:65:55,"Ott, Meyer and Forster",bs,$355.45,1993-09-14T19:25:24,Naters,28.321984,22.8052975,Costa Rica,1994-02-13
Europe/Madrid,2009-10-25 18:58:57,4c:cd:7a:1c:27:09,"Schumacher, Hermann and Kern",ms,"$8,901.46",2023-09-11T19:16:20,Horw,146.523711,53.998806,Zimbabwe,1974-08-12
America/Guyana,2009-05-03 21:34:24,df:09:ed:0d:4d:a9,Baur Inc,oc,$459.89,1977-01-05T07:25:32,Aarau,-116.623748,-80.802831,Kingdom of the Netherlands,2010-04-18
Asia/Hovd,1987-01-01 15:42:36,96:df:b8:27:e5:3a,"Stettler, Scheidegger and Koch",bn,$231.22,2004-12-05T15:00:29,Amriswil,-164.128913,-79.522254,Russia,1977-03-09
Europe/Vienna,2004-07-24 09:50:36,c9:99:6f:d9:ad:5c,Hasler-Käser,pt,"$2,372.13",1991-10-03T11:51:29,Zug,-97.511311,-13.4634855,India,2010-02-07
Africa/Mbabane,1987-03-23 11:58:45,1a:0f:50:86:2f:5b,Seiler Ltd,ik,"$9,745.99",1972-05-12T14:36:22,Uster,-28.671607,35.187800,Madagascar,1986-11-30
Asia/Singapore,2018-06-11 02:48:48,3e:6f:2e:93:da:bb,Fuchs-Steinmann,sid,"$6,377.43",2000-08-06T20:27:56,Payerne,-2.046936,-9.3814005,Cuba,1992-04-21
Europe/Warsaw,1993-08-11 12:27:46,a8:e4:c7:f0:1e:de,"Wegmann, Lang and Graf",lg,$964.28,2008-04-25T08:03:34,Wädenswil,-136.632663,-20.459922,Belarus,1999-01-13
Pacific/Guadalcanal,1985-06-29 21:48:22,db:59:27:1b:a3:1e,"Schärer, Steffen and Eugster",sl,"$1,270.85",2005-12-14T16:55:42,Schwyz,-69.605631,-65.0342665,Uganda,1986-08-16
Pacific/Kiritimati,2020-08-15 13:16:12,20:69:63:63:fa:8e,Frick-Hess,hy,$749.53,1995-05-30T12:08:51,Rüti,-103.269870,-47.3985635,Seychelles,1979-08-17
Europe/London,1988-08-05 15:00:08,af:5f:34:06:b9:76,Bühler Group,lo,$11.60,1976-08-25T08:59:45,Vernier,48.047124,27.720533,Cape Verde,2012-07-06
Europe/Helsinki,1997-12-16 23:08:25,b0:1e:ce:8e:d3:d8,Fuchs and Sons,ku,"$6,819.07",1974-02-20T18:58:28,St. Gallen,28.457455,-68.505190,Bhutan,1975-02-08
Africa/Porto-Novo,1999-11-09 10:37:50,5f:29:31:6a:ce:22,Wagner-Blaser,mg,$13.31,1973-09-26T23:41:57,Küssnacht,-96.778491,23.504342,Zimbabwe,2014-05-24
Europe/Sofia,1993-12-01 00:47:56,ca:d8:67:cd:82:ee,"Kohler, Schenk and Frick",tg,$36.48,1996-09-23T08:19:44,Onex,15.754486,-40.957542,Montenegro,1984-12-27
Asia/Jakarta,1988-09-24 23:05:51,3f:92:58:1d:5d:c6,Blaser LLC,mag,"$34,679.60",1998-07-30T12:12:08,Onex,67.477421,65.217512,Grenada,2002-09-20
Asia/Bangkok,1996-07-16 12:12:32,fe:2d:52:16:38:34,"Lehmann, Stadelmann and Michel",bg,$905.69,1983-03-13T08:30:51,Locarno,-142.016059,-39.041414,Slovenia,2022-05-04
America/Guayaquil,1974-03-16 15:29:43,8f:6c:79:bf:d9:58,"Geiger, Christen and Betschart",eu,"$5,963.56",1977-07-08T13:41:09,Kriens,-20.928715,44.452825,United States,2007-07-28
