srv-99.nicholls.org,02:43:47,3,$20.48,-84.723303,South Maurice,Chamorro,42:52:6e:73:a4:c5,-106.872576
desktop-85.lloyd.info,02:40:50,3372218,"$3,620.14",32.401459,East Kayleigh,Mongolian,dc:42:30:b7:c5:ed,-90.297536
email-04.cook.com,10:39:57,53200505,"$39,638.83",1.9703855,Blackport,Navajo,00:64:6d:81:3b:7e,-126.597670
web-56.khan-humphreys.biz,20:18:01,2114106,$0.47,-71.858632,South Cherylmouth,Belarusian,df:15:c1:d3:f9:f7,157.981333
laptop-58.jones.biz,17:02:44,8,$84.71,-78.081380,Richardsonburgh,Kikuyu,59:27:5c:8c:a4:f7,178.964499
email-92.parkes.com,21:39:57,47788077,$8.48,-12.201404,Robertschester,Chinese,fd:38:cc:82:7c:b9,85.551342
email-63.dixon-davies.info,21:06:30,495903,$7.31,-4.4255825,North Kateborough,Marshallese,62:f1:ef:4a:a6:0d,-166.904194
desktop-76.freeman-davies.com,16:06:57,19036,"$21,347.06",-85.4381665,Jenningsborough,Church Slavic,70:87:1b:2d:fa:4c,-115.084566
desktop-41.smith.com,02:02:02,69531914,"$3,293.56",-59.1453105,Colemanside,Chechen,57:a7:cc:19:7d:d8,-21.683535
web-69.webb.com,18:16:33,72172029,"$7,521.48",-41.9826485,Jennaport,Thai,e6:22:f1:d2:04:56,71.857134
srv-32.allen-hyde.co.uk,12:07:56,4414,"$58,609.96",-23.1571045,Lorraineville,Kanuri,b9:a9:17:bd:8b:1e,-101.942661
srv-51.thorpe.co.uk,23:28:33,34776,"$41,606.93",17.9259245,Frankview,Ewe,48:a1:f1:7d:4b:d2,119.538565
email-05.wright.com,04:52:01,6724,"$5,035.53",-2.148403,Pearsonstad,Gaelic,fc:8e:b9:5d:15:05,-0.772878
email-57.howe-marshall.com,18:49:04,5928283,"$66,676.55",-40.3125695,Lake Susan,Russian,24:a2:33:21:c8:91,-53.414006
lt-78.dixon.info,08:06:28,688849,$495.02,77.9082065,Katherinechester,Ido,31:91:f8:29:52:ba,128.167037
email-95.gibbons.org,04:56:39,4,"$3,185.85",32.1464455,Rhysland,Georgian,b9:ca:23:46:47:bf,-97.798433
lt-94.ball.com,19:32:41,596591,$1.08,88.3292635,Greenberg,Tigrinya,95:2f:0d:b5:7e:db,173.922426
desktop-67.flynn.org,01:07:49,880474,$6.23,79.778992,New Charlotteberg,Icelandic,a4:d7:82:d7:3e:3a,-145.069469
lt-59.reid-jones.info,18:58:13,786,"$33,409.91",15.918564,East Leon,Ukrainian,60:64:8f:c7:8a:f0,-89.187172
lt-34.obrien.com,15:32:32,83547256,"$6,145.65",-24.659785,Lordburgh,Tamil,19:e2:91:21:2d:aa,69.236948
web-79.parsons.net,09:56:29,908824,"$4,095.54",77.778825,New Lucystad,Aragonese,c4:50:1b:95:38:ce,78.999407
lt-59.gill.org,11:45:22,985,"$6,132.26",-44.0668195,New Donaldbury,Maori,67:95:e1:68:cc:14,33.836560
desktop-93.leonard.com,08:18:23,779041,"$5,654.14",-86.092555,Waltersburgh,Herero,65:5f:46:12:dd:56,18.279673
web-38.woodward-browne.com,02:48:07,9108783,$465.08,45.1196685,Port Stevenville,Twi,0e:68:fe:3f:41:41,170.555316
laptop-47.chambers-hamilton.com,07:47:31,992848,$93.95,-54.1697045,West Jayton,Norwegian Nynorsk,e3:80:f8:4e:1f:a9,-5.968473
db-36.gardner.com,12:20:41,559854651,$317.36,4.9664835,East Carolyn,Indonesian,23:68:5d:54:66:ef,-157.877569
db-34.fisher-walsh.org,10:04:59,9,$6.82,47.881125,East Marionside,Interlingue,5c:1b:12:a9:55:1a,-86.999674
laptop-20.hart.com,08:17:14,13552687,$80.22,35.499608,Port Michaelborough,Navajo,8e:b8:d3:a6:76:bf,-93.392740
web-72.cooper.com,08:36:30,568553165,$926.27,-69.6248485,Dorothyfort,Tamil,71:f4:b2:75:bf:b9,92.925007
lt-14.houghton.info,19:37:08,15625349,"$9,593.67",44.542195,Clarkeberg,Finnish,5c:47:8e:1e:3b:1a,51.991327
web-52.hopkins-robinson.com,05:04:24,6,"$4,667.01",35.426878,East Hazeltown,Macedonian,be:2e:c8:26:bb:5d,70.471522
lt-20.burgess.com,20:48:00,805,"$41,506.48",-56.753293,Aimeeside,Aragonese,78:c3:7a:a4:3f:da,-178.059620
email-65.williams.com,03:41:39,72960747,"$5,548.74",-31.326289,Davisland,Divehi,d9:8e:ae:f4:71:16,96.337526
srv-17.browne-wilson.com,04:01:04,5475161,$32.68,-41.8006585,South Kathryn,French,33:23:32:42:08:02,169.904367
email-12.smith-lewis.org,23:09:04,63877,"$59,378.45",-89.7250125,Robsonfort,Maori,43:54:a1:3b:15:6d,-48.376021
srv-36.davis.com,23:58:59,733,$2.80,80.1091995,Jasonside,Afrikaans,55:51:27:83:8b:22,-119.869144
web-35.king.net,05:49:43,303478250,$370.10,-72.5974925,Nicholasville,Tsonga,00:47:fe:2c:10:68,-21.203914
lt-36.daniels.com,12:40:35,718092,"$93,805.09",46.833718,Port Hilaryville,Rundi,53:4d:7f:c3:d4:11,-156.664750
srv-47.scott.biz,05:11:50,57,"$9,389.52",0.2491215,Clarkborough,Sardinian,12:9b:f3:b7:39:a4,20.297846
email-26.hayes.net,12:38:36,92034,$619.72,46.2371645,Rogershire,Sindhi,45:7e:35:eb:b1:1a,6.229645
srv-03.middleton.com,05:03:14,980755755,$162.46,-19.767891,Rowechester,Dzongkha,b7:79:d5:4a:25:46,142.454053
laptop-11.smith.biz,12:35:37,10,$32.97,-67.395038,South Valerie,Bosnian,d5:43:bb:4f:da:71,-64.225545
laptop-31.hussain-matthews.biz,10:22:04,329639,$948.21,16.9312435,Luketon,Sichuan Yi,25:4d:82:f9:d5:e8,155.015981
db-48.evans.biz,12:13:28,675754,$902.28,72.631090,Hammondberg,Malayalam,f2:1a:11:6d:da:47,-148.409117
desktop-51.gordon-smith.com,17:55:19,80831,"$57,114.14",-63.0751485,Port Kellyburgh,Central Khmer,f0:d8:d9:0d:3e:c7,-91.842748
laptop-19.butler.org,17:48:51,92109943,$1.12,-83.8294235,Lake Geoffreyview,Hebrew,1f:c4:53:cf:9c:22,99.905711
web-14.brown-steele.com,18:09:06,54124,"$60,207.82",54.984351,Simonmouth,Yoruba,11:7c:eb:05:e3:e3,-40.844781
db-02.burns.co.uk,17:11:40,8017,$847.95,83.570723,New Marilynmouth,Central Khmer,84:c8:62:b6:9e:c3,69.108482
laptop-03.adams.com,13:37:52,155,"$17,769.00",-3.268317,North Dominic,Fijian,1f:0e:5b:07:16:73,-56.350753
db-93.robinson.co.uk,08:38:15,94288,$4.34,31.125671,West Stanleytown,Lithuanian,d2:e8:35:94:bd:dd,140.437221
db-97.woods-gill.com,07:11:10,146921,$83.41,-4.8622035,Lake Mandyside,Cornish,70:f4:7a:ae:b3:3f,-101.760450
email-54.walker.co.uk,05:11:31,4312202,$385.65,-78.415196,Evanston,Urdu,18:72:bc:ae:02:7f,48.212999
web-10.reid.info,22:56:34,228851,$6.73,-80.5552035,Port Danielland,Icelandic,d9:8f:56:bc:98:52,-138.690013
desktop-05.francis.org,17:24:41,5,"$6,082.73",49.4226205,Haleland,Telugu,9c:dc:61:c8:27:bf,-97.385891
email-38.barnes-goodwin.com,05:13:51,59287,"$99,766.66",2.133622,South Marionfort,Uzbek,b6:99:1c:95:73:35,161.134151
laptop-74.nicholson.com,09:45:14,7961,"$7,214.86",-2.3024865,Clareburgh,Chichewa,35:0f:ab:78:d6:24,114.315585
laptop-38.morgan.co.uk,19:40:42,734815,$72.79,19.132117,North Christopher,Kikuyu,11:a4:07:22:4c:2d,-39.924329
db-43.higgins-ali.info,16:21:54,47828,$857.92,22.7279105,Barkerfort,Finnish,40:ef:38:b8:8d:fa,132.864552
web-48.ford-bell.co.uk,15:49:56,77,"$21,099.37",87.8937375,Port Holliefurt,Gujarati,92:3f:15:d8:ab:b2,-39.320445
email-95.davison-turner.com,19:58:47,241,"$85,327.08",-75.825655,West Christine,Bosnian,fa:84:7d:a2:8c:1c,178.992735
srv-04.wheeler.com,22:55:38,5891904,$49.18,-61.065117,South Joannestad,Dutch,10:f6:15:3a:f8:a1,115.669543
email-93.johnson.com,08:45:57,4,$4.77,-32.523990,Leightown,Portuguese,86:a6:14:bf:4e:70,146.675069
db-56.mckenzie.org,18:58:06,856904241,$268.37,6.1831895,Pickeringfort,Akan,f3:68:a0:c7:9e:84,-127.844806
db-18.berry.org,04:02:03,8730,$8.01,75.0258715,East Chelsea,Oromo,7c:98:f3:e4:48:6e,52.670187
srv-38.tomlinson.com,04:28:29,292264946,$290.37,42.0540255,Janetshire,Central Khmer,ea:55:bb:8b:76:c8,120.866806
laptop-48.reed.co.uk,17:00:09,68,$3.85,-66.629177,West Terryside,Indonesian,22:96:74:88:a7:68,3.599944
web-81.parsons.org,00:19:06,82632389,$927.45,-43.8114075,South Garryburgh,Oromo,b5:19:b8:f2:05:65,28.788226
srv-83.ashton.org,21:05:18,3027,$8.85,23.824856,Port Leah,Latin,c7:a6:75:8e:62:ad,-44.365845
web-52.west.com,00:14:25,2528,$268.74,-78.186421,Julianside,Haitian,a6:ad:2f:67:a4:b7,103.411234
desktop-06.fitzgerald-martin.org,06:36:28,6,$678.27,-24.457284,East Alison,Hausa,0b:fc:ec:35:69:62,-121.817098
db-43.armstrong.com,14:06:39,4600845,$24.46,-50.681444,East Fiona,Bislama,43:77:9e:42:4b:e4,-159.449686
desktop-26.bishop-campbell.co.uk,19:33:04,7,"$4,938.65",-82.1439635,South Lyndaland,Hiri Motu,8e:4a:c4:2b:ee:f7,-174.347373
laptop-66.allan-gray.org,02:17:40,9115,$2.75,-10.450101,Peacockchester,Romanian,18:b7:ac:4e:6a:bd,-26.525571
desktop-23.lee.com,09:10:59,14101729,"$42,794.07",28.5654045,Lewisstad,English,18:58:64:4a:50:d5,-52.431889
email-25.stevenson.com,08:42:26,147,$124.95,45.674577,Brendachester,Amharic,0d:15:81:62:cd:6d,-102.347525
email-84.curtis.co.uk,14:10:39,5232,$593.17,3.2335595,Smithland,Hindi,b5:33:3b:5a:a5:b9,-126.859548
laptop-71.moran.co.uk,13:19:36,1410,$113.04,-6.7726015,Connorview,French,e1:26:ee:ca:78:19,-145.469392
laptop-82.harding.com,09:53:27,2854293,$29.62,-13.192642,Thompsonside,Corsican,6d:34:fd:7e:15:56,168.129371
desktop-97.warren-walters.com,20:44:47,86238485,$925.31,-46.085058,New Edward,Icelandic,b7:2f:cd:25:ea:00,135.867811
desktop-71.black-james.com,12:06:09,94,$60.35,-50.830327,New Maxside,"Sotho, Southern",48:c7:d9:9d:37:a3,-21.040817
web-49.jones.com,04:26:53,733263,$96.44,24.2553445,West Oliverchester,Venda,33:03:85:22:7b:d8,123.622434
laptop-18.page-white.com,04:35:39,338,$93.12,22.935504,Port Eileenmouth,Irish,0e:0c:88:e4:18:14,146.936819
lt-65.lloyd-walker.com,18:09:02,6300,$9.93,68.147222,Brownberg,Igbo,96:9a:60:6e:d5:73,-24.671205
desktop-67.dodd.com,08:56:07,6,$729.71,55.450887,Port Naomifurt,Kazakh,5d:c6:1a:48:41:21,-119.060551
srv-90.barrett.com,22:31:01,7,$33.06,-57.2293585,New Jenna,Nauru,f5:23:b0:28:f9:03,178.444810
email-08.hyde.org,10:00:10,4993,"$3,200.43",-89.6292715,West Bethanville,Limburgan,e1:00:52:27:60:3e,24.468502
desktop-33.smith.co.uk,08:39:41,482624,$63.56,-71.803148,North Hilaryhaven,Tonga,56:18:2f:6f:23:a1,-125.562190
web-70.hunt-jones.com,01:40:11,369,$3.53,72.074506,Baldwintown,Afar,88:c6:0d:ee:c1:f8,64.105177
srv-08.garner.co.uk,16:58:49,7867,$27.37,70.785396,Alexandrahaven,Zulu,91:2a:70:bb:6c:39,-6.877474
email-47.harris.org,18:41:34,3,$855.02,-51.008674,Colinville,Dzongkha,1e:4b:86:d0:f6:4e,-64.775065
lt-54.morgan.com,19:06:49,1008853,$829.52,71.9923675,South Rachaelside,Spanish,f2:6f:2e:b5:85:0e,-67.703157
laptop-93.byrne.com,22:00:24,112,$655.18,-23.775948,Tonyfort,Czech,f5:19:a6:8d:52:a2,102.727639
lt-58.thompson.com,12:22:58,75475,$7.43,84.847431,South Terenceborough,Fulah,9e:33:91:ef:a8:92,51.312048
web-55.hopkins.biz,20:01:00,84426,$81.67,22.035389,Jillchester,Bislama,01:5f:8e:dd:c5:1a,99.704816
desktop-42.jones.org,11:38:59,80424365,$5.90,48.907538,East Patrickstad,Yiddish,7e:5b:66:b6:51:bc,141.296636
desktop-87.taylor.com,07:02:18,7935,$536.48,43.298588,Elliotfort,Igbo,30:08:ea:c6:10:35,-78.830750
db-51.myers.info,15:08:20,2,"$1,496.15",-18.8022085,Lake Jamesburgh,Ido,1e:97:e1:a7:4a:24,153.237541
db-77.thompson.com,09:00:09,233564,"$17,777.98",-84.3649685,South Kayleigh,Urdu,10:66:ed:9b:ca:e8,52.549987
lt-88.bond-adams.com,10:54:49,41,"$78,351.98",9.1470895,Allenborough,Sundanese,fc:81:10:4b:45:20,110.599219
srv-34.wilkinson-flynn.info,05:44:01,38445,"$1,012.80",-33.4792985,Sullivanmouth,Bengali,52:4a:1b:6b:57:a2,-54.337609
email-07.scott.info,06:55:31,22,$927.07,68.9886685,Port Owen,Cornish,57:39:b8:9c:eb:ae,-43.139696
lt-47.thomas.com,00:32:07,277365,$2.95,65.573445,Adamport,Dutch,76:e8:93:09:a6:54,-57.360392
db-91.khan.com,08:43:27,1264057,$980.60,-3.5669175,New Nicholasburgh,Javanese,41:31:c8:cd:7a:7c,125.761920
desktop-33.andrews-hughes.com,00:42:04,233041219,"$3,312.79",19.4767445,Lake Shirley,Slovak,a7:9b:7e:48:ed:9b,-47.804778
db-60.hall-johnson.com,07:32:00,41603,$8.52,32.838124,Farmermouth,Czech,e1:74:71:2f:95:7d,-177.674209
email-85.armstrong-allen.com,10:09:08,8738923,$53.32,51.8900835,Susanland,Marathi,b8:6b:71:ff:ed:ac,22.236550
email-10.khan-newton.org,04:51:12,686070,"$89,051.13",7.3790015,Joannaberg,Cornish,0f:4e:96:8e:39:55,138.552465
db-65.allen.com,23:01:06,5295,$37.95,13.702150,Payneshire,Norwegian,61:10:b0:3a:7d:e8,-52.698435
srv-46.grant-davies.com,15:04:49,35,"$6,245.71",52.263367,Smithborough,Kikuyu,e8:a1:0f:9d:2c:ad,-40.271303
desktop-93.gough.com,14:24:40,31,"$4,144.79",46.951298,Dominicport,Kazakh,bc:55:a0:d6:14:b8,-167.687461
email-53.brown-banks.net,12:23:00,2140,"$27,570.65",14.233413,Jonesside,Bulgarian,93:44:1c:5b:b4:41,118.336168
email-76.fisher.biz,09:35:20,234097883,"$5,271.12",48.2965305,Lake Paulineburgh,Komi,55:88:84:5c:87:8c,173.300482
db-95.sharp-woods.com,05:34:14,484254933,"$42,282.22",8.4001505,Coxburgh,Maltese,50:ab:c5:56:5a:66,97.842050
db-91.smith.com,18:07:13,65473023,"$19,209.76",59.7253275,Youngburgh,Aymara,e3:28:7c:03:ec:3f,21.951374
desktop-72.bennett.com,01:22:43,9939,$46.75,12.5954685,Trevorchester,Maori,22:14:17:85:b8:25,-119.836855
laptop-81.elliott.co.uk,12:12:17,85459,$968.94,54.183816,Port Hugh,Thai,01:b5:05:99:89:c2,-115.065755
lt-17.collins.com,21:26:13,9844,$7.35,-25.326096,East Christopherview,Marathi,d1:31:c7:2f:ba:c9,29.996733
web-14.oliver.com,12:36:19,93521,"$21,347.54",87.685750,Richardsonview,Hausa,c9:f3:f1:22:70:2e,-166.178117
web-07.bird.com,15:54:07,9691476,"$30,557.77",-64.9928715,Jasmineview,Bambara,8b:d4:5e:c3:bf:16,-72.535601
lt-48.knowles.com,09:08:31,932713084,$840.19,-20.358520,Lake Joanburgh,Tonga,6b:a0:12:e6:ee:53,-148.909941
lt-00.bray.com,22:02:08,61438,"$3,239.18",55.4881325,North Abbie,Mongolian,a8:b7:79:7e:c6:14,-111.098733
db-54.jennings-dixon.com,06:29:09,403733,$3.68,-64.7344735,South Lyndaport,Northern Sami,82:c2:b3:a1:1f:ce,-83.824813
email-98.miller-kennedy.com,02:43:02,75,$70.37,-16.472012,East Stewartberg,Latvian,e7:5c:a2:46:aa:00,159.176452
laptop-35.shaw.com,20:23:41,6,$4.67,-64.2875165,Lake Rhys,Tatar,7c:5f:db:e9:63:e3,-121.315212
lt-55.moore.org,06:38:09,953151218,$73.88,-40.541215,Julieland,Haitian,4b:03:b1:f6:7d:f2,-84.303037
db-44.nolan-foster.org,16:57:29,45554,"$41,457.53",-84.205136,Joneston,Burmese,6b:64:3b:93:c7:9c,139.112036
web-42.simpson.com,19:39:04,1619884,"$32,578.71",-33.092414,South Bryan,Herero,ac:8d:e8:70:72:8c,-73.744336
web-00.jones-ball.com,01:34:26,4,$47.35,-88.839503,Stanleyport,Georgian,f8:35:14:26:50:bb,108.597596
db-65.andrews-taylor.biz,04:13:13,9791,$5.58,-77.2665035,Clarkebury,Bengali,be:3b:a8:1a:20:9a,39.728769
db-65.smith.com,13:10:06,48348582,$177.09,-58.9048025,Georginachester,Galician,4a:1c:b7:8b:2b:47,-23.416901
email-54.whitehead.com,22:43:59,7030,$1.73,-9.812718,North Marianmouth,Estonian,ca:a3:bd:d5:ab:45,148.445828
laptop-83.ward.com,20:18:33,65812944,"$65,006.23",75.810748,Port Deantown,Central Khmer,0e:76:4d:61:b4:cf,46.001416
db-54.brown-rogers.net,21:07:15,6988997,$6.21,88.499316,Richardstown,Cornish,6d:91:57:bd:e7:b9,170.343965
desktop-37.mccarthy-lee.com,04:20:13,11038353,$4.07,-20.7570335,Kellymouth,Sardinian,4a:9e:2f:9d:e1:cd,-93.928059
laptop-67.mills.com,13:43:35,7740712,"$4,051.03",-46.119608,Harryview,Fijian,3b:2c:aa:63:98:4d,159.012427
srv-63.wood.biz,17:55:50,574534,$4.55,-62.308909,Geraldineside,Japanese,3e:07:c5:d2:1e:7f,-75.236440
desktop-28.shaw.net,01:19:25,2,"$8,197.88",65.5314875,Pamelaland,Xhosa,8b:17:6c:f2:42:84,137.006948
db-70.newman.com,09:39:24,3189377,"$1,726.44",24.9066795,Alanbury,Swati,73:1f:b4:c8:05:c8,155.355319
srv-73.steele.com,09:43:20,32363,$65.19,-37.0803175,McDonaldchester,Kongo,ae:f4:da:b1:a5:2a,-68.380280
web-72.smith-osborne.com,02:39:06,783,$39.64,39.980283,Fletcherbury,Icelandic,a1:a9:e4:92:f4:c8,114.957154
db-47.waters.info,21:36:11,92,$9.87,-15.7549675,West Dale,Armenian,c6:9a:2a:98:f9:f0,-28.030914
email-95.tucker.com,19:52:45,452992130,$42.53,63.937726,North Hannah,Thai,27:8c:5b:11:f5:1e,20.112898
laptop-64.smith-holmes.org,07:16:09,412238520,$99.84,-15.8965005,Danielport,Kongo,2b:7f:14:1d:ab:37,-140.731544
desktop-53.gibson.com,18:40:00,35562,"$1,215.46",-29.9583055,Lesleytown,Sanskrit,93:c0:77:39:d1:1f,65.142197
laptop-71.wright-fletcher.org,16:06:00,294,$1.15,-33.912698,West Julian,Sundanese,2a:c2:c9:6a:1b:c3,139.261071
lt-58.morgan.com,21:26:26,67153128,$938.28,89.6898735,Porterview,Gaelic,61:7a:87:ac:84:8a,5.490461
desktop-12.mclean.com,21:22:35,822484486,$216.27,-66.004859,Dixonville,Bengali,90:73:cc:62:0b:1c,37.265589
laptop-72.wright.org,07:26:11,2805991,$43.37,78.3102645,North Brettview,Panjabi,37:87:36:14:82:ab,86.312848
lt-86.lewis-sharp.biz,14:28:29,7403502,$9.70,87.049117,New Teresaberg,Bulgarian,17:35:e8:39:11:4e,16.496918
desktop-98.franklin-smith.biz,01:24:32,354455,"$96,640.83",-59.3978375,New Clive,Kongo,5c:28:10:85:23:6c,-94.758171
laptop-74.butcher.info,05:13:23,248105,"$31,657.62",-23.031204,Davidmouth,Bislama,d6:1c:49:b7:4d:17,26.977726
srv-16.clark.com,03:08:25,61554305,$2.35,-75.4700345,Goddardchester,Slovak,bf:7a:9d:91:00:64,154.320986
lt-23.arnold.co.uk,06:39:31,6,$595.25,-25.9330435,Thompsonville,Bosnian,cc:e7:12:6e:48:1e,121.617822
laptop-57.brooks.com,01:38:51,202,$67.34,12.3345425,West Louise,Ewe,d3:b7:ff:88:b5:76,148.641901
lt-16.holland.com,01:08:48,72091648,"$39,556.55",6.370508,East Olivia,Bambara,80:76:d2:67:48:9a,-168.859061
web-93.harrison.biz,18:27:09,896080733,"$97,737.63",12.410377,New Chloefort,Sardinian,7b:e2:10:f5:2d:f1,-146.981647
db-76.lewis.com,06:00:35,53136980,$2.52,-3.0693785,West Abdul,Lao,21:17:7b:9e:7f:0f,-6.411557
desktop-07.patel-allen.com,15:54:14,89,$973.77,-63.5274045,North Meganhaven,Igbo,d2:c2:bf:bc:14:5c,171.220153
