longitude,country,time,iso8601,date_time,pricetag,language_name
83.753388,Bhutan,02:43:16,1983-06-06T01:49:19,1982-05-13 14:03:52,"7,45 €",Bosnian
-37.013759,Tschechische Republik,00:44:15,2001-12-12T09:25:11,2012-09-02 18:01:32,"746,35 €",Tahitian
-15.947305,Südgeorgien und die Südlichen Sandwichinseln,23:33:12,2022-05-10T20:56:22,2006-07-01 00:51:41,"5,19 €",Kikuyu
21.285339,Syrien,17:09:50,2019-08-31T13:21:59,1999-08-06 00:46:06,"8,36 €",Kongo
-151.381664,Simbabwe,23:33:04,1981-07-27T12:59:19,1974-03-02 06:31:38,"564,04 €",Kurdish
-92.517109,Martinique,21:18:14,2007-03-29T01:23:27,1994-05-14 16:08:06,"21.938,25 €",Limburgan
-151.809053,Kirgisistan,10:02:21,2005-11-20T04:20:00,1985-12-29 13:46:48,"481,16 €",Kuanyama
-167.150006,Ghana,15:23:27,2012-02-19T05:49:59,2019-03-04 13:33:41,"595,88 €",Chichewa
-63.454915,Costa Rica,22:09:38,2002-04-22T05:56:35,2003-06-10 10:37:52,"5.056,70 €",North Ndebele
144.731048,Tschad,12:44:20,2019-10-31T05:52:35,1973-07-31 21:03:21,"6,95 €",Albanian
-121.997870,Norwegen,15:34:35,2001-07-30T08:17:33,1998-01-22 14:54:59,"610,68 €",Yoruba
-110.637732,Kasachstan,15:17:35,1988-02-20T09:39:36,1978-01-20 05:07:50,"2.328,92 €",Malay
47.587410,Kokosinseln,12:07:33,2023-09-06T10:33:02,1986-07-31 02:37:50,"0,25 €",Belarusian
100.369757,Aruba,08:20:39,1992-03-15T21:52:45,1980-05-27 14:14:24,"75,13 €",Ojibwa
-129.521052,Dominikanische Republik,03:44:22,1981-07-18T16:26:10,2019-12-07 00:08:42,"782,50 €",Interlingua
-117.019644,Tansania,09:37:29,1985-12-06T19:50:18,1976-10-24 19:41:41,"87.959,11 €",Korean
-173.893426,Aruba,20:48:49,1973-10-07T18:55:50,1996-05-03 22:48:27,"43,40 €",Chichewa
-32.451924,Äußeres Ozeanien,10:30:10,1992-05-23T20:43:51,2013-11-28 13:40:46,"77.966,94 €",Kuanyama
-70.685990,Neuseeland,11:41:17,1971-12-08T03:32:05,2005-02-11 19:49:37,"3.847,26 €",Sanskrit
-140.189570,Mongolei,21:05:56,1978-01-23T10:05:00,1980-10-15 14:07:56,"917,46 €",Esperanto
75.435656,Armenien,00:42:55,1973-02-10T03:39:33,1991-08-27 02:20:10,"5,36 €",Abkhazian
144.587752,Botsuana,14:22:32,1986-02-14T17:01:52,1991-04-18 03:40:08,"48.449,95 €",Aymara
79.944015,Antigua und Barbuda,11:16:03,2018-07-11T00:36:40,2008-10-11 00:04:27,"6,13 €",Arabic
-102.458690,Kanada,22:49:36,1992-12-26T12:44:12,1988-06-21 08:48:04,"9,71 €",Swati
24.711150,Mosambik,23:17:47,2020-01-03T12:48:14,1971-10-26 20:37:34,"20.605,59 €",Finnish
37.097160,Mexiko,19:34:37,1996-01-09T01:02:21,2009-01-29 17:17:13,"2.895,21 €",Thai
139.343562,Britisches Territorium im Indischen Ozean,21:04:30,1990-05-27T05:15:24,1977-09-07 00:15:26,"3.115,59 €",Kashmiri
-165.415665,Finnland,19:09:51,2017-02-11T13:33:53,1999-04-01 13:12:01,"728,95 €",Malayalam
153.118141,Panama,01:12:23,1978-07-17T13:04:03,1995-02-25 03:10:40,"5,01 €",Zulu
113.742435,Äthiopien,10:29:54,1995-09-17T12:29:44,2003-03-29 16:10:31,"6,28 €",Ukrainian
-11.350364,Mosambik,20:29:51,2003-11-17T02:05:52,1978-11-05 05:05:40,"833,54 €",Basque
75.583518,Republik Moldau,04:16:01,1976-05-25T15:53:24,1979-07-09 10:05:24,"57,18 €",Avestan
138.224244,Französisch-Guayana,07:13:53,1994-12-01T06:12:45,1981-09-16 23:31:37,"2.097,51 €",Tatar
-49.620975,Rumänien,03:50:15,1995-05-28T07:34:56,1977-04-13 02:22:15,"1,22 €",Tahitian
-124.012131,Nepal,03:50:29,2019-05-27T23:36:57,1986-08-04 19:54:57,"16,23 €",Bengali
15.075597,Amerikanisch-Ozeanien,03:49:45,2019-06-03T10:25:11,2000-09-30 00:56:17,"3,05 €",Central Khmer
-173.459857,Georgien,15:36:59,1988-10-30T12:17:05,2015-08-17 05:23:07,"1.366,25 €",Croatian
154.486199,Côte d’Ivoire,12:20:37,1976-05-09T04:28:44,2011-04-29 21:07:20,"72.593,90 €",Corsican
-73.372380,St. Lucia,17:04:09,2004-07-20T04:56:23,1990-06-16 17:23:09,"4.532,78 €",Vietnamese
-53.207209,Argentinien,02:05:06,1999-08-11T02:07:02,2014-05-10 19:58:42,"850,88 €",Sardinian
54.907183,Guadeloupe,15:23:53,1989-06-09T17:16:34,2016-03-04 22:23:46,"9.633,60 €",Corsican
-15.563962,Chile,00:40:12,1991-11-01T15:12:33,1982-12-20 10:31:41,"33,25 €",Chinese
117.293577,Mauritius,04:03:07,1976-08-11T06:56:28,1979-03-08 12:03:15,"56.505,51 €",Tatar
-141.332375,Nigeria,13:54:12,2016-02-22T10:20:16,1990-05-29 05:20:32,"45,75 €",Ukrainian
-166.062848,Bermuda,15:43:27,2020-08-15T15:24:41,2009-10-03 12:31:24,"5,47 €",Swati
168.937081,St. Barthélemy,23:30:52,1982-07-14T07:00:47,1970-09-30 19:54:44,"193,07 €",Bambara
-72.608152,Aruba,04:15:22,2004-09-25T13:40:54,1972-07-11 03:43:12,"595,82 €",Haitian
-6.737745,Belize,18:17:53,1996-12-05T03:56:14,2018-05-11 15:41:35,"62,45 €",Japanese
-36.432764,Kirgisistan,16:49:49,1980-04-28T01:51:38,1973-03-15 18:32:38,"23,75 €",Marshallese
-46.946792,Mongolei,13:54:18,1981-03-30T07:45:51,1978-11-02 05:01:14,"12,05 €",Bengali
21.757169,Lettland,00:26:11,2000-05-03T06:43:14,1986-09-17 07:31:46,"90.362,86 €",Marshallese
-35.102546,Togo,20:11:56,1973-01-25T12:09:22,1975-09-19 17:15:47,"85,83 €",Urdu
-161.111730,Tuvalu,07:26:09,1972-06-11T12:20:13,1975-02-05 21:36:45,"714,96 €",Twi
114.894416,Schweden,00:10:16,1977-04-10T06:01:51,1981-02-10 21:52:00,"9,13 €",Lingala
12.259759,Finnland,09:34:11,1984-09-05T11:02:43,2023-03-12 12:09:30,"2.705,69 €",Bosnian
168.186635,Sonderverwaltungszone Macao,04:09:32,2003-03-24T22:22:08,1994-05-13 03:50:01,"17.186,84 €",Portuguese
149.675344,Senegal,23:59:49,1985-01-17T22:37:21,1981-09-26 19:35:00,"869,41 €",Albanian
-11.034316,Irak,01:24:59,2018-08-29T04:32:31,2006-11-01 01:01:56,"3,48 €",Bashkir
112.493028,Schweiz,07:35:02,1983-05-07T17:01:05,1995-06-06 11:32:03,"3,37 €",North Ndebele
-36.684487,Libyen,08:55:32,1996-05-05T20:16:29,1996-02-25 12:25:38,"3.525,89 €",Malay
-113.627927,Niue,11:21:57,2017-07-03T10:58:13,1987-11-22 16:49:17,"72.639,38 €",Samoan
32.287385,Deutschland,05:47:52,1992-03-13T15:06:48,1973-01-06 00:45:44,"9,97 €",Tajik
178.180892,Griechenland,09:33:00,2005-12-07T16:50:42,1982-02-08 12:36:31,"24.940,58 €",Bengali
128.147584,Malaysia,08:40:25,1998-08-09T05:46:28,2009-11-02 14:01:37,"7,40 €",Croatian
164.436559,Britische Jungferninseln,05:19:41,2023-03-18T13:19:54,1990-08-19 20:12:00,"886,83 €",Bashkir
-52.666105,Mikronesien,00:21:45,2007-10-29T11:55:48,2021-07-07 13:59:53,"55.590,38 €",Tamil
6.006673,Namibia,14:48:12,2017-11-21T12:05:10,2009-01-04 03:35:01,"68.132,55 €",Akan
19.783532,Nauru,01:17:31,1997-02-05T16:31:57,2018-10-04 09:47:10,"36,09 €",Kalaallisut
70.514274,Burkina Faso,00:02:54,2017-05-06T13:27:31,2007-08-08 15:12:20,"11,97 €",Kikuyu
-22.332196,Tokelau,15:00:14,2015-02-03T21:09:11,2011-09-18 16:50:07,"741,86 €",Assamese
-109.603888,Sudan,19:44:07,2010-10-04T03:07:50,2006-04-17 16:24:12,"66,28 €",Amharic
105.350342,Norfolkinsel,20:28:56,1986-01-22T23:45:48,2017-06-23 15:36:44,"179,02 €",Shona
6.798884,St. Pierre und Miquelon,12:55:18,2020-06-23T20:38:46,1998-07-28 23:58:14,"3.685,48 €",Malay
69.785345,Lesotho,15:49:41,2008-03-03T12:22:55,1994-04-25 16:45:05,"45,69 €",Twi
-127.006905,Nepal,19:40:32,1992-12-06T17:47:10,1990-10-01 20:21:11,"699,88 €",Navajo
-44.286946,Tadschikistan,10:37:15,1986-04-18T15:40:10,2019-03-26 12:36:40,"9,39 €",Maori
48.773853,Honduras,01:10:17,1980-11-05T15:01:52,1972-12-30 15:10:28,"87.783,13 €",Lao
3.005894,Zentralafrikanische Republik,14:30:24,1973-10-02T01:50:16,1979-03-03 17:10:35,"101,49 €",Hungarian
-128.321159,Kroatien,03:51:28,1983-01-25T23:13:11,1993-08-05 03:49:11,"44,23 €",North Ndebele
95.546305,Republik Korea,11:27:12,1973-12-23T01:16:44,2008-06-12 09:11:48,"8.690,44 €",Chechen
-163.784055,Puerto Rico,07:06:46,1971-03-01T06:28:47,1972-10-09 15:09:18,"5.458,39 €",Pushto
5.938685,Norwegen,00:49:07,1974-10-31T23:22:43,1981-08-25 21:05:33,"46.459,32 €",Gujarati
-165.431646,Uruguay,07:24:22,1987-04-30T18:26:11,1998-05-15 19:00:54,"7.211,89 €",Sinhala
142.611984,Aruba,00:28:54,1980-10-21T02:53:41,1987-06-03 13:38:47,"25,78 €",Javanese
160.415679,Burundi,08:20:44,1975-05-28T03:31:55,2009-05-15 04:39:52,"55,26 €",South Ndebele
-42.870303,Serbien und Montenegro,10:47:09,2020-06-07T14:15:25,1988-06-25 03:00:08,"54.487,92 €",Romansh
135.629799,Liberia,10:09:41,2002-02-11T06:25:34,1976-05-04 02:24:49,"98.904,67 €",Pali
62.471365,Bolivien,09:57:17,2007-10-19T20:51:12,2018-05-29 02:18:58,"2.341,53 €",Georgian
7.979638,Mikronesien,04:24:52,1999-12-27T03:52:11,2006-11-07 15:14:05,"2,02 €",Occitan
-25.038140,Haiti,21:18:07,1984-12-15T05:40:10,2020-01-26 06:29:35,"24,81 €",Hindi
-14.385221,Demokratische Republik Kongo,07:55:30,2007-09-23T07:38:15,1979-01-14 16:16:53,"4,96 €",Serbian
124.546815,Afghanistan,08:30:53,2019-09-08T04:10:27,1977-04-29 15:44:53,"55.807,15 €",Sango
-43.863713,Britisches Territorium im Indischen Ozean,01:43:33,2005-03-21T10:00:24,2016-06-20 17:43:24,"532,41 €",Divehi
87.375184,Südgeorgien und die Südlichen Sandwichinseln,13:29:28,1980-08-28T23:50:59,2004-10-11 19:03:53,"36.561,79 €",Luxembourgish
90.568567,Antarktis,03:52:53,1991-07-31T15:59:14,1970-05-14 19:14:21,"97.066,12 €",Malagasy
-26.897407,Island,02:07:22,1987-01-23T02:37:55,2022-12-26 19:31:36,"0,22 €",Bihari languages
23.483243,Portugal,04:44:48,2003-11-22T19:43:09,1977-07-21 02:10:42,"5.443,24 €",Zulu
115.116783,Amerikanische Jungferninseln,17:35:27,1975-04-06T07:14:53,2008-04-03 11:29:48,"5,04 €",Navajo
98.339763,Tuvalu,18:33:21,1980-09-10T22:13:26,2003-08-27 21:59:08,"69.976,61 €",Estonian
26.442473,Kambodscha,16:38:38,2011-06-21T07:57:51,2009-10-30 23:22:24,"428,17 €",Kongo
-152.642056,Singapur,00:14:34,2019-12-05T03:55:45,2007-10-25 01:05:23,"1,47 €",Luba-Katanga
-131.431439,Simbabwe,23:37:44,2006-03-07T16:32:32,2021-11-22 15:54:13,"8,05 €",Chechen
4.268237,Botsuana,04:01:08,1983-06-01T18:18:26,1986-03-24 18:36:56,"1,08 €",Swahili
-68.839169,Zypern,19:21:46,2006-04-27T14:28:39,1989-03-23 07:15:16,"52.250,59 €","Sotho, Southern"
-26.647727,Bouvetinsel,12:40:09,1976-01-20T19:26:41,2014-07-10 13:35:43,"55,33 €",Zhuang
-151.067057,Serbien und Montenegro,10:33:52,1975-03-12T02:19:43,1994-12-19 09:39:53,"47.276,70 €",Haitian
138.089545,Cookinseln,18:03:26,1990-09-28T22:26:46,2000-01-04 10:46:22,"0,11 €",Navajo
129.959218,Färöer,00:20:37,2012-02-06T16:45:54,1982-05-20 19:13:58,"3,44 €",Walloon
31.469114,Sierra Leone,23:27:18,2002-01-04T13:13:07,1999-06-10 15:39:58,"4.417,38 €",Shona
34.620741,Heard- und McDonald-Inseln,16:54:06,1990-03-13T23:01:15,1989-12-07 14:29:31,"1.664,44 €",Afar
135.441002,Mexiko,05:54:45,2001-02-26T05:09:40,1979-05-31 12:08:02,"2,78 €",Kongo
-37.918188,Australien,18:23:55,2019-03-01T06:17:02,1984-05-18 00:32:56,"642,46 €",Hiri Motu
-137.417049,Iran,09:58:33,1982-04-21T13:15:41,1970-03-06 10:09:03,"4,06 €",Korean
-150.873102,Myanmar,16:08:03,2003-05-08T18:30:49,2008-05-24 23:14:04,"3.647,35 €",Chechen
57.989907,Japan,05:03:38,1975-06-01T20:17:22,1975-10-31 18:52:06,"858,16 €",Catalan
68.396853,Taiwan,00:12:42,1974-10-27T05:06:42,1992-02-15 20:50:13,"9.618,69 €",Ojibwa
-75.332715,Portugal,15:06:05,1977-08-16T20:31:54,1976-03-17 09:23:04,"3.369,32 €",Esperanto
-167.572442,Oman,11:58:31,1982-01-06T02:48:37,1999-05-22 11:35:46,"4.607,25 €",Haitian
-155.146621,St. Helena,11:56:59,2006-01-26T09:01:13,1986-01-23 14:08:29,"8.989,76 €",Northern Sami
-148.938750,Kongo,13:33:08,2011-04-03T12:25:55,1984-09-11 10:37:07,"54.989,99 €",Malay
-41.384403,Lettland,10:16:03,1995-07-08T10:50:11,1987-08-01 21:42:52,"748,61 €",Luba-Katanga
80.667192,Südafrika,20:28:05,1970-09-20T08:01:02,1992-01-29 05:01:41,"393,20 €",Faroese
105.088050,Malediven,04:16:17,2022-05-09T01:46:37,2019-01-20 06:07:36,"5.629,44 €",Malayalam
-152.310877,Rumänien,09:23:23,1972-03-13T12:50:04,2009-04-07 00:13:02,"69.084,40 €",Georgian
-66.521027,Albanien,21:49:18,1989-09-24T21:26:55,1993-11-24 02:02:56,"5.619,11 €",Macedonian
-31.475909,Türkei,06:43:04,2013-06-25T21:42:59,2020-09-30 14:52:28,"58.224,76 €",Interlingue
-22.588214,Dschibuti,01:46:05,1994-08-26T00:53:35,1980-08-28 10:27:16,"737,25 €",North Ndebele
35.039279,Somalia,06:57:13,2003-04-10T05:58:21,1999-05-12 15:09:23,"5.378,57 €",Gujarati
-125.464552,Litauen,19:56:40,2003-10-03T17:47:58,2013-02-24 17:23:48,"43,97 €",Thai
95.794669,Martinique,05:09:39,2017-12-12T06:56:24,2001-02-28 16:08:26,"73,09 €",Pali
-61.236246,Marshallinseln,06:20:35,2015-11-29T01:21:25,1978-11-19 16:06:53,"3,10 €",Esperanto
47.660230,Mayotte,22:11:48,1989-12-05T16:53:00,1995-02-09 00:19:30,"783,71 €",Icelandic
-21.566410,Antigua und Barbuda,13:38:03,1983-08-29T06:24:22,1988-08-18 02:55:00,"662,33 €",Swati
-142.241265,Indien,11:08:05,1986-11-04T07:05:29,1979-08-20 02:25:28,"48,70 €",Catalan
94.515833,St. Lucia,22:10:47,2010-05-17T09:31:28,2017-02-01 09:00:27,"22,56 €",Marshallese
-112.424916,Äthiopien,23:19:41,1980-03-14T08:52:39,2020-01-22 09:56:53,"1.627,75 €",Inuktitut
-160.381066,Sambia,05:43:50,2010-08-02T09:52:05,2000-03-22 22:32:12,"48.449,93 €",Kazakh
-156.384174,Mexiko,01:05:11,2011-09-01T19:30:52,2015-06-14 02:11:10,"664,18 €",Aragonese
60.303601,Jersey,21:51:45,1986-11-05T07:08:42,1987-11-11 08:35:47,"1.702,05 €",Igbo
149.665590,Slowakei,11:15:55,1972-03-25T06:27:41,1970-04-15 19:01:23,"97.150,11 €",Zulu
-108.539850,Osttimor,19:56:54,2009-03-14T13:30:25,2013-11-30 00:57:04,"5,38 €",Panjabi
95.727496,Afghanistan,01:47:45,2010-08-18T14:12:24,2013-03-23 03:55:09,"8,60 €",Tigrinya
144.452093,Jemen,19:36:29,1997-12-14T21:59:29,1994-03-03 22:26:57,"18,39 €",Tatar
0.242800,Pitcairn,20:07:55,2017-06-27T22:22:49,2022-05-13 18:06:11,"300,04 €",Kikuyu
37.680929,Jamaika,17:02:06,2002-02-28T03:51:20,2004-05-09 04:37:50,"93.722,01 €",Kanuri
-83.646600,Kuba,21:12:07,2020-12-15T08:18:00,2016-09-10 07:35:24,"90,77 €",Dutch
5.158717,Griechenland,18:09:59,1975-10-05T10:11:15,1989-09-24 09:02:16,"541,90 €",Inupiaq
53.712137,Komoren,01:54:54,1993-12-15T10:46:44,1987-04-21 09:09:47,"5,29 €",Norwegian
-110.807672,Kroatien,15:52:59,1979-08-08T19:35:46,1970-05-16 00:35:04,"7.120,99 €",Turkish
-135.375524,Bosnien und Herzegowina,00:26:38,1992-07-02T09:45:55,1996-02-28 03:37:36,"4,29 €",Thai
57.953730,Guatemala,00:32:03,2015-05-08T20:51:26,1994-09-20 07:56:32,"83.412,52 €",Hiri Motu
-98.624091,Suriname,23:04:54,1972-05-24T14:06:55,2007-09-19 10:03:44,"8,99 €",Divehi
-177.477370,Litauen,09:42:09,1981-11-16T05:43:16,2017-11-09 18:46:20,"9,80 €",German
-108.875246,Guinea-Bissau,22:44:27,2000-11-02T07:44:11,2010-05-12 11:56:32,"50.318,41 €",Zhuang
49.332052,Syrien,23:27:41,2022-09-11T13:25:27,1984-12-01 05:41:15,"5.917,00 €",Sinhala
87.786847,Luxemburg,10:22:18,1991-07-02T03:10:15,1977-01-20 20:01:47,"4.033,06 €",Assamese
20.907123,Malaysia,13:12:54,2001-04-20T00:50:56,1985-09-01 00:15:19,"2.905,46 €",Faroese
-117.750199,Tokelau,02:24:16,1979-06-14T21:30:37,2002-09-05 06:43:25,"5,75 €",Hebrew
-90.600234,Uganda,04:01:34,1992-08-05T08:16:54,2017-04-14 15:41:23,"6.095,33 €",Galician
-178.207193,Sonderverwaltungszone Hongkong,10:25:55,1992-04-17T22:10:38,2012-04-05 21:34:00,"9,60 €",Bislama
81.363655,Ghana,09:40:39,1980-03-27T03:22:52,2020-05-24 04:30:08,"683,92 €",Fijian
-4.227238,Dänemark,14:34:13,2023-07-13T01:16:47,1985-06-29 01:38:40,"26.056,01 €",Afar
99.256621,Fidschi,22:10:56,2001-10-30T08:16:23,1972-11-29 08:53:20,"2,26 €",Malagasy
77.214941,Ruanda,10:10:12,1988-08-31T17:59:13,2007-09-13 08:02:50,"63.313,53 €",Russian
11.571043,Nepal,23:07:13,2001-08-14T21:02:08,1979-05-25 19:35:31,"51.645,92 €",Slovak
115.193387,Jersey,15:56:05,2008-08-17T03:01:09,1987-11-18 13:04:48,"48,25 €",Breton
64.560618,Turkmenistan,12:16:40,1993-07-10T02:03:02,1991-06-21 22:40:31,"428,83 €",Danish
98.002771,Tschad,21:24:26,1996-04-22T06:00:43,2013-03-11 10:42:15,"1,36 €",Lao
-144.157783,Singapur,14:42:01,1987-07-11T10:38:33,2003-10-18 13:16:35,"0,05 €",Aymara
-105.508028,Färöer,17:48:36,1985-05-28T02:46:17,1990-01-27 19:28:21,"7.050,20 €",Cornish
75.419309,Niue,15:18:03,1994-06-25T16:48:40,1971-04-21 22:53:52,"16.716,38 €",Breton
104.221205,Sambia,22:09:39,1971-04-24T03:26:00,1978-08-18 02:05:17,"78.000,36 €",Zulu
-43.543349,Burundi,22:57:00,1977-01-20T12:01:05,2020-10-04 14:22:57,"84.289,08 €",Tibetan
10.134723,Jemen,16:17:16,1976-09-21T03:14:24,1991-03-30 14:10:01,"9,80 €",Avestan
-39.198070,Russische Föderation,10:46:00,1981-07-29T23:07:50,2007-09-11 23:45:57,"9.023,78 €",Italian
3.061772,Fidschi,03:37:58,1973-10-24T14:11:29,1985-01-16 10:24:49,"26,39 €",Malay
121.183818,Dominica,13:18:35,1977-11-22T07:55:12,2005-09-22 20:26:05,"46.483,01 €",Assamese
-139.648256,Nördliche Marianen,02:50:36,1992-12-19T02:02:09,1975-03-07 06:25:00,"9,85 €",Arabic
-159.656300,Jamaika,05:33:24,2001-03-06T09:03:29,2012-05-13 00:07:42,"74,71 €",Tatar
54.716796,Armenien,16:23:17,2006-11-02T21:02:25,1993-08-23 08:10:52,"1,10 €",Afar
-76.976311,Panama,03:44:21,1981-04-16T22:35:07,1992-05-02 06:27:36,"9,66 €",Manx
119.544191,Dominikanische Republik,16:05:41,2019-05-03T03:30:44,2023-03-11 11:18:46,"4.134,16 €",Hungarian
-93.939525,Alandinseln,06:29:31,1977-06-28T18:30:33,2002-10-30 01:32:18,"62.206,28 €",Igbo
-108.224698,Schweden,10:53:49,2018-12-08T01:52:37,1977-10-14 04:49:53,"99.359,20 €",Tsonga
-104.029553,Südgeorgien und die Südlichen Sandwichinseln,03:05:38,1988-03-23T00:03:31,2009-04-18 21:31:54,"67,88 €",Kirghiz
161.924516,Turks- und Caicosinseln,14:59:20,2021-04-11T14:25:12,1986-12-17 23:15:10,"809,75 €",Greek
15.152971,Dänemark,12:29:46,2007-11-14T15:22:19,1974-09-29 10:32:08,"55,65 €",Urdu
-5.393683,Guyana,23:25:25,2012-06-03T13:52:18,1972-03-23 01:17:32,"8,49 €",Finnish
101.042944,Mayotte,07:40:31,2017-11-17T17:44:36,2022-10-12 17:49:33,"89.895,00 €",Latvian
142.233482,Lettland,14:05:44,1977-02-15T11:08:35,2016-07-04 18:05:58,"7,93 €",Tigrinya
-11.272286,Nordmazedonien,09:03:27,1974-03-31T12:00:40,2004-06-15 11:01:00,"9.932,54 €",Rundi
-84.330308,Wallis und Futuna,20:39:28,2013-11-06T05:36:57,1976-04-18 01:56:55,"2,20 €",Burmese
-132.323209,Algerien,21:50:45,1989-05-23T10:26:50,1988-03-05 04:12:30,"770,31 €",Basque
-164.621755,Brunei Darussalam,03:48:27,2018-01-21T13:26:20,1992-06-04 19:14:18,"7.693,67 €",Dzongkha
21.155269,Liechtenstein,13:36:04,2010-12-07T09:38:39,1977-09-24 20:43:49,"730,77 €",Albanian
73.429077,St. Martin,09:50:44,1990-04-06T11:56:52,2001-08-14 18:03:43,"85,64 €",Cornish
-5.154971,Französisch-Polynesien,20:37:58,2001-01-04T01:18:58,2014-01-28 16:10:55,"37.838,90 €",Norwegian Nynorsk
-153.362575,Liberia,17:57:28,1999-04-01T18:45:35,1982-02-06 18:21:28,"5.941,94 €",Ido
-176.459325,Guadeloupe,01:38:17,1972-05-28T16:38:57,1976-02-10 02:00:35,"4,41 €",Ossetian
-115.036124,Paraguay,13:20:06,2003-12-23T01:04:47,2015-05-26 03:46:26,"344,70 €",Uzbek
-140.643749,Namibia,16:07:12,2005-01-14T02:20:56,1992-08-30 09:29:17,"465,16 €",Kalaallisut
94.934221,Zentralafrikanische Republik,14:29:38,2002-10-12T11:29:05,2009-05-05 11:13:57,"90,51 €",Malagasy
-1.720510,Vereinigtes Königreich,10:00:29,2006-10-15T18:30:54,1989-01-13 16:48:25,"779,93 €",German
-155.251193,Aserbaidschan,02:21:37,1984-08-08T14:35:12,1985-12-20 06:49:08,"9,86 €",Zulu
128.315328,Zypern,18:10:27,1983-06-14T01:22:37,1982-10-10 23:28:34,"79,00 €",Tswana
175.869892,Venezuela,07:02:39,1975-01-25T13:49:32,1993-01-15 11:27:56,"78,39 €",Xhosa
-79.000995,Äthiopien,14:35:49,1971-09-18T09:39:06,1972-10-15 21:04:15,"55.922,19 €",Spanish
-21.398609,Malaysia,08:52:16,2004-12-17T06:18:21,2010-10-24 17:46:12,"87.660,25 €",Yoruba
-90.588648,Fidschi,20:02:30,1990-12-14T16:45:17,2002-04-27 02:02:53,"91.399,91 €",Tonga
-14.997749,Lettland,09:50:07,2020-10-26T02:50:09,1988-05-04 15:20:22,"310,35 €",Kongo
-51.027071,Puerto Rico,02:11:30,1973-12-28T06:44:36,2015-09-18 20:24:40,"1,61 €",Hebrew
124.180843,Kuwait,08:41:00,1992-01-21T03:52:17,1976-12-22 23:23:23,"8,02 €",Telugu
161.190888,Réunion,02:12:22,2023-01-27T12:15:54,1988-09-02 09:24:49,"77.137,55 €",Afar
103.171649,Vereinigte Arabische Emirate,13:52:46,1987-07-10T12:22:33,2003-11-04 01:37:09,"324,10 €",Romanian
-52.747798,Guernsey,19:12:36,1974-08-02T13:46:02,1972-06-10 09:10:48,"740,03 €",Marathi
