time,file_name,iso8601,country,company,city,language_name,date_time,hostname,mac_address,bank_country,pricetag,latitude,date,random_number,language_code
06:29:37,zusammen.json,1986-06-24T02:36:51,Ukraine,Junitz AG,Altötting,Igbo,2002-03-13 22:16:43,email-13.weihmann.de,d4:3f:46:f8:b3:84,DE,"487,51 €",-51.8507765,2003-02-03,2408069,eu
09:15:42,Katze.jpg,2006-01-04T06:04:30,Japan,Eberhardt,Heiligenstadt,Manx,1992-07-31 19:58:06,web-22.ullmann.com,cc:56:dd:37:18:5d,DE,"43,10 €",80.549604,2019-06-15,968960,ps
17:56:00,Tag.ods,2006-01-20T01:06:47,Kroatien,Fiebig,Zossen,Tajik,2000-03-14 05:06:00,db-54.plath.org,c1:40:ab:0e:fc:e1,DE,"769,03 €",-15.853938,2004-08-03,7553,gez
08:47:27,nass.jpg,2016-04-23T13:24:17,Belarus,Losekann KG,Donaueschingen,Akan,2008-11-29 21:11:31,srv-27.radisch.net,7a:96:ab:a3:9b:25,DE,"77,44 €",3.780120,1978-04-26,620726193,os
01:08:30,Schule.html,1973-01-15T09:42:26,Tokelau,Jacob GbR,Badibling,Tagalog,1987-03-12 09:08:26,email-87.bauer.net,e2:7e:b5:4e:a8:21,DE,"303,39 €",-53.7774345,1990-09-01,74,csb
19:06:01,Nase.mp3,1977-01-19T18:09:26,Kiribati,Ruppert Graf AG,Groß-Gerau,Urdu,2001-10-01 03:17:44,desktop-01.ruppersberger.de,99:fe:d6:3a:f4:1c,DE,"456,60 €",66.218536,1997-12-23,9351606,or
12:47:28,heute.doc,1981-07-14T14:00:39,Slowenien,Trüb Fiebig GmbH & Co. KG,Erfurt,Haitian,1998-11-01 00:49:36,desktop-20.hoelzenbecher.com,7a:e8:a2:0f:b5:f7,DE,"44,31 €",-76.980406,1985-02-19,419,zh
05:55:02,dazu.xlsx,1999-06-28T19:07:56,Belarus,Krein,Eisenach,Avestan,1977-12-04 13:44:12,email-32.loewer.de,bc:4c:84:76:26:9e,DE,"83,30 €",61.0556715,2013-11-30,82247,zh
16:24:09,sagen.js,1979-01-04T21:29:24,Republik Moldau,Birnbaum Mülichen e.G.,Teterow,Luba-Katanga,2021-02-23 15:42:41,laptop-78.gute.com,be:a6:cf:62:53:bc,DE,"52,39 €",-18.3451895,1996-06-18,32853,iw
22:01:39,Winter.css,2012-09-27T06:05:29,Amerikanisch-Ozeanien,Stolze Roskoth GmbH,Lüneburg,Tahitian,1985-10-11 05:43:23,db-35.oestrovsky.com,4c:13:5e:7b:b1:6c,DE,"3,43 €",86.8597925,2021-04-26,892391167,th
04:04:29,nämlich.doc,2003-07-30T11:32:53,Salomonen,Jüttner Hermighausen Stiftung & Co. KG,Stade,Chechen,2004-07-16 10:02:06,db-25.hande.de,6d:31:49:1f:d3:fd,DE,"8.500,00 €",54.449746,2005-02-23,95669803,kl
23:24:22,mit.xlsx,1990-07-04T03:33:15,Barbados,Holzapfel KG,Bremen,Corsican,1976-07-09 09:00:35,web-57.beer.com,73:07:1d:27:8f:99,DE,"33.773,14 €",80.1630605,2007-11-15,875507650,nds
23:52:43,zwischen.mp4,2021-09-30T20:05:31,Australien,Trubin Stiftung & Co. KGaA,Kemnath,Bihari languages,2013-10-31 00:17:09,srv-92.gierschner.de,ee:bc:6b:0a:96:c9,DE,"6.270,37 €",-54.183972,2004-08-03,434088679,bem
22:10:52,möglich.odp,2012-11-17T06:53:36,Malawi,Striebitz Höfig KGaA,Augsburg,Inuktitut,1984-07-15 03:16:14,web-76.auch.com,8f:3f:71:0d:37:83,DE,"92,72 €",40.447941,1973-06-24,175202,tig
10:35:32,heraus.wav,1989-10-23T14:04:26,Malediven,Liebelt,Wiedenbrück,Urdu,2014-06-18 14:34:21,laptop-84.hartung.com,4e:5f:76:ee:ec:e6,DE,"1.910,93 €",-78.723789,2003-02-24,3400850,zh
06:10:42,Dorf.wav,1980-10-29T17:16:05,Montenegro,Ditschlerin e.G.,Mellrichstadt,Pali,1998-05-25 20:45:38,db-29.van.org,31:a7:8d:c9:fb:fa,DE,"4,73 €",85.8715175,1984-03-05,688630,ru
00:59:08,Tier.js,1997-12-26T02:16:57,Litauen,Harloff Schuchhardt OHG mbH,Neunburg vorm Wald,Luba-Katanga,1980-01-22 22:12:59,db-06.trueb.com,4f:72:c7:32:f2:9b,DE,"5.360,33 €",-19.9268085,1974-12-13,3244757,fy
21:03:46,neben.ods,2011-04-12T12:41:23,Mexiko,Stoll Trüb AG,Genthin,Catalan,1979-08-02 17:48:30,email-78.paertzelt.de,ef:5e:93:16:3d:6c,DE,"91.908,76 €",-19.810782,2022-10-21,3040,csb
21:10:17,Erde.mp3,2003-10-18T19:43:38,Guyana,Schüler,Rothenburg ob der Tauber,Uzbek,1995-05-06 16:16:13,lt-96.schmiedecke.org,af:c0:a5:cd:0b:c0,DE,"0,39 €",50.5917255,2021-11-22,762,bem
15:34:52,Weihnachten.gif,2015-06-18T04:29:23,Pitcairn,Förster Fliegner GmbH,Bersenbrück,Marathi,1999-04-22 20:25:07,srv-55.siering.de,aa:d5:03:d8:de:ec,DE,"3.972,07 €",-41.179784,2012-03-23,7786,hi
00:47:41,Wald.mov,1971-08-12T05:24:11,Argentinien,Trapp Schuchhardt Stiftung & Co. KG,Brand,Georgian,1998-03-20 03:33:58,db-63.seidel.org,b3:fe:55:af:5a:a3,DE,"2.142,37 €",43.7311385,1998-01-18,403828,cy
10:14:55,verstecken.bmp,2002-08-09T10:35:38,Weihnachtsinsel,Schmiedecke,Gransee,Maori,1970-03-16 08:33:31,desktop-33.doerr.com,5f:c5:51:3c:2c:94,DE,"2,58 €",-14.4080125,1992-07-17,828163363,tcy
10:57:04,zeigen.css,1977-05-03T15:26:13,Nördliche Marianen,Sager,Erkelenz,Interlingua,1985-04-22 18:11:52,web-51.henk.org,cb:a0:26:2a:42:96,DE,"26,65 €",39.112262,1984-11-21,4,dv
17:01:19,am.webm,2019-02-13T09:17:40,Russische Föderation,Vogt Dippel GmbH,Rudolstadt,Portuguese,1996-10-29 13:25:16,web-71.carsten.org,68:35:f4:9e:4f:ec,DE,"6,96 €",-67.237696,2013-04-15,9041,sv
23:00:08,glauben.bmp,1997-10-01T01:37:19,Frankreich,Hartung Jacob AG & Co. KGaA,Strasburg,Lingala,1994-12-21 15:42:53,lt-11.reichmann.de,12:6a:d0:d3:fc:a5,DE,"8.435,62 €",61.470292,1994-01-28,66,si
04:02:36,bringen.js,1970-04-24T23:32:01,Panama,Fröhlich,Günzburg,Telugu,2016-09-26 04:21:27,laptop-98.bolander.com,08:92:ee:ce:e1:48,DE,"722,44 €",-22.769271,2014-08-29,844,sq
19:50:54,ob.html,1971-12-20T20:38:18,Kasachstan,Stahr,Wolfach,Maltese,1998-12-17 03:06:26,web-74.christoph.net,a8:77:3c:e7:60:1d,DE,"6.831,61 €",9.954633,1976-01-27,9,unm
05:10:08,sehen.csv,1977-08-12T14:54:53,Jordanien,Pechel,Northeim,Greek,1980-09-02 18:42:42,srv-49.jopich.net,4d:fc:fb:c3:b1:ad,DE,"10.831,06 €",-16.075690,1992-09-21,4239,kw
04:11:07,bekommen.css,1975-04-24T00:15:27,Französisch-Polynesien,Schmiedt KG,Einbeck,Guarani,1992-06-02 05:19:42,laptop-16.stoll.net,7b:f7:c4:8d:12:4a,DE,"81,45 €",-25.2915455,1972-08-04,336,nso
05:33:23,ja.mp4,1978-05-29T07:28:01,Kasachstan,Walter GmbH & Co. KG,Staßfurt,Japanese,1980-07-28 11:21:09,email-51.wulff.org,d7:66:da:48:d2:b0,DE,"696,68 €",2.5647275,1995-05-26,49,fy
22:05:34,plötzlich.html,1989-07-30T12:41:09,Burkina Faso,Rädel KG,Nördlingen,Maori,2001-03-13 14:48:55,laptop-25.haenel.com,a0:a1:3b:a5:11:a5,DE,"79.897,91 €",32.384029,1996-04-17,73759611,yue
11:45:24,ganz.gif,2017-05-08T04:22:35,Ecuador,Henck Jüttner GbR,Grimmen,Interlingua,1974-04-20 16:20:35,email-46.berger.de,48:2c:60:fc:f7:cb,DE,"54.581,46 €",46.5445725,1986-07-06,87,dz
19:19:12,erschrecken.mov,2012-06-12T04:39:22,Nauru,Ortmann Scholtz KGaA,Osterburg,Kazakh,2014-12-03 20:18:48,srv-18.klotz.com,4b:08:83:2c:7b:f5,DE,"478,95 €",4.037675,2005-09-14,7,bo
15:15:59,rennen.avi,1975-10-10T07:00:43,Antarktis,Kramer AG & Co. KGaA,Ebermannstadt,Malagasy,1987-11-30 11:06:19,laptop-24.loeffler.de,20:38:f6:47:9a:42,DE,"84.628,55 €",24.4406005,2001-05-27,722137,ayc
23:15:34,Schluss.mov,1999-12-03T06:07:03,Britische Jungferninseln,Juncken Gotthard e.V.,Osterode am Harz,Avestan,1981-08-13 23:44:55,db-60.riehl.org,b5:e0:20:54:d7:32,DE,"3.820,95 €",-2.0660925,1978-06-16,277150,sa
21:33:24,lachen.txt,2016-11-29T09:38:00,Luxemburg,Carsten,Bützow,Marathi,2021-08-13 17:19:43,web-04.drewes.net,11:95:1b:34:43:4a,DE,"4,08 €",-69.643031,2004-08-07,6239984,uz
02:49:41,endlich.flac,1993-06-01T07:51:44,Bermuda,Hiller Knappe OHG mbH,Jüterbog,Lithuanian,1994-04-18 10:05:52,srv-37.hethur.de,43:94:07:9b:d7:bc,DE,"57,79 €",11.019892,2013-03-29,58170,sid
21:38:17,doch.json,2009-08-03T07:58:53,Pitcairn,Rädel,Uelzen,Sanskrit,2022-02-16 22:51:32,web-70.ehlert.de,6c:c7:38:35:ed:64,DE,"3,96 €",-20.0047255,1999-05-25,69244202,gu
13:14:55,Stück.ods,1981-07-31T19:10:03,Polen,Plath Löchel AG,Greiz,Swahili,2021-04-25 17:35:10,db-38.mude.com,de:dc:d3:91:7d:6f,DE,"58.559,20 €",-68.036973,2012-11-28,6,fr
05:33:55,unten.xlsx,2009-10-07T23:25:47,Norwegen,Binner,Wesel,Ukrainian,1974-01-07 05:39:06,web-53.heser.org,b3:21:01:a2:b6:25,DE,"9,57 €",-44.7671435,1994-08-25,174,ast
15:00:31,bekommen.mov,2000-02-04T01:07:08,Vereinigtes Königreich,Gnatz,Senftenberg,Thai,2011-07-30 18:22:39,srv-21.hauffer.com,4e:f6:10:a1:79:49,DE,"25.698,68 €",-73.519687,1973-06-16,58,mn
15:58:19,Flasche.bmp,2019-06-28T21:41:28,Litauen,Schuchhardt Benthin AG,Stendal,Cornish,2000-05-26 16:20:13,laptop-11.hornich.org,c4:66:bc:df:ef:9e,DE,"5,05 €",-17.1706915,2006-12-12,2,tn
13:30:22,über.mp3,2004-04-15T06:50:59,Schweiz,Martin Kruschwitz KG,Passau,Tajik,2006-01-01 16:29:05,web-20.hess.org,1c:db:40:c1:ff:f4,DE,"63.833,99 €",30.5728875,1997-12-01,6,zu
14:35:15,Familie.js,2009-12-13T00:14:22,Tschad,Beyer Stiftung & Co. KG,Dinkelsbühl,Tswana,1979-08-11 17:41:00,email-55.schmidtke.org,c3:11:b0:af:a8:52,DE,"21,67 €",50.989659,1988-07-10,13,hu
08:58:58,letzte.webm,2005-06-12T00:01:56,Kolumbien,Schuchhardt GmbH & Co. KG,Germersheim,Quechua,1980-12-01 22:40:48,db-47.hertrampf.com,73:7b:6a:31:d1:62,DE,"3.543,10 €",42.020640,1984-02-14,151,pa
18:43:25,den.flac,1992-07-14T00:11:27,Afghanistan,Keudel GbR,Goslar,Sango,2002-01-20 07:41:27,laptop-86.drewes.net,e1:fe:71:be:b6:95,DE,"99.377,59 €",-75.4985895,1983-04-15,198,wa
07:20:14,finden.bmp,2001-03-18T17:22:04,Albanien,Briemer,Erbisdorf,Hausa,1999-07-02 06:35:28,srv-34.holsten.com,15:50:c6:a7:37:3e,DE,"240,02 €",69.2251745,2003-05-11,8959624,mn
21:29:41,Oma.gif,1973-05-16T19:51:50,Bahrain,Hamann GbR,Badalzungen,Faroese,2022-05-23 21:01:06,email-77.kensy.de,02:cb:72:57:4c:6d,DE,"15.458,90 €",-9.433236,1980-09-13,452960357,zh
17:50:23,gleich.wav,2004-06-29T12:19:07,Uruguay,van der Dussen GmbH & Co. OHG,Ingolstadt,Chechen,1978-06-10 13:57:59,laptop-63.seifert.net,79:eb:fb:19:94:4a,DE,"697,49 €",-25.6924105,1978-09-04,42,an
03:26:22,langsam.mp4,1977-12-29T11:55:53,Vereinigte Staaten,Beckmann,Rosenheim,Yiddish,1982-01-28 04:01:23,db-09.rudolph.com,df:24:f9:f0:09:f3,DE,"4.563,33 €",-2.8924085,2013-06-08,55139592,ts
00:17:04,Schüler.mp3,2002-10-10T09:45:08,Dschibuti,Röhricht Hellwig GmbH,Viersen,Finnish,1989-10-04 03:55:44,laptop-89.pechel.com,30:26:bb:24:f2:34,DE,"84,71 €",-60.003556,1991-05-31,27673997,fur
01:51:56,Junge.pptx,2005-11-18T20:40:56,Eritrea,Wilms AG,Lippstadt,Swedish,2015-06-13 11:32:47,desktop-74.scheibe.com,3e:0a:f7:71:6a:ad,DE,"66,53 €",85.6779295,1970-07-05,9376167,sid
13:37:01,Kind.js,2011-03-08T12:51:24,Griechenland,Rohleder GmbH,Artern,Hiri Motu,1983-07-19 16:45:17,db-96.schweitzer.de,7f:02:80:de:32:1a,DE,"9,33 €",75.3689565,2017-08-23,80949077,fil
17:27:41,früh.docx,1989-10-17T01:30:23,Tadschikistan,Hellwig Müller GmbH & Co. KG,Berlin,Latvian,1994-03-31 17:36:02,db-05.kaester.com,8e:30:d8:5c:53:39,DE,"63.344,41 €",-43.948567,1996-12-03,1,hy
06:45:45,nimmt.mp3,2007-09-04T21:54:51,Guinea-Bissau,Langern Thies GbR,Magdeburg,Avestan,2015-05-02 11:58:27,web-33.gerlach.de,6f:de:ea:e6:1c:2b,DE,"8,36 €",-80.855533,1986-02-08,213031306,apn
19:22:39,essen.wav,2020-07-16T01:39:09,Kuwait,Franke AG,Höxter,Haitian,1985-03-07 17:57:30,srv-91.koch.com,84:65:3f:9f:f8:bd,DE,"50.100,58 €",83.8339745,1980-10-27,91338140,fa
16:27:51,lange.wav,1995-02-17T09:43:34,Amerikanisch-Ozeanien,Spieß Siering e.G.,Eichstätt,Quechua,2017-04-06 07:43:46,web-33.dobes.org,c7:6b:c5:ae:57:e0,DE,"66,15 €",30.9819305,1982-06-27,513352,sa
02:47:44,Bein.mp3,2022-07-05T00:21:00,Mosambik,Hermighausen e.G.,Rathenow,Estonian,2013-02-27 07:10:27,laptop-28.hertrampf.de,3d:82:71:8e:ea:c5,DE,"305,78 €",-8.892522,1994-06-02,963444975,bn
12:22:51,Teller.webm,1972-07-24T07:49:37,Guadeloupe,Huhn AG,Ludwigsburg,Korean,2019-02-07 10:42:08,srv-28.wernecke.com,2c:2d:d9:8d:10:21,DE,"13,15 €",1.1071475,1998-08-29,255070807,apn
12:06:30,neun.mp3,2000-04-09T18:51:15,Vereinigtes Königreich,Kraushaar,Malchin,Yoruba,2006-11-11 00:34:03,srv-11.hendriks.de,89:73:dc:4a:9f:13,DE,"73.659,29 €",-39.441340,2017-11-20,56569,ky
22:16:08,wissen.html,2016-01-25T12:24:02,Kaimaninseln,Conradi Kranz GmbH & Co. OHG,Vechta,Tibetan,2019-11-10 09:38:55,lt-45.foerster.net,c5:f7:10:e5:70:c8,DE,"23,29 €",-52.376733,2008-08-25,1278,ku
06:52:16,selbst.mp4,2014-08-08T11:40:17,Dominikanische Republik,Stadelmann,Finsterwalde,Slovenian,1997-08-13 10:26:18,lt-87.froehlich.net,0b:8e:6e:73:f8:fb,DE,"5.898,85 €",80.340796,1986-11-18,2371148,yue
13:14:38,Wald.webm,1970-01-19T11:23:15,Zypern,Reinhardt Budig GbR,Böblingen,Welsh,2004-01-22 03:20:52,laptop-07.hoevel.com,c6:d9:f1:0f:3b:f8,DE,"8,36 €",-6.7240375,2000-07-07,715,dv
15:31:25,Baum.flac,1980-02-07T23:09:14,Kamerun,Wilms GmbH,Altötting,Sichuan Yi,1983-04-03 13:54:03,email-31.wesack.org,56:9c:8d:94:5e:17,DE,"20,96 €",-34.863776,2019-05-28,4267083,am
02:01:56,verstehen.mp3,1977-09-14T07:28:27,Weihnachtsinsel,Rust AG & Co. KG,Miesbach,Sundanese,2003-03-16 01:55:24,srv-13.stiebitz.de,32:99:32:ce:38:74,DE,"60.277,81 €",17.4952685,2010-06-01,1,te
01:05:17,Ende.mov,1992-07-15T08:29:43,Algerien,Flantz,Rochlitz,Afar,2009-04-13 21:11:09,web-52.mielcarek.de,e1:67:d6:21:6e:43,DE,"80,53 €",5.5498125,2011-12-07,2,wal
19:40:43,was.png,2010-12-03T08:14:32,Ukraine,Bender GmbH,Wittenberg,Igbo,2011-12-04 14:50:36,laptop-51.plath.org,73:d8:a7:67:5f:22,DE,"97,30 €",30.5406855,2008-09-27,772147,mn
05:07:41,verstehen.flac,2008-10-18T02:45:05,Portugal,Holsten AG & Co. KGaA,Feuchtwangen,Kinyarwanda,1976-02-05 08:34:00,lt-21.kreusel.com,4b:84:fb:d6:9a:68,DE,"542,91 €",-42.881330,1973-08-12,87,lzh
10:37:38,schaffen.flac,2018-04-26T04:11:15,Mauretanien,Klingelhöfer GmbH,Flöha,German,1971-10-22 18:26:14,srv-71.gude.de,ad:ff:c5:1b:ec:33,DE,"26.717,15 €",-1.133722,1974-06-24,2387144,ga
11:43:19,schwimmen.gif,1998-10-11T12:53:17,Polen,Scheuermann GmbH,Lüdenscheid,Shona,2005-12-15 20:52:14,web-70.ullmann.de,01:7b:bf:e1:4a:2c,DE,"540,50 €",32.4337675,2014-04-26,95,kk
11:44:34,dein.wav,1974-10-27T16:10:45,Ecuador,Koch II GmbH,Starnberg,Kurdish,2012-07-19 13:16:19,srv-19.juettner.net,6b:61:73:d5:c5:36,DE,"2,60 €",88.282411,1999-11-01,87,ca
19:38:23,vorbei.mp3,1976-09-23T23:29:01,Belarus,Trubin,Lobenstein,Malagasy,2000-06-03 13:26:38,lt-19.kramer.org,3e:72:5c:f0:86:c7,DE,"49,07 €",-29.290751,1972-09-17,72205160,am
02:57:21,hin.json,1975-04-17T19:40:09,Mexiko,Schmidt Henschel GmbH & Co. KG,Mittweida,Czech,1997-03-21 23:43:55,srv-98.jockel.net,03:47:8d:f5:bf:ba,DE,"3.221,20 €",-25.886943,1974-11-28,7011750,ro
18:46:46,auf.pages,1999-11-02T00:41:56,Iran,Ehlert AG & Co. KGaA,Schrobenhausen,Nauru,1975-12-10 14:59:54,laptop-48.ortmann.org,ec:86:bd:24:09:a4,DE,"396,76 €",66.324187,1984-05-05,8,iw
19:00:52,schon.bmp,1982-08-23T16:52:55,Vereinigtes Königreich,Röhricht,Pinneberg,Persian,1979-03-03 12:09:41,email-57.hendriks.de,8c:3c:f3:6f:49:17,DE,"475,18 €",-68.0531175,2007-11-09,8535,nr
19:42:47,Monate.numbers,1977-05-08T14:08:20,Peru,Ernst,Mainburg,Sanskrit,2015-10-05 06:37:02,laptop-71.radisch.com,4d:cf:1a:88:45:8a,DE,"889,76 €",44.053999,1997-05-31,285490,tcy
03:20:26,Zimmer.json,1988-02-07T19:18:18,Tschad,Schomber,Ingolstadt,Afar,2014-04-06 16:00:04,db-79.mende.com,3f:38:ea:53:79:69,DE,"33,98 €",-84.0263495,1979-04-17,43268,so
19:34:21,früh.avi,1985-01-23T18:19:12,Seychellen,Etzler Jacob GmbH & Co. KG,Roth,Georgian,2016-05-03 08:47:33,email-75.klemt.de,4f:c0:2b:f5:e1:ef,DE,"65.154,63 €",74.412800,2001-05-03,12116,ro
15:05:52,fressen.odt,1978-08-01T12:17:44,Laos,Drubin Kensy KG,Roth,Fijian,1985-09-02 02:00:49,web-63.kabus.com,6b:af:7b:82:b8:5a,DE,"82,49 €",-81.871656,2007-01-14,3,ml
17:41:44,Fahrrad.mov,2008-08-26T18:42:51,Bhutan,Boucsein,Starnberg,Sardinian,2010-05-27 14:44:45,db-30.linke.de,de:dc:4d:ab:96:86,DE,"93.812,46 €",64.333041,2003-01-25,822,yue
17:02:30,antworten.html,2015-09-28T12:47:21,Bosnien und Herzegowina,Schinke Heinrich GmbH,Rathenow,Danish,2019-10-14 16:25:06,laptop-43.roemer.com,2a:0d:31:b4:8d:32,DE,"88,30 €",-82.053131,1978-04-18,332872146,nds
16:00:56,waschen.pdf,1989-03-20T01:50:41,Belarus,Geisel KG,Hettstedt,Manx,2007-08-13 17:36:45,laptop-66.wieloch.com,88:9d:99:d4:54:56,DE,"4.357,07 €",80.299586,2011-01-08,5425,be
13:40:58,schön.pptx,1998-04-24T22:46:12,São Tomé und Príncipe,Heinz e.V.,Mayen,Urdu,1986-10-04 15:39:18,lt-15.fritsch.de,b0:cd:e2:84:96:74,DE,"9,84 €",59.893666,1985-03-31,9774,et
16:04:36,ganz.mov,2004-09-25T17:57:31,Vanuatu,Bloch Wulff AG & Co. KGaA,Emmendingen,Hungarian,1983-06-09 02:58:38,lt-52.schmiedt.com,ef:d5:24:be:89:a4,DE,"2.384,44 €",-42.104011,2013-06-11,6043,mg
01:20:37,zurück.csv,1998-03-04T22:01:49,Ägypten,Jacob,Eggenfelden,Dutch,2012-12-11 21:57:25,lt-37.hartung.com,10:48:05:71:9f:af,DE,"665,20 €",59.716294,2017-03-23,22606268,lij
10:04:18,an.jpeg,1988-06-20T18:40:29,Ghana,Tschentscher AG,Kleve,Quechua,2016-10-25 16:38:49,laptop-15.weller.de,81:4f:55:b0:eb:38,DE,"4,50 €",-85.6041375,1975-01-05,233597,nn
14:32:41,verlieren.flac,2002-07-24T02:17:17,Zentralafrikanische Republik,Röhrdanz Kroker GbR,Vechta,Bislama,2009-02-02 18:13:38,db-77.fritsch.net,5e:e7:c1:f0:fc:a7,DE,"73.946,44 €",-41.200821,2008-04-02,7,xh
16:00:04,noch.mp3,1988-07-02T09:52:55,Anguilla,Reising Seifert GmbH & Co. OHG,Magdeburg,Aragonese,2013-08-29 21:03:42,lt-34.mueller.net,ea:47:4e:c4:f9:a0,DE,"3.953,24 €",54.780874,1996-12-19,39492,gd
20:25:41,zu.pptx,1995-03-18T20:11:22,Kirgisistan,Lindau Ehlert AG & Co. KG,Wernigerode,Danish,1974-12-28 03:48:08,email-91.ackermann.com,ae:aa:ef:44:85:79,DE,"338,41 €",43.5654355,2015-12-28,47,wal
00:38:14,darauf.ods,2008-06-18T11:26:29,Brasilien,Koch II Johann GmbH,Meppen,Galician,2022-05-31 02:57:47,srv-33.wende.org,52:bc:bb:d1:89:f0,DE,"10.281,21 €",2.3074685,2022-10-20,87,ja
17:49:12,möglich.xlsx,1983-03-06T18:37:47,Kongo,Werner Winkler GmbH,Cottbus,Kuanyama,2003-03-26 15:02:34,db-35.schweitzer.com,3f:a9:fc:6b:a5:4e,DE,"35.412,12 €",-85.8685805,2003-02-18,73,ru
14:15:07,Schnee.js,2020-05-27T23:11:24,Kap Verde,Scholl GmbH,Bad Liebenwerda,Venda,2002-05-29 14:33:45,web-80.troest.de,f8:31:4f:a2:63:b8,DE,"902,65 €",-18.7594155,1997-08-30,71282,sat
19:00:47,Wissen.bmp,2022-03-09T19:19:04,Somalia,Gnatz Peukert AG & Co. KGaA,Freudenstadt,Haitian,2002-11-01 14:52:53,lt-62.loewer.net,75:bb:e4:74:9d:9c,DE,"3.772,22 €",-89.0229965,1970-03-31,9933,lij
12:25:44,dabei.pages,1971-08-15T07:52:04,Kap Verde,Atzler GmbH,Ochsenfurt,Xhosa,2011-01-01 08:02:02,lt-83.fischer.net,08:05:b3:41:68:7c,DE,"7,33 €",21.4091005,1979-01-21,2633863,yi
06:50:08,Maus.html,2007-06-30T17:07:30,Lettland,Schmidt,Zschopau,Maltese,1988-11-12 16:57:27,srv-32.jacobi.de,73:8c:02:86:69:7e,DE,"1,04 €",37.1507365,1979-08-13,47,kok
12:50:20,lange.wav,1996-01-20T08:57:03,Salomonen,Möchlichen,Kyritz,Afrikaans,1990-03-21 07:25:36,laptop-28.doehn.de,7e:a3:8d:57:22:89,DE,"4,82 €",-12.633574,2000-08-30,448,gu
