date,city,pricetag,date_time,hostname,iso8601,timezone,file_name,bank_country,latitude,mac_address,language_code,time
2020-09-05,Eisenberg,"82.364,79 €",2023-02-17 09:11:18,laptop-18.seip.com,1991-06-23T12:46:43,Europe/Prague,letzte.ppt,DE,83.9297685,fb:ce:91:c4:71:12,sq,08:49:48
2006-09-21,Hohenmölsen,"8.987,98 €",1976-12-02 00:09:46,db-45.weinhold.de,1988-09-17T10:17:56,America/Santo_Domingo,gar.jpg,DE,69.534702,dd:f6:3e:8c:12:6a,ml,09:46:48
2023-05-12,Gunzenhausen,"56,01 €",1989-09-16 14:40:58,laptop-42.caspar.com,2014-06-13T06:56:19,Europe/Tallinn,leise.tiff,DE,-42.948368,51:f0:6f:b3:30:dc,crh,17:08:33
2000-04-06,Weimar,"6,96 €",1989-11-23 16:22:48,web-66.zahn.de,1994-08-19T01:19:53,Asia/Yerevan,Fenster.wav,DE,-12.419835,1f:d4:ed:fa:78:12,sk,01:03:47
1977-03-17,Witzenhausen,"45.376,60 €",1984-07-22 16:20:09,web-88.winkler.com,1972-11-14T00:29:55,Europe/Riga,ist.webm,DE,10.437385,d3:b5:19:58:32:25,fur,05:26:38
2003-06-30,Greiz,"8,94 €",1992-06-26 23:48:53,laptop-53.nohlmans.de,1996-02-04T18:26:39,Indian/Mauritius,mögen.tiff,DE,-25.566283,ff:3b:b2:00:6d:5b,hi,12:20:52
2015-02-01,Meiningen,"40,44 €",1971-12-23 13:59:23,email-08.oestrovsky.com,2022-02-12T19:39:19,Asia/Kabul,liegen.ods,DE,-31.2917845,94:df:1b:75:ba:7b,vi,03:02:18
2009-05-22,Lörrach,"60.333,94 €",1984-06-05 11:06:51,db-35.kensy.de,1988-07-27T06:29:07,Asia/Kuala_Lumpur,arbeiten.flac,DE,-89.394920,55:f2:82:59:44:fa,crh,09:43:20
1974-01-06,Burgdorf,"4.893,53 €",1998-04-21 00:38:29,email-75.schinke.de,2019-12-13T14:50:55,Africa/Conakry,Geschichte.gif,DE,68.5731615,b1:18:ff:15:21:15,gd,20:35:06
1971-08-27,Bad Kissingen,"5,51 €",2019-06-06 17:22:58,laptop-73.keudel.net,1986-12-16T10:31:41,Europe/San_Marino,stellen.mp3,DE,-40.9553945,aa:f1:7b:eb:13:bb,it,04:38:43
1993-06-22,Sangerhausen,"50.567,12 €",2017-12-19 15:28:26,lt-19.birnbaum.de,2013-08-08T22:05:24,Asia/Calcutta,erst.mp4,DE,42.079973,af:fa:db:9c:d4:70,hy,04:18:53
2012-12-16,Güstrow,"5,62 €",2004-04-09 23:56:33,db-38.poelitz.de,1989-09-22T17:02:14,America/Jamaica,laut.bmp,DE,-64.3860545,48:2d:a5:c4:73:e4,da,17:20:39
1977-01-06,Bützow,"79.361,79 €",2002-04-03 05:16:02,web-79.jaehn.net,2022-06-11T20:17:20,Asia/Gaza,schnell.webm,DE,17.064318,a1:96:06:f3:d4:81,tg,02:12:05
1993-03-30,Fürstenfeldbruck,"0,23 €",1999-12-04 22:28:16,lt-34.drewes.de,2010-04-27T00:01:07,America/Grenada,oft.flac,DE,39.419277,85:9d:cd:e9:4e:aa,szl,23:58:41
2015-12-26,Nördlingen,"64.088,23 €",1996-07-03 12:57:48,email-97.siering.net,2004-03-29T07:27:02,Asia/Dhaka,bin.mp4,DE,31.9514245,75:03:70:ac:8b:24,sv,10:32:43
2004-03-19,Staffelstein,"3.448,88 €",1985-02-04 03:27:14,email-66.trubin.net,2005-01-25T12:26:05,Asia/Muscat,warten.webm,DE,23.5232535,08:99:6c:8d:f5:5f,dz,16:45:54
2000-12-07,Waldmünchen,"97,57 €",1991-09-07 10:26:23,lt-60.kabus.org,1976-04-03T10:45:27,America/St_Vincent,Freund.webm,DE,25.3662505,0f:64:59:5d:52:32,aa,17:20:43
2015-06-19,Germersheim,"8,75 €",2014-12-25 02:16:58,web-03.raedel.com,1975-11-11T20:34:38,Africa/Malabo,Eltern.html,DE,-83.6171435,c2:f1:34:5c:0b:81,uk,04:47:47
1982-10-17,Magdeburg,"358,40 €",1988-04-26 22:39:51,srv-74.warmer.org,1979-04-15T18:33:46,America/Lima,Polizei.webm,DE,41.7282855,39:1d:61:8c:ff:cd,hu,21:24:53
1995-02-09,Beeskow,"783,27 €",2015-11-09 14:18:40,db-19.hornig.net,1983-05-03T15:24:02,Europe/Helsinki,im.odp,DE,-73.809288,b0:8d:9e:74:1b:d1,tcy,08:21:22
2022-11-27,Eisenach,"19,94 €",2003-01-15 10:15:44,email-52.van.com,1995-08-07T15:47:38,Asia/Riyadh,wir.bmp,DE,-62.747430,a7:da:4b:54:94:c2,et,07:06:38
2017-09-25,Konstanz,"463,55 €",2006-12-19 01:19:45,srv-62.pergande.com,1975-02-24T18:11:05,Europe/Copenhagen,rufen.mp3,DE,-44.2308995,e4:60:01:7a:40:98,mni,09:45:43
2022-08-10,Rockenhausen,"13.612,42 €",2007-11-16 00:52:24,srv-17.koester.com,1997-02-04T12:40:40,Asia/Ashgabat,rot.wav,DE,-82.9371065,b5:2c:49:cc:67:92,kl,19:48:17
1990-11-23,Hamburg,"58,73 €",2022-10-26 05:34:32,laptop-78.speer.de,2010-06-26T12:29:41,Asia/Ashgabat,Katze.webm,DE,3.5172255,28:3a:8d:93:78:15,cs,21:34:51
2006-09-19,Hannoversch Münden,"35.169,35 €",2008-12-08 22:56:00,desktop-74.beer.com,2014-05-27T17:26:14,Europe/London,Minute.docx,DE,-50.1922925,8f:b1:38:48:e1:e5,yue,07:20:10
2011-05-25,Germersheim,"7,71 €",2010-06-21 05:16:22,web-63.eckbauer.de,1980-07-24T15:07:39,Europe/Zurich,fünf.gif,DE,43.8498675,3a:6c:e9:e4:5f:9a,hr,12:44:56
2004-06-09,Biedenkopf,"1.702,28 €",1970-03-02 02:04:39,lt-51.rosemann.org,1976-08-23T05:32:00,America/Montevideo,unser.flac,DE,56.5963915,4e:a9:7c:35:ac:86,os,15:39:09
1984-12-11,Haldensleben,"3,43 €",1990-06-02 06:53:36,web-55.drubin.net,1990-04-24T13:26:41,Asia/Phnom_Penh,Spaß.webm,DE,20.0273005,92:b8:63:2b:7c:b2,km,03:51:00
1975-01-24,Husum,"503,91 €",1990-06-22 07:30:00,desktop-49.mentzel.de,2012-08-26T00:40:56,Pacific/Majuro,wichtig.flac,DE,-42.9446105,e5:5a:ab:ee:f0:2e,mag,14:31:14
2016-11-16,Erfurt,"4.157,31 €",1983-02-01 21:00:46,srv-65.thanel.de,2009-02-28T06:13:36,Europe/Helsinki,Baum.mp3,DE,-48.3963465,07:87:0f:b7:33:36,pap,13:44:54
2021-11-01,Grafenau,"40,21 €",2020-02-01 09:42:19,lt-24.henk.de,1999-04-05T09:22:14,Africa/Kampala,Polizei.webm,DE,-59.960672,f6:8f:18:24:66:ee,my,10:51:06
2010-02-16,Mühldorf am Inn,"5.232,52 €",1979-09-15 10:12:07,desktop-46.schuster.org,2006-02-20T22:43:19,Africa/Ndjamena,aus.wav,DE,-72.101811,a0:2a:8c:90:0b:7f,mt,20:23:53
2010-09-13,Bischofswerda,"8.313,66 €",1975-12-28 19:15:58,desktop-37.ruppert.de,1996-05-03T12:51:52,Asia/Baghdad,zurück.ppt,DE,68.236620,b5:7c:b4:f3:93:4e,wa,23:17:15
2009-06-10,Herzberg,"6,22 €",2004-10-07 07:50:27,desktop-75.roerricht.com,2007-04-16T22:12:21,Asia/Kuwait,schnell.wav,DE,22.174352,0f:b6:79:7a:6a:54,fi,09:25:06
2004-12-06,Steinfurt,"16.943,67 €",2009-02-02 11:39:28,web-39.atzler.de,2021-11-29T19:57:54,Europe/Tallinn,Zeitung.pptx,DE,-77.995227,98:fc:e3:9a:05:a4,ak,12:03:00
1984-09-19,Celle,"98,74 €",1999-10-25 21:34:42,email-32.roehrdanz.com,1975-06-08T01:41:59,Europe/Dublin,bald.doc,DE,-35.770041,0c:d6:46:7c:97:5a,om,14:42:43
2010-01-22,Kelheim,"87.862,00 €",1970-11-20 11:38:42,email-75.stiffel.de,1971-03-18T16:33:43,Indian/Mahe,vier.avi,DE,9.4068335,04:b9:0a:a6:b7:9f,vi,08:32:39
2014-12-04,Kitzingen,"39,25 €",2006-07-19 22:13:57,laptop-71.eberhardt.de,2004-02-02T09:26:05,Africa/Harare,Schüler.ppt,DE,14.068929,48:e1:21:f1:22:0a,kl,17:53:19
1975-12-12,Kyritz,"2.667,60 €",2006-01-31 10:03:49,web-08.barkholz.org,1984-01-08T14:47:30,Europe/Vilnius,Schwester.webm,DE,21.973982,d9:3d:4f:88:c0:a1,lzh,08:05:35
1979-10-09,Parsberg,"44.576,47 €",2009-02-20 14:35:23,web-15.juncken.com,1986-04-16T06:58:28,Africa/Mogadishu,erschrecken.mp3,DE,-78.7940195,b6:88:03:4a:36:a8,nso,12:01:27
2017-12-09,Grimma,"15,59 €",1995-09-25 10:31:22,laptop-06.renner.de,2016-05-26T04:41:54,Europe/Istanbul,glücklich.mp4,DE,-50.8102895,35:c3:32:90:fc:ec,cs,13:07:38
2007-05-08,Merseburg,"17,35 €",1987-10-10 22:16:25,lt-34.zahn.de,1996-02-01T20:24:42,Africa/Addis_Ababa,springen.avi,DE,-41.879815,5d:06:61:d8:c8:0c,tig,21:49:37
1975-11-08,Witzenhausen,"50,95 €",1980-07-14 02:00:45,email-74.ring.de,1970-07-08T01:23:04,Africa/Algiers,dich.css,DE,88.4094405,b6:87:6d:51:32:d6,km,18:25:50
1980-03-21,Burglengenfeld,"4.232,51 €",2006-06-06 03:48:53,lt-23.killer.org,2017-09-11T05:03:05,Atlantic/Reykjavik,Blume.bmp,DE,28.099638,2d:a4:a0:7c:ae:83,ga,09:04:29
2006-08-26,Bogen,"25.700,91 €",2015-11-24 21:44:26,srv-12.zaenker.de,1981-04-24T10:07:43,Pacific/Nauru,Teller.txt,DE,63.4315945,50:61:aa:92:ca:1b,bs,22:00:27
2010-03-17,Scheinfeld,"21.303,97 €",2022-10-18 02:05:00,web-60.bohnbach.de,1980-01-26T17:35:48,America/Costa_Rica,mögen.bmp,DE,23.3225795,64:5b:3f:ac:74:b1,tl,08:34:10
1982-04-24,Brilon,"235,54 €",1980-10-04 08:50:03,desktop-71.peukert.de,1997-03-25T14:18:47,Asia/Tashkent,grün.flac,DE,-16.5782885,c1:2b:5e:7f:20:ad,fo,15:38:55
1985-08-26,Kötzting,"52.580,42 €",2023-01-20 17:00:33,laptop-95.gute.com,2023-07-18T21:46:21,Pacific/Efate,was.webm,DE,-1.1001545,ce:10:af:57:d3:4e,bn,07:52:11
2000-07-04,Anklam,"30.825,15 €",1997-03-18 19:09:11,email-52.davids.de,2019-08-04T22:12:41,America/Tegucigalpa,sein.png,DE,-53.574493,e1:3d:64:01:91:f6,bho,19:09:08
2007-07-13,Ebersberg,"872,69 €",2022-08-09 17:54:54,email-03.mans.com,2002-04-27T00:19:54,Africa/Khartoum,heiß.tiff,DE,-49.6720285,09:fa:8e:57:a9:73,te,01:50:40
2016-10-05,Bautzen,"7.478,43 €",1981-07-14 09:49:11,lt-20.hettner.de,1972-04-13T16:45:46,Africa/Lagos,Boden.mp4,DE,-58.2138495,35:c5:c7:c5:c4:ec,ne,14:23:14
2002-02-17,Wolmirstedt,"653,49 €",1981-08-28 20:23:18,web-26.doerr.com,1998-02-20T15:32:55,Europe/San_Marino,hoch.tiff,DE,-78.450422,65:4f:7e:2b:51:0d,fil,05:03:39
1972-08-06,Mallersdorf,"71.467,92 €",2002-07-11 18:31:23,srv-89.mueller.com,1982-01-15T19:44:09,America/Nassau,Stadt.json,DE,10.4113195,3f:b7:7d:40:3f:f6,brx,23:28:37
2001-04-05,Main-Höchst,"5,55 €",2002-02-26 19:21:27,laptop-31.hornig.org,1976-10-11T18:59:45,America/St_Vincent,Himmel.txt,DE,-43.507216,6b:ff:2f:f0:19:14,kok,03:53:14
1999-10-01,Ahaus,"7.280,60 €",1989-10-01 22:10:17,email-84.stey.net,2011-06-19T14:36:04,Africa/Sao_Tome,lieb.mp4,DE,-49.7181965,9f:28:12:7c:c7:7d,ar,00:45:21
1981-01-08,Schwarzenberg,"68.244,95 €",1975-04-14 19:50:07,desktop-26.bluemel.de,2023-03-02T09:57:33,Africa/Kinshasa,Licht.mp3,DE,-80.223789,83:b2:4d:77:7a:18,ug,05:21:23
1982-07-09,Vechta,"36,52 €",2012-02-04 06:20:58,lt-95.jacob.de,1981-06-25T14:52:44,Africa/Accra,schauen.wav,DE,-83.708845,22:f8:26:b2:22:99,en,19:25:09
1993-09-04,Werdau,"4,43 €",2001-10-13 23:34:51,email-68.werner.de,2021-11-03T15:06:34,Africa/Accra,plötzlich.odt,DE,-47.1623905,bd:53:26:d3:9a:fd,nan,03:01:34
2017-02-01,Hersbruck,"5.508,21 €",2005-04-07 03:42:43,srv-87.tintzmann.de,2018-11-08T08:10:18,Europe/Sofia,da.pages,DE,76.396957,e9:65:e2:55:30:9b,tg,22:43:55
2019-08-29,Flöha,"6.448,22 €",2010-05-06 06:27:49,web-93.ruppert.de,1993-05-12T17:30:19,Africa/Accra,endlich.doc,DE,-56.079855,9b:c5:41:07:72:ff,ml,18:40:02
1971-08-22,Monschau,"1,03 €",1985-09-30 06:14:41,db-72.zimmer.de,1996-04-10T07:46:28,Europe/Paris,seit.avi,DE,-68.228806,b7:dd:39:96:d0:02,wal,11:54:30
2020-12-29,Eutin,"6.936,17 €",2019-10-27 20:34:19,email-10.boerner.com,2005-01-26T22:39:06,Asia/Muscat,unter.ppt,DE,51.7559285,fa:66:ba:4d:62:22,li,13:24:12
1973-12-21,Karlsruhe,"19,01 €",1976-03-06 11:29:30,desktop-34.zahn.de,1988-12-25T03:17:24,Atlantic/Madeira,Vogel.wav,DE,38.643764,81:b6:b3:e0:8f:82,or,23:32:08
1986-10-19,Hohenmölsen,"15.449,86 €",2018-04-11 08:33:48,db-93.koch.com,2011-05-06T10:23:29,Asia/Bangkok,da.txt,DE,43.1074245,b0:56:0f:df:ac:13,ha,03:36:02
2009-11-04,Zeulenroda,"30.181,96 €",2015-10-19 11:31:01,laptop-94.weiss.com,2005-10-28T03:22:19,Africa/Malabo,Herz.ods,DE,30.1226745,fc:36:26:ae:5a:d0,fil,18:30:04
2020-07-29,Hoyerswerda,"3,80 €",1999-08-29 10:25:11,db-34.fliegner.net,1994-06-29T23:10:41,America/Santo_Domingo,legen.bmp,DE,85.593052,0e:56:6d:1c:bc:d0,ce,15:39:45
2020-12-14,Bad Kreuznach,"171,30 €",1972-01-25 18:33:06,laptop-92.ebert.com,1999-03-08T11:21:09,Asia/Dhaka,natürlich.css,DE,65.017588,f2:8e:91:b7:6e:fb,ht,18:34:53
1981-08-20,Bamberg,"4,50 €",2010-01-29 12:49:47,db-59.winkler.de,2018-04-05T20:50:56,Europe/Zurich,ihm.flac,DE,-88.715674,da:c7:f3:0a:be:3a,kok,02:43:53
2008-12-08,Luckenwalde,"2,74 €",1978-07-03 19:13:25,srv-26.jockel.org,1983-12-08T15:08:53,Europe/Oslo,Platz.bmp,DE,40.8994255,6f:db:94:5e:67:54,quz,17:51:56
1985-12-20,Potsdam,"29,66 €",2016-01-21 02:35:33,srv-89.preiss.de,1995-12-26T13:51:55,Asia/Shanghai,Küche.js,DE,6.2068475,3f:07:9e:4c:2d:cd,sw,01:10:34
2009-12-27,Bützow,"4.360,20 €",1983-09-20 01:38:03,srv-17.killer.com,2021-07-26T05:51:07,Asia/Pyongyang,Bauer.gif,DE,-11.5170965,1f:4a:da:53:6c:40,iw,06:00:40
2002-04-03,Neuruppin,"1.952,63 €",2012-10-30 00:27:56,desktop-54.benthin.net,2004-02-12T13:00:06,Africa/Windhoek,oben.mp3,DE,-67.6424785,b4:bc:88:0d:62:bf,gez,13:19:34
2000-08-21,Bischofswerda,"6.606,07 €",2007-11-19 19:18:20,desktop-92.grein.org,2005-06-23T09:16:50,Asia/Amman,holen.png,DE,32.850914,e9:9f:b5:27:64:b2,pap,04:46:40
1996-04-29,Wolmirstedt,"6.467,29 €",1993-03-08 23:44:39,email-45.bien.de,2000-10-14T01:19:25,Africa/Kigali,wahr.css,DE,-23.7681105,d8:47:5e:9c:0b:bf,zh,23:16:18
2010-07-24,Saarlouis,"9.185,27 €",2019-07-17 21:21:28,web-60.seifert.com,1990-08-15T02:14:09,Asia/Colombo,Mädchen.wav,DE,-13.319890,00:0a:a3:e6:fc:00,lv,02:43:02
1988-05-17,Altentreptow,"89,08 €",1993-06-17 00:50:37,web-16.ernst.net,1975-04-15T18:56:50,Europe/Andorra,Sommer.mov,DE,64.0338095,59:3e:66:92:3c:c7,lij,07:53:03
1997-01-26,Hünfeld,"6.359,84 €",2007-03-10 14:46:42,db-81.schmidtke.com,1995-12-01T07:23:17,Europe/Vatican,laut.webm,DE,67.776831,78:20:4b:2b:63:6a,om,21:01:33
2006-01-14,Pritzwalk,"119,37 €",2012-12-03 16:06:13,srv-52.heydrich.com,1971-03-31T05:25:58,Europe/Helsinki,Zeit.mov,DE,72.355667,39:c5:42:0e:32:c1,ckb,03:09:31
2008-12-10,Wanzleben,"4.397,10 €",1979-05-07 10:39:36,srv-61.ullrich.org,1995-12-30T13:42:58,Africa/Harare,Klasse.js,DE,84.2762185,83:e2:a3:c1:30:b3,bs,17:44:33
1975-07-27,Pritzwalk,"34,59 €",2003-07-25 12:22:22,email-82.bruder.de,1999-12-08T08:18:05,Asia/Dushanbe,gegen.avi,DE,-67.006040,8a:9d:e8:87:97:fa,ve,02:41:53
1976-12-22,Augsburg,"63.803,90 €",2007-09-06 23:46:16,web-53.hauffer.de,2008-05-06T16:03:44,America/Argentina/Ushuaia,zurück.bmp,DE,33.702773,54:14:c3:93:e1:4d,ta,01:48:47
1998-05-03,Rostock,"78.513,21 €",1977-04-28 02:33:56,lt-88.huebel.de,1997-10-18T23:49:26,Pacific/Galapagos,lesen.txt,DE,-41.2926185,40:53:20:a6:c9:59,ln,16:15:54
2016-08-16,Darmstadt,"56,70 €",2013-10-06 22:39:02,db-85.juncken.de,2019-04-29T14:30:44,Europe/Paris,schon.mov,DE,-27.312056,b0:f8:50:14:3a:46,en,18:43:34
2010-11-24,Ravensburg,"46,43 €",1971-03-17 13:32:54,srv-42.rohleder.de,2002-08-19T12:26:32,Africa/Asmera,Fenster.mov,DE,15.1993625,f9:41:5b:63:f3:12,eu,09:28:14
2011-05-01,Gräfenhainichen,"27,84 €",2018-11-16 17:49:30,srv-58.schenk.com,2003-02-23T19:44:16,Africa/Dar_es_Salaam,tragen.tiff,DE,0.7640565,0d:59:53:2b:e1:14,hi,20:40:46
2019-05-31,Malchin,"83,87 €",2022-07-16 03:35:16,web-38.junck.com,2003-10-20T15:15:04,Asia/Almaty,alt.csv,DE,-42.8943915,65:69:da:1d:c4:05,as,04:20:02
2012-07-10,Bischofswerda,"9,87 €",1987-10-26 07:44:02,email-20.butte.com,2001-05-22T01:01:24,Pacific/Nauru,die.txt,DE,66.9264345,98:25:1a:5e:a4:17,af,09:05:04
1994-12-30,Döbeln,"5.803,24 €",1979-01-20 19:01:06,db-08.kaul.com,1985-03-13T15:59:40,Asia/Jerusalem,Garten.webm,DE,4.181852,a5:5f:33:45:d6:a2,kk,02:34:30
1976-02-17,Schwäbisch Gmünd,"2,82 €",2003-11-17 02:03:49,email-90.stoll.com,2015-11-22T14:42:20,Africa/Cairo,krank.wav,DE,30.1291245,78:5a:44:37:c7:85,sr,13:27:39
2021-06-08,Gelnhausen,"61.464,99 €",2021-12-03 05:20:06,web-29.fischer.de,2017-01-21T17:56:03,America/St_Lucia,wie.numbers,DE,57.683915,69:35:ec:6e:fc:90,fr,01:21:53
2007-07-14,Düren,"58,57 €",2005-03-08 01:49:41,desktop-06.davids.com,1982-08-28T20:46:51,Europe/Vienna,lustig.mov,DE,-69.2626465,dc:2a:59:52:6a:a4,xh,18:43:13
2010-11-10,Staßfurt,"962,85 €",1981-01-23 14:27:28,lt-34.graf.de,2011-07-30T15:47:47,America/Havana,Monat.jpeg,DE,10.1705575,48:72:17:a9:b9:c9,ve,15:32:16
1985-07-28,Wunsiedel,"71,30 €",1978-06-30 08:59:44,db-32.albers.de,1977-08-24T11:44:49,Europe/Uzhgorod,böse.webm,DE,-43.189151,aa:00:db:a4:ff:0c,sq,17:35:43
1972-04-27,Schlüchtern,"2,48 €",2018-01-05 05:54:39,db-78.geisler.de,2018-06-29T16:08:07,Asia/Karachi,nicht.avi,DE,46.672255,3e:19:a7:cd:de:bb,it,16:41:37
1973-11-12,Schweinfurt,"6,57 €",1988-12-26 11:55:38,email-58.pohl.com,2001-03-03T15:51:30,Asia/Hovd,andere.mp4,DE,-1.8129345,2e:66:fd:cc:8d:6c,fi,05:42:03
2013-03-08,Eisleben,"4,39 €",2022-11-20 10:28:04,db-87.heidrich.de,1971-06-02T19:04:56,Asia/Kuala_Lumpur,Sonne.avi,DE,-83.203021,0d:87:e4:8c:4a:32,ia,07:42:53
1991-12-07,Kitzingen,"1,30 €",1981-11-03 16:08:39,web-65.kitzmann.de,2012-04-07T21:24:47,America/La_Paz,bin.pages,DE,69.108423,85:0f:36:cc:3e:ac,kok,02:45:14
1976-06-21,Kemnath,"90,98 €",1990-04-09 09:13:01,laptop-08.barkholz.com,2000-05-02T07:05:28,Asia/Dushanbe,Monate.json,DE,-77.974053,b8:53:35:2c:85:e4,ru,01:42:50
1986-07-06,Hannover,"2.968,73 €",2011-02-22 19:06:47,lt-75.mosemann.de,1998-08-08T11:11:23,Asia/Baghdad,drei.csv,DE,73.019113,a6:e6:df:4b:31:a5,tn,15:51:48
