file_name,latitude,language_code,company,language_name,city,longitude,hostname,country,bank_country,pricetag,mac_address,random_number,date
quisquam.csv,-74.9390765,bhb,Blaser-Lustenberger,Mongolian,Oftringen,-55.416286,laptop-26.kohler.com,Antigua and Barbuda,CH,$903.95,d5:85:81:74:71:bc,3569697,1989-03-17
temporibus.mp3,24.354054,ur,"Schneider, Hasler and Stocker",Finnish,Pully,-0.736101,srv-91.steiger-zbinden.info,Sierra Leone,CH,$262.80,7c:0f:03:e8:99:08,6215239,1990-12-09
aliquid.avi,-69.4050085,ko,Walder LLC,Hindi,Opfikon,52.656202,web-08.christen.biz,Bangladesh,CH,$34.31,d4:c9:a4:13:2a:6e,3904,1970-07-23
in.bmp,15.1759355,bhb,Suter Group,Armenian,Naters,-94.365480,desktop-79.thommen-favre.net,San Marino,CH,"$8,106.15",49:57:aa:29:8b:b0,5,1980-04-10
ipsam.flac,28.852314,ts,Bieri-Hafner,Walloon,Chur,-125.602593,web-22.wyss-schweizer.com,Cyprus,CH,$5.15,1f:51:ba:87:ab:32,628810833,1976-06-24
modi.html,39.2638955,doi,Christen-Hodel,Kongo,Lutry,61.799837,web-44.kaser-hafliger.com,Myanmar,CH,$44.06,38:6c:b0:72:b2:09,6818,2007-10-02
non.png,-85.2238985,ht,Hafner Inc,Swahili,Horw,34.204916,email-15.zurcher-stalder.info,South Korea,CH,"$8,388.45",a3:fb:b1:78:a4:ad,7,1970-04-13
et.png,-77.2012015,ha,"Stalder, Meister and Stucki",Sardinian,Wallisellen,-49.968616,srv-63.hauser-koch.net,Japan,CH,"$4,131.86",c1:c7:ff:1e:86:9c,866339244,1994-12-30
deleniti.mp3,63.717173,pl,"Hasler, Gloor and Schmidt",Swedish,Bernex,-133.884016,laptop-70.weber.com,Kuwait,CH,$190.52,19:04:3c:6a:96:bc,86,2012-05-09
impedit.ppt,17.253038,zu,Peter-Ferrari,Ganda,Volketswil,115.233518,srv-82.schoch.com,New Zealand,CH,$461.58,2b:46:ff:31:4a:d0,88204639,1992-01-08
perferendis.avi,48.048599,tg,"Rey, Studer and Schmid",Czech,Naters,113.300954,srv-33.scherrer-iten.com,North Macedonia,CH,$2.32,59:31:2b:fd:89:40,994,1993-08-16
velit.flac,-21.6152245,id,Koch LLC,Ganda,Bellinzona,-128.681064,email-05.widmer-schweizer.info,Kyrgyzstan,CH,"$7,422.99",65:95:b4:6b:bb:8b,9,2007-01-13
placeat.mp4,67.0568595,dz,Giger-Fuchs,Hindi,Ostermundigen,84.376628,email-72.isler.com,South Africa,CH,$1.52,c1:91:fc:d4:6f:a2,6470667,1971-03-27
aperiam.json,44.616821,ru,"Zehnder, Hodel and Portmann",Estonian,Wohlen,-26.016675,web-77.benz-tanner.info,Poland,CH,$23.50,31:bc:71:7f:00:0b,73760917,1993-03-20
dicta.numbers,82.125007,sa,"Frick, Maier and Eugster",Western Frisian,Rüti,-81.741302,web-61.ferrari.com,Solomon Islands,CH,$8.75,b9:7d:29:be:20:7b,6763,1984-05-01
cum.mp4,51.251642,bem,"Jäggi, Kohler and Steiner",Hiri Motu,Worb,4.733024,db-98.scheidegger.com,Namibia,CH,$17.96,74:cb:75:f7:c2:de,8487,2012-08-23
voluptas.js,57.9547715,sid,"Jost, Schäfer and Bucher",Croatian,Emmen,-33.779566,srv-69.tobler-stadelmann.com,Singapore,CH,"$5,745.69",9f:66:22:df:49:fc,3,1988-05-01
dolore.ods,-18.0869785,gez,Fehr-Stöckli,Hausa,Rapperswil-Jona,75.493901,email-15.hartmann-gloor.com,Australia,CH,$573.81,f2:60:1e:6f:58:71,5,2020-05-09
omnis.tiff,-47.8344415,ps,"Hoffmann, Schwab and Favre",Lithuanian,Rheinfelden,30.866900,srv-87.hunziker-kagi.com,Cambodia,CH,$924.34,ca:80:5e:d7:4a:c6,1235,2003-06-02
doloribus.odt,-62.9232555,fur,"Bachmann, Kuhn and Schäfer",Hausa,Rheinfelden,-147.175210,desktop-83.baumgartner.com,Japan,CH,"$3,776.63",35:a6:40:a9:45:77,18,2001-09-11
doloribus.pptx,-36.4804385,mhr,Wenger Ltd,Samoan,Lancy,109.841504,desktop-40.jenni-hafner.com,Panama,CH,"$2,521.98",9f:3d:a6:71:3c:9b,4062703,1986-08-20
omnis.json,73.8733535,ks,Egger-Frick,Esperanto,Lutry,174.074828,desktop-57.bieri.com,Cameroon,CH,"$64,195.02",a7:4f:b1:7c:87:81,56053465,2002-07-10
consequuntur.webm,87.1270815,zu,"Schmid, Egger and Tobler",Tamil,Prilly,67.817173,srv-22.jost.org,Morocco,CH,$633.09,55:88:50:83:40:26,35192,1975-01-14
tempore.mov,23.502318,ber,Portmann LLC,Kuanyama,Villars-sur-Glâne,-26.147397,web-03.kaiser.net,Djibouti,CH,"$8,578.66",0d:00:a4:33:33:ba,943775,2003-02-26
accusamus.flac,86.049221,br,Kaiser LLC,Ewe,Vernier,17.492400,srv-88.steiner.biz,Bosnia and Herzegovina,CH,$67.06,d6:ee:1f:18:b4:50,1,1991-11-28
mollitia.ods,72.6150255,oc,Ritter Ltd,Belarusian,Basel,-96.908153,db-62.ott.com,Singapore,CH,$84.34,7f:8a:be:8f:23:04,7335299,2021-06-20
placeat.mp3,3.438631,lo,"Betschart, Eichenberger and Senn",Korean,Sarnen,72.919840,desktop-19.lanz.biz,Mexico,CH,$867.15,5e:1b:47:2e:ca:ea,3242,1984-12-28
a.wav,70.143416,os,Amrein-Eugster,Hungarian,Wallisellen,114.311318,email-68.meister-bader.com,Afghanistan,CH,"$65,414.14",f6:57:78:0e:0e:34,918930730,1982-05-23
fuga.tiff,-29.605147,ia,Jost PLC,Arabic,Delsberg,-118.030637,db-17.schaub.net,Gabon,CH,$9.17,e9:69:1d:b8:df:25,9618,1978-12-08
est.gif,-76.734656,eu,"Sidler, Wolf and Kunz",Nepali,Weinfelden,-156.381144,srv-33.hofstetter-bauer.com,Bosnia and Herzegovina,CH,$137.09,f1:e3:ae:c8:67:6a,845904180,1970-03-26
ut.wav,56.6200695,my,"Steinmann, Baumann and Kessler",Nepali,Arth,76.509180,srv-06.mader.biz,Saudi Arabia,CH,$5.77,83:e1:fd:55:39:f5,62,2007-02-15
ex.avi,-35.003668,hy,Zürcher-Ernst,Ukrainian,Baden,115.824410,db-52.walder.biz,Vatican City,CH,$18.70,03:65:92:57:33:af,4411,2017-12-10
ipsam.jpeg,-68.589889,st,Bauer-Bernasconi,Chichewa,La Chaux-de-Fonds,48.175887,web-63.jenni.biz,Slovakia,CH,"$32,730.51",90:c8:80:85:f4:00,257216732,1995-01-06
mollitia.js,50.8056885,xh,"Frick, Ritter and Schmidt",Welsh,Bellinzona,101.701155,db-99.zehnder.biz,Malawi,CH,"$8,964.46",d8:a1:c4:24:7a:1b,52,1972-12-03
exercitationem.ods,67.748914,mk,Marti PLC,Japanese,Bülach,11.814453,lt-24.gerber-bucher.com,North Macedonia,CH,$2.77,6e:ba:71:ea:00:79,201,2023-02-22
illo.gif,39.6886465,ce,Schaller-Arnold,Lao,Bernex,-125.200689,srv-58.hug-stockli.com,Jamaica,CH,$795.08,59:88:3c:5a:f1:87,146556,2015-03-22
officiis.webm,42.6018105,the,"Braun, Gfeller and Blaser",Herero,Grenchen,70.635019,email-15.luthi.com,Austria,CH,"$20,271.47",26:2a:51:20:ac:d5,727951362,1997-06-07
officiis.avi,39.718831,bg,"Bühler, Schneider and Zürcher",Cree,Münchenstein,-30.533461,email-21.schaller.com,Indonesia,CH,"$8,120.59",12:41:74:13:54:7e,2,1992-03-05
illo.wav,-67.693213,et,"Ott, Pfister and Kohler",Hausa,Zollikon,22.743701,desktop-76.martin.com,Grenada,CH,"$6,814.17",2c:5d:63:89:5f:b8,3,2017-01-17
id.avi,-55.849269,fil,Hauser-Kern,Inuktitut,Uster,-49.881596,desktop-47.stutz-scharer.org,Zimbabwe,CH,$930.48,a2:38:8d:7d:e5:d5,65,2007-06-13
pariatur.html,24.8272625,it,Hofmann Inc,Belarusian,Altstätten,167.843608,web-70.imhof.net,Nauru,CH,$773.44,50:c6:c0:9d:04:49,6493,1988-12-04
facilis.mp3,-51.8517785,fur,"Ferrari, Herzog and Meili",Welsh,Baden,24.397909,db-61.blum.net,Costa Rica,CH,"$12,281.10",17:0a:53:2f:2d:f8,8474024,1981-03-31
voluptatem.mov,-64.6298305,li,Schlatter Inc,Avestan,Altstätten,-102.543929,email-54.benz-frey.com,Peru,CH,$0.48,5e:59:63:e6:ce:ec,48070364,1993-07-26
nam.flac,-39.8461695,ar,"Egli, Schaub and Erni",Vietnamese,Oftringen,-149.548294,laptop-63.scherrer.com,Monaco,CH,$678.79,d9:20:db:0d:ab:e2,807604862,1977-06-19
reprehenderit.jpg,24.601769,st,Meister-Arnold,Oromo,Steffisburg,102.938987,desktop-75.gut.biz,Slovenia,CH,"$97,306.94",54:be:e4:ce:26:00,1,1975-12-22
assumenda.mp4,79.5217905,ms,Wehrli-Meili,Yoruba,Thun,170.286212,laptop-47.hartmann.com,Dominican Republic,CH,$79.92,64:25:b0:ef:17:2b,12771983,1996-11-09
impedit.key,42.641224,kw,Schweizer-Huber,Javanese,Lenzburg,-7.632295,laptop-92.wolf.com,Uruguay,CH,$11.92,3b:01:bc:0f:6d:6c,99,2016-02-05
odit.avi,-69.1548875,el,Roth Ltd,Oromo,Schlieren,177.891385,laptop-80.hafliger.com,Germany,CH,"$8,595.66",36:72:ae:96:05:3e,7,1994-08-27
tempora.ods,-52.1704265,tt,Zingg PLC,Spanish,Illnau-Effretikon,81.252317,email-83.felber.com,East Timor,CH,$9.78,7e:ba:e1:cf:eb:54,64,1986-05-03
nihil.gif,85.4974445,yue,"Knecht, Knecht and Stöckli",Sichuan Yi,Siders,-148.634594,db-69.luthi.com,Venezuela,CH,"$1,843.37",43:e5:15:52:3f:9b,60742521,1975-04-18
reprehenderit.png,-72.0131395,el,"Kägi, Bär and Burri",Komi,Suhr,-172.652465,db-25.zbinden.info,Mauritania,CH,$662.98,bf:93:b6:04:e1:6e,5122,1974-06-11
fugit.docx,53.8334025,lv,Hotz LLC,Hiri Motu,Neuenburg,-128.417307,email-65.keller.com,Bangladesh,CH,$2.72,5e:c0:f4:30:08:c1,892887460,2007-04-07
nemo.webm,-58.0296565,mr,"Gasser, Hermann and Studer",Sundanese,Lutry,-159.959236,desktop-06.bolliger.com,India,CH,"$7,754.34",8c:02:0f:22:e2:1a,907675711,1983-04-04
quibusdam.png,70.1683175,ia,Portmann-Stutz,Hiri Motu,Baar,81.433412,web-84.beck.net,Nicaragua,CH,$0.02,a5:7d:f7:f3:34:14,12247170,1975-11-18
nam.avi,-52.910902,ff,"Bättig, Walter and Keller",Xhosa,Pfäffikon,149.562297,laptop-71.zurcher-stutz.com,Nauru,CH,"$8,411.70",a4:f8:33:41:a7:2d,619256525,1976-04-21
modi.odt,89.566804,ml,Berger and Sons,Abkhazian,Dietikon,57.827864,srv-10.vogt.com,Mali,CH,$34.65,9b:29:67:3a:00:db,39913362,1995-08-19
voluptatibus.csv,43.862747,sw,Steinmann Inc,Quechua,Liestal,20.001518,desktop-00.schneider.com,Chad,CH,"$1,444.53",c7:de:a0:5d:3e:a3,56453378,1993-02-13
nemo.ods,-61.702409,an,Stutz Ltd,German,Uster,-61.894010,laptop-51.graf.info,Saudi Arabia,CH,"$39,327.26",b3:e1:87:ec:a8:ab,3687,1990-10-16
quia.png,-57.811178,id,"Stalder, Meili and Zbinden",Western Frisian,Wohlen,-166.929906,desktop-79.kaser.com,Austria,CH,"$81,127.17",9a:d3:ba:cb:04:46,739431690,2021-01-16
laudantium.js,-11.4005445,ik,Stadelmann-Wirth,Sardinian,Bern,-40.027223,srv-37.hermann-meili.info,Republic of the Congo,CH,$472.70,9b:bc:8c:9a:42:2d,99077770,1976-12-10
nostrum.flac,-72.459338,mt,Gut-Burri,Chinese,Bassersdorf,112.282344,web-81.ernst.com,Madagascar,CH,$1.03,c9:63:ae:5b:18:71,348809,2014-10-17
facere.flac,-58.405087,be,Kaufmann PLC,Chechen,Altstätten,9.124011,laptop-97.zimmermann.com,Mali,CH,"$4,021.53",bd:f2:a2:28:d8:52,973960695,1974-01-12
architecto.avi,16.735562,ro,"Brunner, Kägi and Näf",North Ndebele,Lausanne,117.164722,db-41.walder.org,The Gambia,CH,$3.71,50:a7:86:cf:be:c2,58173805,2009-09-07
quo.odp,88.799707,raj,Lutz-Ernst,Tatar,Vevey,114.375554,srv-83.hauser-furrer.com,Antigua and Barbuda,CH,$593.45,c3:e9:3a:36:74:d8,81,2005-11-27
dolore.pages,-60.5437435,kn,Wagner Inc,Sango,Renens,102.174534,laptop-30.wuthrich-favre.com,Malta,CH,$449.94,47:39:a1:ec:ca:16,43378899,1989-01-27
suscipit.xlsx,-31.7771865,az,Bader and Sons,Fulah,Wil,173.084525,desktop-26.frei.com,Chad,CH,$170.45,8c:99:2a:8e:bd:c2,742,1991-08-28
ab.flac,7.0149655,lt,Iten-Forster,Slovak,Wädenswil,-59.168885,web-00.hauser.com,Yemen,CH,$2.31,1d:26:fa:d8:c7:48,88436,2004-02-19
occaecati.html,88.5825275,is,"Weber, Ritter and Hofer",Uzbek,Sursee,108.048931,db-39.gross.com,East Timor,CH,"$9,542.06",69:33:81:4a:6f:65,53446013,1997-06-13
laudantium.txt,-7.7741805,it,Jost LLC,Aragonese,Münchenbuchsee,172.258103,db-75.graf.org,Poland,CH,$2.76,96:8c:15:b5:63:bd,220334706,1994-01-13
mollitia.wav,49.7494305,ss,Knecht-Lüthi,Galician,Schlieren,48.346070,web-19.steinmann.com,North Korea,CH,$8.27,c7:8b:7c:13:31:c5,90659,2012-10-29
veritatis.mov,34.331683,ug,Siegrist Ltd,Akan,Bülach,91.492866,lt-66.sporri.com,Eritrea,CH,$804.22,11:86:18:ef:b4:5d,57916,2018-02-21
ducimus.mp3,53.3979305,az,Weibel Ltd,Akan,Altstätten,175.345685,lt-90.walter-kalin.com,Slovenia,CH,"$1,715.09",46:1e:7c:d0:86:53,719617389,1980-07-18
ratione.wav,-12.7221645,mn,Scherrer LLC,Samoan,Lugano,-109.681775,srv-52.hoffmann.com,Palau,CH,"$69,130.02",2f:4c:6d:67:a8:6d,7773681,1987-04-24
nulla.flac,4.426991,ga,Baumann-Iten,Latin,Köniz,-15.047559,laptop-18.studer-bauer.net,Norway,CH,$5.73,54:8a:79:37:86:50,471769,2011-04-10
perspiciatis.gif,-86.8672225,cy,"Hofmann, Leunberger and Sidler",Urdu,Glarus,-51.871569,lt-92.portmann.com,Vietnam,CH,$93.76,12:7b:98:38:38:65,99540,1976-04-04
temporibus.json,-66.9603975,ug,Schär-Knecht,Bislama,Liestal,-126.507972,web-31.wyss-schwab.com,Sri Lanka,CH,$4.89,9d:c5:66:cb:04:f8,55,2006-01-14
quaerat.ppt,19.9035075,bg,"Staub, Schwarz and Bosshard",Central Khmer,Einsiedeln,51.835589,srv-88.ernst-schmidt.net,Denmark,CH,$41.89,d9:76:1d:f2:81:ab,90,2010-11-07
voluptates.css,59.904598,ln,Hürlimann-Ziegler,Bislama,Weinfelden,-73.403952,email-01.fehr.net,Rwanda,CH,$115.41,35:16:95:12:be:67,1711640,1999-11-25
sit.mp4,3.149754,zu,Gloor-Schaub,Amharic,Bellinzona,38.878886,web-69.steffen.biz,North Korea,CH,"$93,051.70",bb:5f:bd:23:5b:64,58824541,1972-12-19
ipsum.mp3,-50.034841,ja,Zollinger-Brunner,Vietnamese,Horgen,126.006048,email-64.betschart.com,Bhutan,CH,$934.89,c8:13:b8:b1:f5:d0,667,1984-12-06
mollitia.mov,33.6040415,mk,Grob-Giger,Russian,Steffisburg,47.144481,lt-23.ammann-hirt.net,Mozambique,CH,$6.16,f1:a8:ed:4f:c7:af,797,2001-05-03
optio.jpeg,20.022765,wae,Baumann Group,Zhuang,Lausanne,-77.715418,db-70.ruegg.com,Slovenia,CH,$93.13,f9:a4:46:c1:9d:da,76,2005-07-16
id.webm,41.7372975,wae,"Gut, Stauffer and Blum",Spanish,Crans-Montana,86.063759,lt-16.stalder.org,Tunisia,CH,$791.36,ee:ff:d4:c5:1b:66,6430330,2021-05-09
iure.mp4,-71.5195145,kk,Wyss and Sons,Aragonese,Payerne,-29.985337,desktop-95.hafliger.com,Saint Vincent and the Grenadines,CH,"$9,227.75",cb:a3:31:cb:0d:f4,41016820,2000-05-10
perferendis.tiff,-51.495317,cy,Sidler-Lehmann,Central Khmer,La Chaux-de-Fonds,-103.684855,lt-83.schumacher-schurch.biz,Nauru,CH,$2.23,5f:6b:f4:7a:ff:03,9812,1972-10-18
unde.js,-37.691191,ig,Wolf-Kaufmann,Rundi,Münsingen,167.056696,lt-20.schumacher.com,Switzerland,CH,$216.04,6d:78:72:24:94:7f,497551,2013-06-22
vero.png,-63.9315265,el,Mayer Group,Azerbaijani,Maur,-13.150594,web-56.lehmann.info,The Gambia,CH,"$34,343.05",44:b1:73:87:92:37,97,2007-10-28
est.xls,-11.4076795,nhn,"Ernst, Jost and Hürlimann",Spanish,Flawil,157.017264,web-04.sutter.biz,SÃ£o TomÃ© and PrÃ­ncipe,CH,"$5,422.60",78:9e:9c:46:56:ff,7579,1997-03-31
illum.numbers,18.601569,ja,Wolf PLC,Tsonga,Kreuzlingen,96.318053,desktop-00.tobler-graf.com,Russia,CH,$423.06,09:12:0e:25:0e:07,53201642,1985-05-17
suscipit.txt,-33.9109825,fo,"Keller, Friedli and Stocker",Fulah,Baar,-123.075114,web-38.wagner.com,Romania,CH,$51.24,57:c7:00:85:d9:19,580767,2011-02-19
dignissimos.flac,-19.8122095,wal,Meier-Furrer,Finnish,Sitten,-13.563868,email-84.buhler.com,Bhutan,CH,"$4,133.09",8c:3e:17:d2:a9:0d,23,1972-06-02
repudiandae.odp,56.298475,gez,Vogel-Eugster,Tonga,Biel/Bienne,7.872277,srv-28.schwarz-burri.com,Seychelles,CH,"$16,407.62",e3:3c:92:52:2e:4f,128,1978-12-13
optio.tiff,15.0200555,ps,Vogel-Geiger,Uighur,Männedorf,-1.998969,lt-06.grob.com,Thailand,CH,$81.54,30:26:f9:2c:e3:52,6916433,1972-02-17
ducimus.jpeg,72.5183975,lb,"Schumacher, Schenk and Beck",Swahili,Ittigen,58.004213,lt-66.schlatter.info,Solomon Islands,CH,$445.49,0b:84:39:dc:68:6b,932,1982-02-18
quia.bmp,-81.153672,sq,Ott LLC,Burmese,Bulle,-9.716918,web-06.schaub.info,Antigua and Barbuda,CH,$186.76,10:9a:61:14:c1:f2,20362025,1994-06-29
porro.ppt,76.971328,zh,Schweizer-Egger,German,Weinfelden,114.012933,email-65.winkler.com,Paraguay,CH,$1.35,1f:2b:24:88:57:e0,31,2008-08-07
nulla.mp4,14.554670,crh,"Hodel, Iten and Lüthi",Shona,Emmen,-44.536204,desktop-32.steinmann-stucki.biz,Maldives,CH,"$97,886.80",6c:9c:c5:19:ae:53,57406,1983-01-24
odio.flac,-14.2394835,en,Suter-Müller,Quechua,La Chaux-de-Fonds,-64.091176,desktop-69.hartmann.com,Belgium,CH,$259.91,af:61:7a:f6:3f:c4,8995997,1971-03-01
veritatis.mov,-73.620362,it,"Hauser, Erni and Beck",Indonesian,Dübendorf,-138.687678,laptop-49.zbinden-schmidt.info,Mozambique,CH,$188.28,16:79:e8:77:a1:f6,364233104,2004-05-05
omnis.js,-76.7426425,hak,Häfliger-Leunberger,Swati,Aarau,96.915028,lt-00.steinmann.org,Finland,CH,"$2,958.75",1d:df:8a:4f:27:ba,883,1995-09-28
a.avi,-16.6875395,ayc,Braun-Meier,Albanian,Ittigen,28.076822,lt-93.kunz.com,Jamaica,CH,$5.39,bd:51:33:de:23:63,67,2014-07-25
ex.txt,51.2953745,so,Bernasconi-Mettler,English,Nyon,-54.779351,srv-03.albrecht.org,East Timor,CH,"$6,739.86",6b:5a:4d:fe:58:b9,6287969,1971-06-13
unde.wav,-34.119734,it,"Maurer, Merz and Wehrli",Hausa,Schwyz,-53.478273,srv-83.zollinger.info,Togo,CH,$398.35,e7:b1:4a:58:c5:6f,80724,1979-07-31
delectus.numbers,33.7905955,mg,"Probst, Walder and Wenger",Swati,Olten,-131.732973,laptop-62.jaggi.com,Greece,CH,"$6,194.04",4d:f8:83:b5:c8:01,2385609,1998-11-27
perferendis.mp3,59.7439665,he,Schoch-Fehr,Swati,Reinach,170.576237,desktop-02.schlatter-winkler.com,Belgium,CH,"$1,007.48",b5:f5:95:d0:68:62,56039709,1970-06-07
corrupti.pages,-53.464204,ff,Hafner-Hermann,Nepali,Renens,29.743525,email-24.stauffer.com,India,CH,"$7,106.00",ac:bf:aa:a5:ec:ae,70003883,1985-10-25
praesentium.wav,11.6571085,ro,Scheidegger Ltd,Marathi,Ittigen,60.930595,db-41.schnyder-herzog.com,The Gambia,CH,"$4,232.88",e2:43:35:d5:34:bc,6,1985-10-06
sequi.avi,-32.316578,mai,"Stucki, Schär and Christen",Hindi,Spreitenbach,179.881534,email-02.zehnder.com,Panama,CH,"$9,218.17",da:37:ce:87:0c:f6,4,1980-10-03
exercitationem.flac,77.8415905,ak,Frick-Mettler,Cornish,Riehen,116.895053,desktop-00.schafer-christen.com,Togo,CH,$74.29,00:4d:c9:b0:db:d0,77,2002-09-13
iste.gif,15.579324,bs,Tanner-Fuchs,Czech,Thalwil,8.401054,laptop-93.stauffer.info,Ghana,CH,$521.48,7b:6e:7f:28:34:d1,62473824,1978-02-27
architecto.mp3,75.411931,crh,"Kuhn, Michel and Kägi",Japanese,Herisau,-142.469350,email-34.bachmann.net,Burundi,CH,"$87,887.64",8c:0c:83:3b:bc:20,631,1994-12-30
quos.js,-58.5066565,tcy,"Sigrist, Sutter and Bernasconi",Tsonga,Carouge,93.009135,web-92.meister-kern.com,Algeria,CH,"$8,200.33",c2:b4:09:ad:9a:c0,766498041,1983-03-15
